1,-3.5,0,0,-3.5,0,0,0.9340680553754911,1.0234398079532292,-71.64078655672604
1,-3.5,0,0,-3.5,0,0,0.9340680553754911,1.0234398079532292,-71.64078655672604
1,-5.0,0,0,-5.0,0,0,1.0,1.0551466325330618,-105.51466325330618
1,-5.0,0,0,-5.0,0,0,1.0,1.0551466325330618,-105.51466325330618
1,-5.6344627723609095,0,0,0,-5.6344627723609095,1,0.22194073285321086,0.8193043124099028,-461.63396475083493
2,-7.667231386180456,0,0,0,-7.667231386180456,1,0.22194073285321086,0.8193043124099028,-628.1795738942204
3,-8.338396355720919,0,0,0,-8.338396355720919,1,0.22194073285321086,0.8193043124099028,-683.1684092825167
4,-8.65379726679069,0,0,0,-8.65379726679069,1,0.30229218908241484,0.8393634266987302,-726.3680927809539
5,-8.78999670323544,0,0,0,-8.78999670323544,1,0.28229218908241477,0.834325137305904,-733.3715206345352
6,-8.734476782740568,0,0,0,-8.734476782740568,1,0.3349444868386896,0.8476544802590837,-740.3818377608991
7,-8.429705752920535,0,0,0,-8.429705752920535,1,0.41499379417611093,0.8683287115174982,-731.9755534905131
8,-7.350230141295136,0,0,0,-7.350230141295136,1,0.5146303151806381,0.8947675146489412,-657.6747155624386
9,-6.853862183007778,0,0,0,-6.853862183007778,1,0.5581177874279083,0.9065579523574525,-621.3423266367711
10,-6.616681578632454,0,0,0,-6.616681578632454,1,0.5466653171506416,0.9034379414702801,-597.7761184764028
11,-6.156883331051388,0,0,0,-6.156883331051388,1,0.6639385916705984,0.9359014609632369,-576.2236104511194
12,-6.409056283080332,0,0,0,-6.409056283080332,1,0.6639385916705984,0.9359014609632369,-599.8245138730496
13,-6.348654918182612,0,0,0,-6.348654918182612,1,0.7656559061436189,0.9650019836393511,-612.6464589487944
14,-6.1156268833992025,0,0,0,-6.1156268833992025,1,0.9288554513140557,1.013594411318732,-619.8765230724026
15,-5.705264371751581,0,0,0,-5.705264371751581,1,1.1157273273587816,1.072247460845511,-611.7455236062992
16,-5.078657615752912,0,0,0,-5.078657615752912,1,1.2833065016242884,1.1277260210715478,-572.7334345397745
17,-4.45558650211462,0,0,0,-4.45558650211462,1,1.5270417030182664,1.2135802087958332,-540.7211597544157
18,-2.455278049997804,0,0,0,-2.455278049997804,1,1.6558054972812468,1.2615443001177318,-309.7442029178909
19,-2.6920006933897196,0,0,0,-2.6920006933897196,1,1.8555157249484764,1.3397129498277585,-360.65081898795125
20,-3.100320616704663,0,0,0,-3.100320616704663,1,1.8547631661615376,1.339409481922812,-415.2598831015006
21,-2.4505418031082544,0,0,0,-2.4505418031082544,1,1.8933250602924157,1.355048325841512,-332.06025677064804
22,-1.5130470414400166,0,0,0,-1.5130470414400166,1,2.2407546645333762,1.5044446861088798,-227.6295581327195
23,-1.0157648342884769,0,0,0,-1.0157648342884769,1,2.335136067144446,1.5478014180116104,-157.2202250878033
24,-0.9246768470588891,0,0,0,-0.9246768470588891,1,2.144599349423957,1.4615217927672035,-135.1435363243833
25,-1.3318898014492464,0,0,0,-1.3318898014492464,1,2.22251068460574,1.4962049451390265,-199.27801073085985
26,-1.2101886338153636,0,0,0,-1.2101886338153636,1,2.1681731588817015,1.4719302585030851,-178.13132686093434
27,-1.4354105389265501,0,0,0,-1.4354105389265501,1,2.121145785014197,1.4512394585480506,-208.3124413305932
28,-1.7127173053934583,0,0,0,-1.7127173053934583,1,2.0700389635169767,1.429083463321071,-244.76159784816159
29,-1.0321382804420722,0,0,0,-1.0321382804420722,1,1.700697312967149,1.2787082498746074,-131.9803734212669
30,-0.9610670044273357,0,0,0,-0.9610670044273357,1,1.6147243650361605,1.2460392895825696,-119.75272474378856
31,-0.9813779843285069,0,0,0,-0.9813779843285069,1,1.7426455572798196,1.2949577490264352,-127.08430255301435
32,-1.1292898673279443,0,0,0,-1.1292898673279443,1,1.9547687750750322,1.3803450714930978,-155.88097026532225
33,-1.6823854330712984,0,0,0,-1.6823854330712984,1,2.2180150283475126,1.4941814595428795,-251.37891219001523
34,-1.8335873188415244,0,0,0,-1.8335873188415244,1,2.0708934999458704,1.4294511296069847,-262.10234641510596
35,-1.9011991097317666,0,0,0,-1.9011991097317666,1,1.9370573139175038,1.3730050963886746,-261.03560669113267
36,-1.7695171359071535,0,0,0,-1.7695171359071535,1,2.0815890829057526,1.434060938059175,-253.7595403830797
37,-1.6422507321155475,0,0,0,-1.6422507321155475,1,2.144610771730478,1.4615268181555106,-240.0193487122394
38,-1.4180640217059926,0,0,0,-1.4180640217059926,1,2.217111465393862,1.4937750981228155,-211.82687231683033
39,-1.4009404529508742,0,0,0,-1.4009404529508742,1,2.246901483285095,1.507231052805461,-211.15409538189058
40,-1.2019804198189459,0,0,0,-1.2019804198189459,1,2.301379154844547,1.5321525480970495,-184.16173629883593
41,-1.0487841774068893,0,0,0,-1.0487841774068893,1,2.3026573674136372,1.5327422036877838,-160.7515771271515
42,-1.17638019462034,0,0,0,-1.17638019462034,1,2.2759085119036655,1.5204498017761912,-178.8627033723933
43,-1.274603911024518,0,0,0,-1.274603911024518,1,2.206157711089782,1.488857623169602,-189.77037494506428
44,-1.3077579018237424,0,0,0,-1.3077579018237424,1,2.1603367734310965,1.4684620863382136,-192.03928969373774
45,-1.38372609569592,0,0,0,-1.38372609569592,1,2.1262919970100045,1.4534894090476473,-201.12312251168714
46,-1.2293420763406577,0,0,0,-1.2293420763406577,1,2.1712393793601965,1.473289513170625,-181.11767891720928
47,-1.1873899127147225,0,0,0,-1.1873899127147225,1,2.276055909826475,1.520517267449207,-180.54468654777423
48,-1.2693298358918697,0,0,0,-1.2693298358918697,1,2.2269555458155197,1.498208261999677,-190.17204473358936
49,-1.1900883461344776,0,0,0,-1.1900883461344776,1,2.2762751793224005,1.5206176350817728,-180.96693264373874
50,-1.1896128198023437,0,0,0,-1.1896128198023437,1,2.3127536729309712,1.5374077393439864,-182.89199559869462
