time_step,avg_reward,tax_rate
190,0.004761904761904762,0.15
191,0.009523809523809525,0.15
192,0.46106450540977045,0.15
193,0.004761904761904762,0.15
194,0.5118028098271916,0.15
195,1.0054045673142926,0.15
196,0.004545454545454546,0.15
197,0.418500574658801,0.15
198,0.7569380994819835,0.15
199,0.5047214983446828,0.15
200,1.1510409708978135,0.15
201,0.6648673415849378,0.15
202,1.2002812167988515,0.15
203,0.5098936342724695,0.15
204,1.013859893931456,0.15
205,0.8289131694916161,0.15
206,2.941494266190429,0.15
207,0.009090909090909092,0.15
208,1.4462523966757457,0.15
209,0,0.15
210,0,0.15
211,0,0.15
212,0.004545454545454546,0.15
213,2.0066941149823045,0.15
214,1.3963884024555993,0.15
215,0.0,0.15
216,0.7660051639077073,0.15
217,0.009090909090909092,0.15
218,0.4419475872199898,0.15
219,1.0346033475535592,0.15
220,1.6497367851693752,0.15
221,1.0693504824208258,0.15
222,2.075168553377797,0.15
223,0.009090909090909092,0.15
224,1.1405314138389926,0.15
225,1.6978998000253291,0.15
226,0.6757466176018283,0.15
227,0.009090909090909092,0.15
228,0.8817719957779885,0.15
229,0.009090909090909092,0.15
230,0.6137681603827487,0.15
231,0.009090909090909092,0.15
232,0.004545454545454546,0.15
233,1.020360071750434,0.15
234,0.4650979561176213,0.15
235,1.2796563115814468,0.15
236,1.261935762895268,0.15
237,0.008695652173913044,0.15
238,0.004347826086956522,0.15
239,2.198759453414003,0.15
240,0.004347826086956522,0.15
241,1.4677905471515986,0.15
242,0.6389448851250545,0.15
243,0.6103763537624158,0.15
244,0.008333333333333333,0.15
245,1.0516135605249968,0.15
246,0.007692307692307693,0.15
247,1.1153300872965997,0.15
248,1.3514692482287831,0.15
249,0.010344827586206898,0.15
250,0.6808111013937683,0.15
251,0.8649098166085625,0.15
252,1.3882717776764817,0.15
253,0.4878459289926848,0.15
254,0.4259721440795718,0.15
255,1.4836568364520781,0.15
256,1.253438305266124,0.15
257,0.862821413633842,0.15
258,1.4660213573446075,0.15
259,0,0.15
260,0.8437843571730393,0.15
261,0.770999732824343,0.15
262,1.2675124196796304,0.15
263,0.0015151515151515152,0.15
264,0.8214153693900159,0.15
265,1.0081975637819458,0.15
266,0.0,0.15
267,0.642615373414853,0.15
268,1.6517633366652151,0.15
269,0.5441436613374131,0.15
270,1.5547039797075963,0.15
271,0,0.15
272,0,0.15
273,2.275072536174464,0.15
274,0.001724137931034483,0.15
275,1.573805346815434,0.15
276,1.2041819541307917,0.15
277,0.0020833333333333333,0.15
278,3.431054790756767,0.15
279,1.9541384283460115,0.15
280,0.0026548672566371685,0.15
281,0.7844873680333008,0.15
282,0.7399746717853655,0.15
283,0.0018867924528301887,0.15
284,0.30243621291113704,0.15
285,0.9655303286786587,0.15
286,0.007692307692307693,0.15
287,2.009010348983648,0.15
288,2.587078725614178,0.15
289,0.968041630539617,0.15
290,0.009090909090909092,0.15
291,0.0,0.15
292,1.0701737536110054,0.15
293,1.1504509030886345,0.15
294,0.8534681677313201,0.15
295,0.01363636363636364,0.15
296,1.1217169132649536,0.15
297,0.0,0.15
298,0.0,0.15
299,0.010714285714285716,0.15
300,1.7016834451741452,0.15
301,0.42729601339431694,0.15
302,0.5603111569283387,0.15
303,0.002325581395348837,0.15
304,1.6687291089084084,0.15
305,0.0036363636363636364,0.15
306,1.172316544857475,0.15
307,0.5957902260141839,0.15
308,0.7185432811358743,0.15
309,1.459888991193793,0.15
310,0,0.15
311,1.0048795476600734,0.15
312,1.4905645874080242,0.15
313,0.001851851851851852,0.15
314,0.6057983599293367,0.15
315,0.9247394232563685,0.15
316,0.0017857142857142857,0.15
317,1.4057512440932873,0.15
318,1.1300607936280531,0.15
319,1.4423974636700962,0.15
320,1.893827140451079,0.15
321,0.0022222222222222222,0.15
322,0.5108619758925093,0.15
323,0.002666666666666667,0.15
324,0.40541662741656415,0.15
325,1.500319428025182,0.15
326,0.8296321582400155,0.15
327,0.4898242696436323,0.15
328,0.647034036710894,0.15
329,0.008571428571428572,0.15
330,1.4761086783233273,0.15
331,0.003703703703703704,0.15
332,0.3201453223607526,0.15
333,0.3921069474514068,0.15
334,1.5569491564618545,0.15
335,0.01666666666666667,0.15
336,0.4254843101518056,0.15
337,0.0125,0.15
338,0.5784392685584547,0.15
339,1.5089435426611757,0.15
340,0.006666666666666667,0.15
341,0.7665437126043022,0.15
342,0.014285714285714287,0.15
343,1.5559361527989295,0.15
344,0.9163213244183214,0.15
345,0.4685821482858468,0.15
346,0.8049742678725422,0.15
347,1.2338981611182454,0.15
348,0.015384615384615385,0.15
349,1.7158883133690868,0.15
350,0.02307692307692308,0.15
351,0.0,0.15
352,0.3735920080444075,0.15
353,1.4120964010292376,0.15
354,0.015384615384615385,0.15
355,1.373985446337082,0.15
356,1.0788753225982202,0.15
357,1.6118153271580546,0.15
358,0.008333333333333333,0.15
359,0.7601642118705588,0.15
360,0.926570443777546,0.15
361,1.7625883003154184,0.15
362,1.1315361469349026,0.15
363,0.0,0.15
364,0.7460029419514047,0.15
365,0.5019751591316132,0.15
