time_step,energy,service_type
80,2332.527941054469,C
81,2832.5163423101185,A
81,3141.9875251729463,B
81,2312.527941054469,C
82,2810.0163423101185,A
82,3121.9875251729463,B
82,2292.527941054469,C
83,2787.5163423101185,A
83,3101.9875251729463,B
83,2272.527941054469,C
84,2767.5163423101185,A
84,3212.5561999542365,B
84,2252.527941054469,C
85,2920.502304170047,A
85,3192.5561999542365,B
85,2232.527941054469,C
86,2851.502304170047,A
86,3284.3723109532634,B
86,2212.527941054469,C
87,2983.4903222477997,A
87,3264.3723109532634,B
87,2192.527941054469,C
88,2963.4903222477997,A
88,3244.3723109532634,B
88,2172.527941054469,C
89,2943.4903222477997,A
89,3182.5151680961208,B
89,2039.527941054469,C
90,2923.4903222477997,A
90,3160.7294538104065,B
90,2013.277941054469,C
91,2903.4903222477997,A
91,3125.4437395246923,B
91,1987.027941054469,C
92,3043.4589950705963,A
92,3103.658025238978,B
92,1960.777941054469,C
93,3023.4589950705963,A
93,3029.8723109532634,B
93,1880.527941054469,C
94,2966.4589950705963,A
94,3006.300882381835,B
94,1857.402941054469,C
95,2943.9589950705963,A
95,3074.7040462803534,B
95,1837.402941054469,C
96,2923.9589950705963,A
96,3054.7040462803534,B
96,1991.7367178383947,C
97,2903.9589950705963,A
97,3034.7040462803534,B
97,2172.1639631940097,C
98,2883.9589950705963,A
98,4414.28255322832,B
98,2320.2549458730127,C
99,2974.9313764703325,A
99,3815.37223407478,B
99,2241.8799458730127,C
100,2952.4313764703325,A
100,3029.797787259824,B
100,2221.8799458730127,C
101,2881.0313764703324,A
101,3061.670042439727,B
101,2201.8799458730127,C
102,2858.5313764703324,A
102,3040.420042439727,B
102,2181.8799458730127,C
103,2836.0313764703324,A
103,3019.170042439727,B
103,2361.469664236531,C
104,2813.5313764703324,A
104,3089.3844860619065,B
104,2554.1293362609076,C
105,2953.3408417244395,A
105,3068.1344860619065,B
105,2534.1293362609076,C
106,2933.3408417244395,A
106,3098.188392862866,B
106,2514.1293362609076,C
107,2913.3408417244395,A
107,3075.688392862866,B
107,2494.1293362609076,C
108,4373.6357757446385,A
108,3053.188392862866,B
108,2474.1293362609076,C
109,3624.6964797871988,A
109,3031.938392862866,B
109,2454.1293362609076,C
110,2698.522359840399,A
110,3010.688392862866,B
110,2434.1293362609076,C
111,2678.522359840399,A
111,2989.4383928628663,B
111,2414.1293362609076,C
112,2658.522359840399,A
112,2968.1883928628663,B
112,2394.1293362609076,C
113,2613.647359840399,A
113,2946.9383928628663,B
113,2374.1293362609076,C
114,2592.084859840399,A
114,3024.2250763847123,B
114,2288.1293362609076,C
115,2572.084859840399,A
115,3002.9750763847123,B
115,2265.0043362609076,C
116,2552.084859840399,A
116,2981.7250763847123,B
116,2245.0043362609076,C
117,2532.084859840399,A
117,2960.4750763847123,B
117,2225.0043362609076,C
118,2618.23156383272,A
118,2939.2250763847123,B
118,2169.0043362609076,C
119,2598.23156383272,A
119,2890.5750763847122,B
119,2145.8793362609076,C
120,2525.48156383272,A
120,2843.875076384712,B
120,2396.103669380377,C
121,2503.91906383272,A
121,2776.4750763847123,B
121,2254.228669380377,C
122,2483.91906383272,A
122,2751.4750763847123,B
122,2224.853669380377,C
123,2463.91906383272,A
123,2728.9750763847123,B
123,2143.228669380377,C
124,2541.0270757979333,A
124,2814.351345151539,B
124,2113.853669380377,C
125,2595.867243653102,A
125,2794.351345151539,B
125,2087.603669380377,C
126,2575.867243653102,A
126,3146.2852918540098,B
126,2064.478669380377,C
127,2555.867243653102,A
127,2827.3502653218275,B
127,2221.6857678972337,C
128,2535.867243653102,A
128,2879.346954521958,B
128,2446.350584033456,C
129,2515.867243653102,A
129,2819.66513634014,B
129,2423.225584033456,C
130,2495.867243653102,A
130,2797.3924090674127,B
130,2575.690729339247,C
131,2475.867243653102,A
131,2755.4833181583217,B
131,2552.565729339247,C
132,2455.867243653102,A
132,2734.346954521958,B
132,2532.565729339247,C
133,2435.867243653102,A
133,2793.205698269941,B
133,2755.8679604439076,C
134,2415.867243653102,A
134,2725.79660736085,B
134,2676.6179604439076,C
135,2395.867243653102,A
135,2688.9329709972135,B
135,2595.1179604439076,C
136,2375.867243653102,A
136,2821.9726275285034,B
136,2571.9929604439076,C
137,2355.867243653102,A
137,2838.5000737029713,B
137,2548.8679604439076,C
138,2335.867243653102,A
138,2816.227346430244,B
138,2749.2289173499667,C
139,2315.867243653102,A
139,2795.0909827938804,B
139,2726.1039173499667,C
140,2295.867243653102,A
140,2945.682675523922,B
140,2702.9789173499667,C
141,2275.867243653102,A
141,2985.394392526845,B
141,2679.8539173499667,C
142,2255.867243653102,A
142,3094.11948676247,B
142,2656.7289173499667,C
143,2210.742243653102,A
143,3071.846759489743,B
143,2633.6039173499667,C
144,2189.179743653102,A
144,3049.5740322170154,B
144,2610.4789173499667,C
145,2169.179743653102,A
145,3117.2540278414676,B
145,2587.3539173499667,C
146,2125.929743653102,A
146,3149.22116132506,B
146,2532.7289173499667,C
147,2104.367243653102,A
147,3079.084797688696,B
147,2506.4789173499667,C
148,2084.367243653102,A
148,3054.5393431432417,B
148,2483.3539173499667,C
149,2181.1839820096307,A
149,3031.1302522341507,B
149,2460.2289173499667,C
150,2161.1839820096307,A
150,3008.8575249614237,B
150,2437.1039173499667,C
151,2141.1839820096307,A
151,3098.8325674117204,B
151,2675.721120284644,C
152,2225.8526862190074,A
152,3174.7778656528067,B
152,2652.596120284644,C
153,2205.8526862190074,A
153,3135.5505929255337,B
153,2629.471120284644,C
154,2163.1026862190074,A
154,3101.823320198261,B
154,2606.346120284644,C
155,2105.9151862190074,A
155,3138.996643716711,B
155,2583.221120284644,C
156,2155.612981664217,A
156,3116.7239164439834,B
156,2560.096120284644,C
157,2135.612981664217,A
157,3048.3602800803474,B
157,2536.971120284644,C
158,2115.612981664217,A
158,3022.678461898529,B
158,2513.846120284644,C
159,2095.612981664217,A
159,2973.769370989438,B
159,2490.721120284644,C
160,2039.4879816642172,A
160,3894.4403927885064,B
160,2467.596120284644,C
161,2241.144409777028,A
161,3547.82036005613,B
161,2444.471120284644,C
162,2221.144409777028,A
162,3062.603152704491,B
162,2421.346120284644,C
163,2201.144409777028,A
163,3112.8646984809156,B
163,2398.221120284644,C
164,2181.144409777028,A
164,4186.275634999402,B
164,2375.096120284644,C
165,2281.8730953860895,A
165,3870.8572593327754,B
165,2351.971120284644,C
166,2261.8730953860895,A
166,3394.7269935289187,B
166,2331.971120284644,C
167,2241.8730953860895,A
167,3353.0505229406835,B
167,2496.8167301239982,C
168,2203.9980953860895,A
168,3317.4034641171543,B
168,2424.3167301239982,C
169,2182.4355953860895,A
169,3259.0505229406835,B
169,2401.1917301239982,C
170,2160.8730953860895,A
170,3236.1093464700953,B
170,2378.0667301239982,C
171,2114.7480953860895,A
171,3246.9901751988327,B
171,2304.4417301239982,C
172,2067.5605953860895,A
172,3224.0489987282444,B
172,2236.8167301239982,C
173,2027.8105953860895,A
173,3251.8143453114535,B
173,2213.6917301239982,C
174,2083.3061542643977,A
174,3314.66880078962,B
174,2190.5667301239982,C
175,2036.6811542643977,A
175,3253.6099772602083,B
175,2170.5667301239982,C
176,1998.1186542643977,A
176,3344.62738592835,B
176,3646.6470002345714,C
177,1978.1186542643977,A
177,3290.539150634232,B
177,2864.217600187657,C
178,2142.3220475971502,A
178,3311.9256817107153,B
178,2992.302961642144,C
179,2206.412541323199,A
179,3382.8120027163777,B
179,2972.302961642144,C
180,2297.0263888799864,A
180,3339.0178850693187,B
180,2952.302961642144,C
181,2277.0263888799864,A
181,3455.0478063726296,B
181,3021.669976683522,C
182,2217.1513888799864,A
182,3469.506248325079,B
182,4818.653165798431,C
183,2306.189442213213,A
183,4180.0167101761435,B
183,3952.377638165359,C
184,2505.253155692891,A
184,3919.043559610803,B
184,2918.095728624019,C
185,2430.565655692891,A
185,3719.4952605741623,B
185,2896.533228624019,C
186,2381.065655692891,A
186,3732.4403186680793,B
186,2842.908228624019,C
187,2686.2956013120447,A
187,3521.943160636266,B
187,2908.51485759763,C
188,2755.27660628585,A
188,3501.347922541028,B
188,2961.0188309962023,C
189,2733.71410628585,A
189,3512.391261274422,B
189,3041.138817117225,C
190,2713.71410628585,A
190,3481.4626898458505,B
190,3021.138817117225,C
191,2913.554725011939,A
191,3533.806137511359,B
191,4200.896889029564,C
192,2663.3922136930787,A
192,4033.009683129973,B
192,3714.130568026279,C
193,2743.0312517230923,A
193,3855.56883632941,B
193,3082.4153940846545,C
194,2708.0312517230923,A
194,3505.4380999686255,B
194,3126.7393416223917,C
195,2666.420140611981,A
195,3466.9380999686255,B
195,3105.6029779860282,C
196,2645.0312517230923,A
196,3562.7031402468638,B
196,3085.6029779860282,C
197,2625.0312517230923,A
197,3561.0851038777123,B
197,3065.6029779860282,C
198,2605.0312517230923,A
198,3563.656997921678,B
198,3045.6029779860282,C
199,2683.0516670615525,A
199,3568.1057309237326,B
199,3025.6029779860282,C
200,2663.0516670615525,A
200,3396.4815016867833,B
200,3080.7680845916807,C
201,2743.587517730639,A
201,3719.8038204705035,B
201,3060.7680845916807,C
202,2704.143073286194,A
202,3545.484442760099,B
202,3040.7680845916807,C
203,2598.420851063972,A
203,3303.7257361205834,B
203,3020.7680845916807,C
204,2574.2541843973054,A
204,3283.2793075491545,B
204,3000.7680845916807,C
205,2552.8652955084162,A
205,3291.359515317578,B
205,2954.7680845916807,C
206,2532.8652955084162,A
206,3148.6747044445574,B
206,2885.722630046226,C
207,2574.5817207080277,A
207,3582.121478900709,B
207,2863.4499027734987,C
208,2654.495339166893,A
208,3435.9840962706858,B
208,2843.4499027734987,C
209,2430.239638972358,A
209,3187.5944652537682,B
209,2823.4499027734987,C
210,2483.1258087421897,A
210,3160.3288402537682,B
210,3903.4519504131563,C
211,2461.8758087421897,A
211,3165.7616995919743,B
211,3558.1642878787266,C
212,2412.07580874219,A
212,3157.5380480566796,B
212,3108.133319499305,C
213,2370.7258087421897,A
213,3136.7567980566796,B
213,3086.3476052135907,C
214,2348.2258087421897,A
214,3135.0890253003995,B
214,3065.4547480707333,C
215,2400.133094278157,A
215,3161.166866615837,B
215,3045.4547480707333,C
216,2378.883094278157,A
216,3206.269377216897,B
216,3017.5976052135907,C
217,2319.183094278157,A
217,3185.878752216897,B
217,3056.6085212226994,C
218,2296.683094278157,A
218,3206.5752042936315,B
218,3036.6085212226994,C
219,2371.4085022188983,A
219,3186.1845792936315,B
219,3053.135782074961,C
220,2414.8840256723497,A
220,3227.3755104946385,B
220,3073.4450504215133,C
221,2394.8840256723497,A
221,3236.2296154535115,B
221,3053.4450504215133,C
222,2374.8840256723497,A
222,3118.16205134886,B
222,3033.4450504215133,C
223,2443.9543544696126,A
223,3098.16205134886,B
223,3013.4450504215133,C
224,2476.6694332918,A
224,3377.411765435486,B
224,2993.4450504215133,C
225,2445.0694332918,A
225,3239.208478216796,B
225,2960.2307647072275,C
226,2423.8194332918,A
226,3030.516340538085,B
226,2940.2307647072275,C
227,2402.5694332918,A
227,2999.0302294269736,B
227,2904.159336135799,C
228,2382.5694332918,A
228,2978.0195010423454,B
228,2883.2664789929418,C
229,2338.0694332918,A
229,3016.540685059474,B
229,2908.7058981348755,C
230,2316.8194332918,A
230,3002.3831369403847,B
230,2888.7058981348755,C
231,2379.4203649070414,A
231,3048.0923229082023,B
231,2853.348755277733,C
232,2328.7703649070413,A
232,2996.1171766034,B
232,2832.4558981348755,C
233,2306.2703649070413,A
233,2976.1171766034,B
233,2812.4558981348755,C
234,2342.0023072713993,A
234,3038.7465476336156,B
234,2839.027102758913,C
235,2320.7523072713993,A
235,3063.176918161912,B
235,2819.027102758913,C
236,2299.5023072713993,A
236,3059.3710157232576,B
236,2844.039051193113,C
237,2278.2523072713993,A
237,3032.506150858393,B
237,2824.039051193113,C
238,2356.3890635414273,A
238,3008.141285993528,B
238,2804.039051193113,C
239,2453.0886717250733,A
239,2975.2629076151497,B
239,2784.039051193113,C
240,2433.0886717250733,A
240,2968.2878950299673,B
240,2764.039051193113,C
241,3830.8264899876654,A
241,2940.5041112461836,B
241,2744.039051193113,C
242,3438.524081806968,A
242,2970.8017679655027,B
242,2724.039051193113,C
243,2887.5972999905116,A
243,2950.8017679655027,B
243,2689.68190833597,C
244,2865.674223067435,A
244,2953.3053801677124,B
244,2651.8604797645417,C
245,2822.712684605896,A
245,2886.467538008827,B
245,2630.9676226216843,C
246,2890.6237696681555,A
246,2868.838572229823,B
246,2610.0747654788274,C
247,2853.008385052771,A
247,2842.4833090719285,B
247,2590.0747654788274,C
248,2889.6428347767023,A
248,2816.680677492981,B
248,2531.5033369073985,C
249,2847.33514246901,A
249,2795.693835387718,B
249,2562.3837558644846,C
250,2788.7197578536257,A
250,2800.7455594753255,B
250,2598.238172333873,C
251,2730.988988622856,A
251,2779.7587173700626,B
251,2566.3810294767304,C
252,3836.2104058249024,A
252,2745.5876647384835,B
252,2545.488172333873,C
253,3641.858095334767,A
253,2794.746634962589,B
253,2574.416920696515,C
254,3312.0349636215624,A
254,2764.32558233101,B
254,2623.163360605832,C
255,3143.3893440307966,A
255,2758.478302357309,B
255,2603.163360605832,C
256,3215.1241276666374,A
256,2841.3142885391794,B
256,2635.036352978322,C
257,3233.79124369464,A
257,2768.5035841478143,B
257,2615.036352978322,C
258,3212.3206554593457,A
258,2741.5805072247376,B
258,2595.036352978322,C
259,3179.9383025181696,A
259,2930.9686557717937,B
259,2575.036352978322,C
260,3141.732420165228,A
260,2962.304413438799,B
260,2555.036352978322,C
261,3120.261831929934,A
261,2725.108756687255,B
261,2535.036352978322,C
262,3080.2030084005223,A
262,2704.2366636639995,B
262,2502.6792101211795,C
263,3122.526904289582,A
263,2715.0700199897715,B
263,2455.322067264037,C
264,3140.4878703132463,A
264,2694.488624640934,B
264,2434.4292101211795,C
265,2929.6829886291775,A
265,2697.3635556345107,B
265,2404.4292101211795,C
266,2966.3470431836395,A
266,2673.3751835414873,B
266,2383.536352978322,C
267,2918.235932072528,A
267,2647.0961137740455,B
267,2462.6290916773764,C
268,2897.541487628084,A
268,2666.145889240356,B
268,2489.1138169874016,C
269,2943.9505512535598,A
269,2623.7737962171,B
269,2456.0066741302585,C
270,2957.2227549869153,A
270,2594.145889240356,B
270,2500.209107481281,C
271,2992.7604096806317,A
271,2569.552865984542,B
271,2470.709107481281,C
272,3083.9312687406427,A
272,2581.669548838629,B
272,2429.2448217669953,C
273,2887.224359859556,A
273,2527.6057377116617,B
273,3000.154886770092,C
274,2852.54014933324,A
274,2590.471795590049,B
274,2779.311227652086,C
275,2818.8296230174506,A
275,2582.1017881446164,B
275,2758.477894318753,C
276,2798.1717282806085,A
276,2575.095490680318,B
276,3545.619244129709,C
277,2810.3479937791835,A
277,2568.642094118277,B
277,3304.0180413716016,C
278,2805.9855731627313,A
278,2544.6648213910044,B
278,2904.793814552535,C
279,2823.008389611807,A
279,2556.014016771264,B
279,2919.1832765320546,C
280,2734.2715475065443,A
280,2535.161744043991,B
280,2899.1832765320546,C
281,2683.692600138123,A
281,2521.610232074697,B
281,2879.1832765320546,C
282,2837.8754339006364,A
282,2517.8096701139025,B
282,2859.1832765320546,C
283,2817.2175391637943,A
283,2515.7755574627636,B
283,2823.2943876431655,C
284,2848.442425546469,A
284,2507.6541654610523,B
284,2852.909577077456,C
285,3030.954158556765,A
285,2824.783413471782,B
285,2670.045915126011,C
286,3397.6354863117263,A
286,2745.239601010566,B
286,2650.045915126011,C
287,3233.6207379174894,A
287,2621.6776103629386,B
287,2630.045915126011,C
288,3286.520053990245,A
288,2627.170111265198,B
288,2610.045915126011,C
289,3102.661956181186,A
289,2618.2209706340273,B
289,2590.045915126011,C
290,3082.0667180859477,A
290,2612.908752909995,B
290,2649.6326152624956,C
291,3062.0667180859477,A
291,2610.8060873595846,B
291,2614.422088946706,C
292,3042.0667180859477,A
292,2609.359575849691,B
292,2594.422088946706,C
293,3086.6946193041254,A
293,2596.434126786526,B
293,2574.422088946706,C
294,3066.6946193041254,A
294,2576.1681693397177,B
294,2544.73787842039,C
295,3086.493915973286,A
295,2573.717975534213,B
295,2514.3168257888115,C
296,3052.8272493066197,A
296,2577.9353995206566,B
296,2543.1091116651064,C
297,3032.8272493066197,A
297,2557.1375271802312,B
297,2523.1091116651064,C
298,2988.5891540685243,A
298,2552.883121743202,B
298,2550.0622112458113,C
299,2956.493915973286,A
299,2527.0533345091594,B
299,2530.0622112458113,C
300,2970.0868190643723,A
300,2521.2321466036756,B
300,2538.344674775855,C
301,2949.4915809691342,A
301,2492.519380646229,B
301,2518.344674775855,C
302,2961.37328115679,A
302,2471.7215083058036,B
302,2482.818358986381,C
303,3002.8334606112217,A
303,2462.7543432421107,B
303,2462.160464249539,C
304,2982.8334606112217,A
304,2461.9064654233093,B
304,2473.3222376778162,C
305,2962.8334606112217,A
305,2482.7086309543265,B
305,2453.3222376778162,C
306,2973.339216831132,A
306,2474.782559410027,B
306,2433.3222376778162,C
307,2931.4344549263706,A
307,2414.923781757334,B
307,2413.3222376778162,C
308,2955.2860490464514,A
308,2404.1131075994203,B
308,2381.9538166251846,C
309,2935.2860490464514,A
309,2417.473030326189,B
309,2395.283384314526,C
310,2900.000334760737,A
310,2387.629280326189,B
310,2374.6254895776838,C
311,2858.2860490464514,A
311,2358.1396969928555,B
311,2342.2570685250525,C
312,2866.6679254621895,A
312,2338.035530326189,B
312,2360.2524862405476,C
313,3333.522974724843,A
313,2322.8537460323887,B
313,2327.1998546616,C
314,3152.567384964623,A
314,2302.2287460323887,B
314,2461.300408874634,C
315,3456.226726325594,A
315,2310.494283549609,B
315,2467.50904994631,C
316,3333.240488057918,A
316,2717.38446793067,B
316,2433.351155209468,C
317,3066.3337852388127,A
317,2584.8990892134434,B
317,2413.351155209468,C
318,3067.841858031171,A
318,2476.6105660666335,B
318,2423.352157728353,C
319,3072.896262014302,A
319,2563.5204224474023,B
319,2449.7072946741437,C
320,3086.024767581156,A
320,2506.1776911325587,B
320,2464.0442602242165,C
321,3066.024767581156,A
321,2482.5173137740685,B
321,2320.8420472130056,C
322,3026.6173601737487,A
322,2462.422974151427,B
322,2300.8420472130056,C
323,3006.154397210786,A
323,2438.4701439627474,B
323,2280.8420472130056,C
324,3020.783232067103,A
324,2663.807947212495,B
324,2314.0945787416263,C
325,2884.43383092185,A
325,2588.681874115967,B
325,2294.0945787416263,C
326,2923.5573667482604,A
326,2498.9822259989082,B
326,2255.0945787416263,C
327,2893.271652462546,A
327,2709.7733857553685,B
327,2233.8445787416263,C
328,2873.271652462546,A
328,2638.7071860052743,B
328,2199.269578741626,C
329,2869.4817389151503,A
329,2559.647940170201,B
329,2178.644578741626,C
330,3269.3974530735477,A
330,2532.4374188671304,B
330,2158.644578741626,C
331,3168.5934127835394,A
331,2545.2118768345777,B
331,2188.2230687610527,C
332,2943.764805507182,A
332,2677.7151510693443,B
332,2200.475865913057,C
333,2958.9779361792985,A
333,2629.1960592286428,B
333,2218.1457404812118,C
334,2846.509875673695,A
334,2525.848565284877,B
334,2224.0926579625207,C
335,2826.509875673695,A
335,2519.3814867762953,B
335,2204.0926579625207,C
336,2806.509875673695,A
336,2495.1433915382004,B
336,2222.7893304555064,C
337,2778.197375673695,A
337,2488.5706628515118,B
337,2167.8893304555063,C
338,2782.1246222463037,A
338,2477.555207595806,B
338,2147.2643304555063,C
339,2761.7339972463037,A
339,2455.507588548187,B
339,2153.787170587447,C
340,2741.7339972463037,A
340,2445.030604008454,B
340,2121.912170587447,C
341,2712.7027472463037,A
341,2423.4036198814697,B
341,2168.028231391235,C
342,2692.3121222463037,A
342,2400.3718738497237,B
342,2148.403231391235,C
343,2696.759731628915,A
343,2526.8372606847915,B
343,2128.778231391235,C
344,2688.809656147953,A
344,2467.667928486591,B
344,2109.153231391235,C
345,2668.653406147953,A
345,2529.240485198052,B
345,2067.6782313912345,C
346,2643.887781147953,A
346,2503.170172698052,B
346,2048.6782313912345,C
347,2624.512781147953,A
347,2493.7443689110746,B
347,2064.870350336546,C
348,2651.2033354003324,A
348,2470.2443689110746,B
348,2045.8703503365462,C
349,2574.8280524513098,A
349,2450.1662439110746,B
349,2065.340571732316,C
350,2577.6376525142323,A
350,2584.339484819552,B
350,2700.5151185413624,C
351,2588.2403666953714,A
351,2537.850236597933,B
351,2552.8715414679646,C
352,2565.42218487719,A
352,2433.795005654711,B
352,2312.621842209881,C
353,2545.6494576044624,A
353,2432.866768420903,B
353,2294.3609726446634,C
354,2516.8464273014324,A
354,2426.36048024519,B
354,2264.317494383794,C
355,2497.073700028705,A
355,2411.193308354027,B
355,2245.513146557707,C
356,2477.3009727559775,A
356,2407.3177229933426,B
356,2226.70879873162,C
357,2457.9070333620384,A
357,2387.616230456029,B
357,2194.70879873162,C
358,2463.768881174092,A
358,2363.92966329185,B
358,2175.3609726446634,C
359,2444.3749417801523,A
359,2366.246895024572,B
359,2146.1435813403154,C
360,2420.677972083183,A
360,2356.7391920874657,B
360,2178.6918745383755,C
361,2643.0058155203733,A
361,2349.304031601929,B
361,2160.431004973158,C
362,2545.8585856521267,A
362,2329.602539064616,B
362,2175.66754177085,C
363,2378.1164420047858,A
363,2318.089090829252,B
363,2190.7256401700733,C
364,2381.0786256825336,A
364,2315.8797592308497,B
364,2172.464770604856,C
365,2361.6341812380892,A
365,2291.8648338577154,B
365,2176.481840163785,C
366,2342.189736793645,A
366,2271.7902069920437,B
366,2151.916622772481,C
367,2350.489041000614,A
367,2252.0887144547305,B
367,2133.6557532072634,C
368,2325.79459655617,A
368,2225.208117439805,B
368,2141.549736216467,C
369,2306.3501521117255,A
369,2205.320057738313,B
369,2122.74538839038,C
