time_step,eq_times_productivity,tax_rate
1,26326.807269264664,0.0
2,26126.807269264664,0.0
3,25490.270358852184,0.0
4,25183.603692185516,0.0
5,24975.270358852184,0.0
6,25968.498922636132,0.0
7,25517.363280613405,0.0
8,25295.141058391182,0.0
9,25072.91883616896,0.0
10,25431.463543273003,0.0
11,24722.252381833387,0.0
12,24388.801802563394,0.0
13,25006.942469187732,0.0
14,24798.609135854396,0.0
15,25031.068649779765,0.0
16,24806.06864977976,0.0
17,24581.06864977976,0.0
18,24586.57401543129,0.0
19,32710.060442409635,0.0
20,42200.36960108116,0.0
21,49169.078631196375,0.0
22,48824.078631196375,0.0
23,48206.545297863035,0.0
24,47838.211964529706,0.0
25,47527.57264809797,0.0
26,47054.14615232338,0.0
27,46697.47948565671,0.0
28,45848.546152323375,0.0
29,47056.77750257956,0.0
30,46688.44416924623,0.0
31,46320.11083591289,0.0
32,45975.1108359129,0.0
33,45543.942766281165,0.0
34,45198.942766281165,0.0
35,45791.37604691751,0.0
36,45471.37604691752,0.0
37,47066.19996639721,0.0
38,47714.43393146679,0.0
39,47394.43393146678,0.0
40,47074.43393146679,0.0
41,46754.43393146679,0.0
42,46434.43393146679,0.0
43,45901.95567092136,0.0
44,45096.62233758802,0.0
45,44738.28900425469,0.0
46,43916.28561467243,0.0
47,43596.28561467243,0.0
48,43276.28561467243,0.0
49,42956.28561467243,0.0
50,46052.89576951477,0.0
51,45888.485439540105,0.0
52,45550.15210620677,0.0
53,45211.81877287344,0.0
54,44891.818772873434,0.0
55,44571.81877287344,0.0
56,44251.818772873434,0.0
57,43931.818772873434,0.0
58,45024.75587650061,0.0
59,48259.25858257488,0.0
60,51915.772079436305,0.0
61,51523.27207943631,0.0
62,51130.772079436305,0.0
63,50750.772079436305,0.0
64,50370.772079436305,0.0
65,49990.772079436305,0.0
66,50050.10581195268,0.0
67,49670.10581195268,0.0
68,49290.10581195268,0.0
69,48910.10581195268,0.0
70,48284.55507557971,0.0
71,47319.69199319316,0.0
72,46835.51279940935,0.0
73,46437.457243853794,0.0
74,45664.35829689992,0.0
75,45260.74718578881,0.0
76,46386.27451271295,0.0
77,46753.49306309371,0.0
78,47270.481842856105,0.0
79,46342.851465660526,0.0
80,46064.562230246775,0.0
81,46703.195540175075,0.0
82,46078.46938287623,0.0
83,45681.80271620957,0.0
84,45177.65417764828,0.0
85,46101.38902786994,0.0
86,44878.21345633428,0.0
87,44834.4376648947,0.0
88,44380.4376648947,0.0
89,44304.61620997492,0.0
90,44676.58071377305,0.0
91,43708.00179580074,0.0
92,45770.259778201114,0.0
93,45187.86670570163,0.0
94,44833.28617601346,0.0
95,46469.35363379624,0.0
96,46053.07382112992,0.0
97,46861.01911009755,0.0
98,46800.013985672595,0.0
99,47167.3246002127,0.0
100,50492.063772332294,0.0
101,56891.543355857124,0.0
102,56058.80148376248,0.0
103,60845.382482725945,0.0
104,64711.55145827439,0.0
105,68925.13312413788,0.0
106,67911.00511642662,0.0
107,68091.77874369518,0.0
108,69304.01071594778,0.0
109,70158.02908388483,0.0
110,69652.82075055149,0.0
111,70761.84276890616,0.0
112,70282.87322847534,0.0
113,70850.06386107251,0.0
114,71661.39179527842,0.0
115,71150.45628236841,0.0
116,70781.07495748872,0.0
117,69694.30540913639,0.0
118,68964.37400523564,0.0
119,68363.79708215871,0.0
120,67647.86408304478,0.0
121,67620.88505936587,0.0
122,67274.38384477592,0.0
123,67164.75401462821,0.0
124,69345.48584574812,0.0
125,73466.38729527172,0.0
126,72434.08937422544,0.0
127,72821.74124345978,0.0
128,71919.0935929723,0.0
129,71602.37711158901,0.0
130,73172.81658407488,0.0
131,72902.44143828315,0.0
132,72596.94878542102,0.0
133,72807.11476638654,0.0
134,72663.01061810143,0.0
135,77429.94760710839,0.0
136,80626.02477587973,0.0
137,84909.92810361594,0.0
138,84527.33515443915,0.0
139,86998.06617441634,0.0
140,90307.29493345942,0.0
141,98099.63378209871,0.0
142,97328.0548347303,0.0
143,98338.81598044257,0.0
144,98158.1524758304,0.0
145,97576.42418696734,0.0
146,96813.39787117789,0.0
147,96445.47534517742,0.0
148,95972.00620492588,0.0
149,94973.52262866717,0.0
150,93735.99873847196,0.0
151,95356.1011024311,0.0
152,94407.71361642679,0.0
153,93097.62606892776,0.0
154,93868.44496775125,0.0
155,94844.98023861194,0.0
156,97930.06928022993,0.0
157,105422.53335074757,0.0
158,108584.51923779544,0.0
159,114264.33747044849,0.0
160,116080.79459119386,0.0
161,116968.53644151273,0.0
162,116056.3142192905,0.0
163,119174.03297850984,0.0
164,119089.08544444335,0.0
165,118066.43621550397,0.0
166,120832.96654488491,0.0
167,120178.373040988,0.0
168,119131.55067875308,0.0
169,119284.9874170453,0.0
170,117919.19606094967,0.0
171,117559.61668051846,0.0
172,117175.64480020781,0.0
173,115855.76580494738,0.0
174,117893.78605358455,0.0
175,121626.42759241868,0.0
176,128197.75249186813,0.0
177,135205.0554506197,0.0
178,135575.9815458164,0.0
179,141379.25942401064,0.0
180,145177.09163084105,0.0
181,149337.6424279767,0.0
182,152480.39166868996,0.0
183,153567.40475981362,0.0
184,156694.61695367476,0.0
185,159828.44716340658,0.0
186,161045.50688190854,0.0
187,160726.1783343202,0.0
188,159719.79287333367,0.0
189,159746.00159611355,0.0
190,159252.04456259092,0.0
191,157980.26509644897,0.0
192,158464.67923534484,0.0
193,157234.35136649237,0.0
194,155333.44718470276,0.0
195,157122.1303195262,0.0
196,158660.5051215281,0.0
197,158941.19827436504,0.0
198,158683.37704114855,0.0
199,158180.94262782647,0.0
200,157234.88897609714,0.0
201,157606.12402930734,0.0
202,156022.92214525424,0.0
203,155148.07720296396,0.0
204,157579.06739401357,0.0
205,160737.78885085596,0.0
206,168828.17377719583,0.0
207,170945.54170244298,0.0
208,177297.73626006933,0.0
209,177604.3814074868,0.0
210,177051.32426217396,0.0
211,175526.565803321,0.0
212,176046.684082826,0.0
213,176670.72865960415,0.0
214,175285.51437388986,0.0
215,174081.60955449066,0.0
216,172674.49541329514,0.0
217,173227.55510055166,0.0
218,176435.71222427618,0.0
219,176576.5927701322,0.0
220,175048.38062077324,0.0
221,172867.7802668486,0.0
222,171625.0632419735,0.0
223,170064.6146032427,0.0
224,169230.00473797554,0.0
225,169233.74510836066,0.0
226,168596.93887922663,0.0
227,172032.77355480156,0.0
228,180179.4046179314,0.0
229,180878.64334873384,0.0
230,178641.8531149088,0.0
231,176615.20271730266,0.0
232,177407.34948236006,0.0
233,176738.89990169887,0.0
234,176226.40199258103,0.0
235,175968.0413999604,0.0
236,175947.6016797139,0.0
237,175089.34928975473,0.0
238,174063.15966577065,0.0
239,172181.8235594875,0.0
240,172608.70005763895,0.0
241,170855.52478115758,0.0
242,169133.60124994692,0.0
243,167259.42447971256,0.0
244,171429.01586279122,0.0
245,176866.93561934272,0.0
246,181022.73981641582,0.0
247,180008.8462128137,0.0
248,180891.4542544529,0.0
249,178933.33359167975,0.0
250,176537.85372469344,0.0
251,175728.12993023655,0.0
252,173219.63894220846,0.0
253,175494.917930961,0.0
254,173741.07286767772,0.0
255,173640.21633863682,0.0
256,176574.1997999673,0.0
257,181680.11055856117,0.0
258,187072.32562995455,0.0
259,187099.03121574112,0.0
260,188657.9819403658,0.0
261,189647.42388907148,0.0
262,189304.0611686016,0.0
263,190593.1470738692,0.0
264,189612.29312972332,0.0
265,188322.59040353514,0.0
266,185587.10486504142,0.0
267,184104.54050295881,0.0
268,181900.13842320416,0.0
269,179912.95564345364,0.0
270,179426.5999633275,0.0
271,179772.99985316093,0.0
272,182968.6765944799,0.0
273,185613.9936868314,0.0
274,188290.08448283534,0.0
275,189007.51374037887,0.0
276,189945.40304219828,0.0
277,192936.89438949098,0.0
278,194082.01684713375,0.0
279,200576.8014050805,0.0
280,198430.59005128662,0.0
281,196227.74409923994,0.0
282,194077.92844301515,0.0
283,191992.97773506842,0.0
284,191866.07920195436,0.0
285,200582.40011666977,0.0
286,213152.7279137017,0.0
287,216696.3762665008,0.0
288,218247.94680971553,0.0
289,221237.4741585437,0.0
290,227057.2521541793,0.0
291,225194.14717996275,0.0
292,223863.10211335888,0.0
293,222729.78757435145,0.0
294,221440.1368454277,0.0
295,220544.54427285274,0.0
296,219636.8211747368,0.0
297,217911.1657177599,0.0
298,217184.695885402,0.0
299,218897.71709434746,0.0
300,221732.9624932257,0.0
301,222199.25253253602,0.0
302,221556.11662728037,0.0
303,219238.89538834232,0.0
304,217119.41129707173,0.0
305,213573.2809945174,0.0
306,212827.78446385398,0.0
307,214488.13680768415,0.0
308,221356.28622098605,0.0
309,223129.9937606959,0.0
310,228181.95231321195,0.0
311,229660.17418096887,0.0
312,231258.20169222608,0.0
313,235486.281587109,0.0
314,234919.32808550278,0.0
315,235751.55665515127,0.0
316,239753.17015395587,0.0
317,239677.8328243959,0.0
318,238890.64662381442,0.0
319,236838.49814071573,0.0
320,238180.17735892665,0.0
321,241394.56798476534,0.0
322,242910.75953078407,0.0
323,244024.00584245828,0.0
324,243363.14924771653,0.0
325,241927.52390234033,0.0
326,242921.251286222,0.0
327,240047.19788227748,0.0
328,242251.31613767546,0.0
329,251673.06314903864,0.0
330,262134.50012779087,0.0
331,269133.5141360489,0.0
332,268357.4628696346,0.0
333,275250.37006957486,0.0
334,277466.2443174608,0.0
335,275986.2891270728,0.0
336,273132.7371447836,0.0
337,274275.8039733952,0.0
338,276296.0578619556,0.0
339,282178.0233513566,0.0
340,282589.33468529466,0.0
341,279739.4735401013,0.0
342,277608.5774307601,0.0
343,274696.85808828525,0.0
344,272241.9195537503,0.0
345,270549.99224319676,0.0
346,267584.640946823,0.0
347,265088.3263970733,0.0
348,262713.1367395312,0.0
349,262142.14251616507,0.0
350,260985.8613748449,0.0
351,258779.93135751007,0.0
352,257379.4865311753,0.0
353,255213.03987445036,0.0
354,252416.0636874489,0.0
355,249388.13757844694,0.0
356,246564.784979692,0.0
357,243869.53929014862,0.0
358,244569.66282117052,0.0
359,246231.95393765665,0.0
360,243220.22017066594,0.0
361,240794.83771711148,0.0
362,238276.23601849595,0.0
363,235556.28565149105,0.0
364,236252.01765688395,0.0
365,238311.2793468486,0.0
