time_step,energy,service_type
30,2524.218117574977,C
31,2999.410474028342,A
31,3114.4987020634644,B
31,2599.5377578766625,C
32,2979.410474028342,A
32,3094.4987020634644,B
32,2579.5377578766625,C
33,2818.348401005549,A
33,3074.4987020634644,B
33,2559.5377578766625,C
34,2792.098401005549,A
34,3054.4987020634644,B
34,2539.5377578766625,C
35,2765.848401005549,A
35,3034.4987020634644,B
35,2519.5377578766625,C
36,2739.598401005549,A
36,2955.3875746531767,B
36,2499.5377578766625,C
37,2719.598401005549,A
37,2868.476136460483,B
37,2479.5377578766625,C
38,2699.598401005549,A
38,2845.351136460483,B
38,2421.272410328454,C
39,3626.0130547164067,A
39,2825.351136460483,B
39,2398.147410328454,C
40,3606.0130547164067,A
40,3163.154475664118,B
40,2375.022410328454,C
41,3418.6281323723824,A
41,3458.1170642945644,B
41,2495.3851490814186,C
42,3398.6281323723824,A
42,3438.1170642945644,B
42,2475.3851490814186,C
43,3378.6281323723824,A
43,3418.1170642945644,B
43,2803.9078540564997,C
44,3358.6281323723824,A
44,3398.1170642945644,B
44,2783.9078540564997,C
45,3338.6281323723824,A
45,3378.1170642945644,B
45,2763.9078540564997,C
46,3243.5881819537844,A
46,3358.1170642945644,B
46,2743.9078540564997,C
47,3217.3381819537844,A
47,3338.1170642945644,B
47,2723.9078540564997,C
48,3191.0881819537844,A
48,3318.1170642945644,B
48,2703.9078540564997,C
49,3164.8381819537844,A
49,3298.1170642945644,B
49,2627.311946390785,C
50,3138.5881819537844,A
50,3278.1170642945644,B
50,2607.311946390785,C
51,3073.1634466315627,A
51,3184.060108387148,B
51,2680.9562699593134,C
52,3046.9134466315627,A
52,3164.060108387148,B
52,2917.718220052242,C
53,3020.6634466315627,A
53,3144.060108387148,B
53,2897.718220052242,C
54,2994.4134466315627,A
54,3124.060108387148,B
54,2877.718220052242,C
55,2968.1634466315627,A
55,3104.060108387148,B
55,2857.718220052242,C
56,2941.9134466315627,A
56,3044.2358790376143,B
56,2837.718220052242,C
57,2915.6634466315627,A
57,3021.1108790376143,B
57,2817.718220052242,C
58,2889.4134466315627,A
58,2997.9858790376143,B
58,2797.718220052242,C
59,2863.1634466315627,A
59,2977.9858790376143,B
59,2777.718220052242,C
60,2836.9134466315627,A
60,2957.9858790376143,B
60,2757.718220052242,C
61,2814.851167214236,A
61,3299.0638179852454,B
61,2761.704747279745,C
62,2788.601167214236,A
62,3279.0638179852454,B
62,2741.704747279745,C
63,2768.601167214236,A
63,3259.0638179852454,B
63,2721.704747279745,C
64,3675.701457027144,A
64,3239.0638179852454,B
64,2701.704747279745,C
65,3655.701457027144,A
65,3219.0638179852454,B
65,2681.704747279745,C
66,3635.701457027144,A
66,3199.0638179852454,B
66,2661.704747279745,C
67,3615.701457027144,A
67,3179.0638179852454,B
67,2641.704747279745,C
68,3473.262897282136,A
68,3159.0638179852454,B
68,2621.704747279745,C
69,3447.012897282136,A
69,3139.0638179852454,B
69,2534.834343681419,C
70,3420.762897282136,A
70,3119.0638179852454,B
70,2511.709343681419,C
71,3273.437633992375,A
71,3053.413324519707,B
71,2594.7724687918376,C
72,3247.187633992375,A
72,3033.413324519707,B
72,2571.6474687918376,C
73,3220.937633992375,A
73,3013.413324519707,B
73,2548.5224687918376,C
74,3194.687633992375,A
74,2941.472382719364,B
74,2525.3974687918376,C
75,3168.437633992375,A
75,2918.347382719364,B
75,2502.2724687918376,C
76,3142.187633992375,A
76,2895.222382719364,B
76,2479.1474687918376,C
77,3115.937633992375,A
77,2875.222382719364,B
77,2456.0224687918376,C
78,3095.937633992375,A
78,2855.222382719364,B
78,2432.8974687918376,C
79,3994.6816978411157,A
79,3290.2891804772216,B
79,2409.772468791838,C
80,3974.6816978411157,A
80,3270.2891804772216,B
80,2386.647468791838,C
81,3725.4390231997986,A
81,3197.1446351768773,B
81,2531.28835141284,C
82,3705.4390231997986,A
82,3177.1446351768773,B
82,2508.16335141284,C
83,3685.4390231997986,A
83,3157.1446351768773,B
83,2485.03835141284,C
84,3665.4390231997986,A
84,3137.1446351768773,B
84,2461.91335141284,C
85,3645.4390231997986,A
85,3117.1446351768773,B
85,2438.78835141284,C
86,3625.4390231997986,A
86,3097.1446351768773,B
86,2418.78835141284,C
87,3605.4390231997986,A
87,3077.1446351768773,B
87,2874.0582216095945,C
88,3499.1548934198795,A
88,3057.1446351768773,B
88,2854.0582216095945,C
89,3472.9048934198795,A
89,3037.1446351768773,B
89,2834.0582216095945,C
90,3452.9048934198795,A
90,2977.5291846478904,B
90,2814.058221609595,C
91,3321.482655361652,A
91,2961.8258737826604,B
91,2842.347651503939,C
92,4260.15191285915,A
92,2938.7008737826604,B
92,2773.311984945241,C
93,4240.15191285915,A
93,2915.5758737826604,B
93,2753.311984945241,C
94,4220.15191285915,A
94,2892.4508737826604,B
94,2733.311984945241,C
95,4200.15191285915,A
95,2869.3258737826604,B
95,3094.8876825067255,C
96,4180.15191285915,A
96,2846.2008737826604,B
96,3074.8876825067255,C
97,4160.15191285915,A
97,2823.0758737826604,B
97,3054.8876825067255,C
98,4140.15191285915,A
98,2799.9508737826604,B
98,3034.8876825067255,C
99,4120.15191285915,A
99,2776.8258737826604,B
99,3014.8876825067255,C
100,4100.15191285915,A
100,2753.7008737826604,B
100,2994.8876825067255,C
101,3834.980385916258,A
101,2822.017106608891,B
101,3006.0322131519406,C
102,3814.980385916258,A
102,2798.892106608891,B
102,2986.0322131519406,C
103,3794.980385916258,A
103,2775.767106608891,B
103,2966.0322131519406,C
104,3774.980385916258,A
104,2752.642106608891,B
104,2946.0322131519406,C
105,3754.980385916258,A
105,2675.7200037379266,B
105,2926.0322131519406,C
106,3635.235939933329,A
106,2649.4700037379266,B
106,2906.0322131519406,C
107,3608.985939933329,A
107,2629.4700037379266,B
107,2886.0322131519406,C
108,3588.985939933329,A
108,3043.7178927666423,B
108,2866.0322131519406,C
109,3568.985939933329,A
109,3519.988728486237,B
109,2846.0322131519406,C
110,4116.6169857073255,A
110,3499.988728486237,B
110,2826.0322131519406,C
111,3834.6112898856245,A
111,3443.424489813862,B
111,2937.957103313139,C
112,3808.3612898856245,A
112,3423.424489813862,B
112,2917.957103313139,C
113,3782.1112898856245,A
113,3403.424489813862,B
113,2897.957103313139,C
114,3762.1112898856245,A
114,3383.424489813862,B
114,2877.957103313139,C
115,3742.1112898856245,A
115,3363.424489813862,B
115,2857.957103313139,C
116,4548.646863104519,A
116,3343.424489813862,B
116,2837.957103313139,C
117,3012.4312420696792,A
117,3323.424489813862,B
117,2784.239653172813,C
118,2942.663796649869,A
118,3303.424489813862,B
118,2761.114653172813,C
119,2922.663796649869,A
119,3283.424489813862,B
119,2737.989653172813,C
120,2902.663796649869,A
120,3263.424489813862,B
120,2717.9896531728127,C
121,3397.9581397872557,A
121,3169.2421846762218,B
121,2760.1660571954344,C
122,3377.9581397872557,A
122,3149.2421846762218,B
122,3198.8342384881485,C
123,3258.337092604012,A
123,3129.2421846762218,B
123,3178.8342384881485,C
124,3140.799898178166,A
124,3109.2421846762218,B
124,3158.8342384881485,C
125,3039.0572379311693,A
125,3089.2421846762218,B
125,3138.8342384881485,C
126,3614.9313055062503,A
126,3069.2421846762218,B
126,3118.8342384881485,C
127,3038.0077839301075,A
127,2982.1385790319023,B
127,3098.8342384881485,C
128,3018.0077839301075,A
128,2959.0135790319023,B
128,3078.8342384881485,C
129,3330.1005445241326,A
129,2935.8885790319023,B
129,3058.8342384881485,C
130,3310.1005445241326,A
130,2915.8885790319023,B
130,3038.8342384881485,C
131,3234.644021896782,A
131,2938.985047777609,B
131,3031.1942923697934,C
132,3214.644021896782,A
132,3354.985851752524,B
132,3011.1942923697934,C
133,3194.644021896782,A
133,3334.985851752524,B
133,2991.1942923697934,C
134,3174.644021896782,A
134,3314.985851752524,B
134,2971.1942923697934,C
135,3154.644021896782,A
135,3294.985851752524,B
135,2951.1942923697934,C
136,3134.644021896782,A
136,3274.985851752524,B
136,2931.1942923697934,C
137,3114.644021896782,A
137,3254.985851752524,B
137,2911.1942923697934,C
138,3094.644021896782,A
138,3234.985851752524,B
138,2891.1942923697934,C
139,3074.644021896782,A
139,3214.985851752524,B
139,2871.1942923697934,C
140,3054.644021896782,A
140,3194.985851752524,B
140,2851.1942923697934,C
141,3029.385030257511,A
141,3134.6414026493176,B
141,2772.607754129711,C
142,3009.385030257511,A
142,3114.6414026493176,B
142,2746.357754129711,C
143,2989.385030257511,A
143,3094.6414026493176,B
143,2723.232754129711,C
144,2969.385030257511,A
144,3074.6414026493176,B
144,2703.232754129711,C
145,2949.385030257511,A
145,3054.6414026493176,B
145,3094.6186176988645,C
146,2929.385030257511,A
146,3034.6414026493176,B
146,3398.2056650250397,C
147,2909.385030257511,A
147,2982.409259315812,B
147,3375.0806650250397,C
148,2889.385030257511,A
148,2959.284259315812,B
148,3355.0806650250397,C
149,2869.385030257511,A
149,2936.159259315812,B
149,3335.0806650250397,C
150,2780.280386483983,A
150,2913.034259315812,B
150,3776.0486516029073,C
151,2793.604376088002,A
151,2896.2947807118735,B
151,2969.071312482261,C
152,2770.479376088002,A
152,2876.2947807118735,B
152,2949.071312482261,C
153,2747.354376088002,A
153,3249.2766120855003,B
153,2929.071312482261,C
154,2724.229376088002,A
154,3229.2766120855003,B
154,2909.071312482261,C
155,2701.104376088002,A
155,3209.2766120855003,B
155,2889.071312482261,C
156,2677.979376088002,A
156,3189.2766120855003,B
156,2869.071312482261,C
157,2657.979376088002,A
157,3169.2766120855003,B
157,2849.071312482261,C
158,3046.8308345155156,A
158,3149.2766120855003,B
158,2829.071312482261,C
159,3026.8308345155156,A
159,3129.2766120855003,B
159,2809.071312482261,C
160,3006.8308345155156,A
160,3109.2766120855003,B
160,2740.1295939938946,C
161,2969.0669288938207,A
161,3045.9012620713083,B
161,2713.694871341446,C
162,2900.8678292936283,A
162,2908.6820255802268,B
162,2691.194871341446,C
163,2880.8678292936283,A
163,2882.4320255802268,B
163,2668.694871341446,C
164,2860.8678292936283,A
164,2859.3070255802268,B
164,2950.232207123775,C
165,3283.9566818737494,A
165,2839.3070255802268,B
165,2930.232207123775,C
166,3263.9566818737494,A
166,3103.2693292315917,B
166,3127.0504173413583,C
167,3243.9566818737494,A
167,3402.26960521407,B
167,3107.0504173413583,C
168,3223.9566818737494,A
168,3382.26960521407,B
168,3087.0504173413583,C
169,3203.9566818737494,A
169,3362.26960521407,B
169,3067.0504173413583,C
170,3183.9566818737494,A
170,3342.26960521407,B
170,3047.0504173413583,C
171,3162.9705351564285,A
171,3281.7052276616687,B
171,3060.2908367571354,C
172,3142.9705351564285,A
172,3197.3406258831383,B
172,3040.2908367571354,C
173,3122.9705351564285,A
173,3174.2156258831383,B
173,2999.6370849340037,C
174,3102.9705351564285,A
174,3151.0906258831383,B
174,2940.613336010433,C
175,3082.9705351564285,A
175,3127.9656258831383,B
175,2918.113336010433,C
176,3007.627311711621,A
176,3104.8406258831383,B
176,2867.332022407398,C
177,2984.502311711621,A
177,3081.7156258831383,B
177,3199.1779919308847,C
178,2964.502311711621,A
178,3058.5906258831383,B
178,2645.981659942404,C
179,2944.502311711621,A
179,3035.4656258831383,B
179,3146.823687362543,C
180,3181.9726146180465,A
180,3012.3406258831383,B
180,2677.277446310751,C
181,3091.7827123998677,A
181,2921.2301368128847,B
181,2713.261336169396,C
182,3023.339880968167,A
182,2898.1051368128847,B
182,2665.2066803665407,C
183,3000.214880968167,A
183,2874.9801368128847,B
183,2645.2066803665407,C
184,2980.214880968167,A
184,3199.7582140183895,B
184,2596.450784622481,C
185,2960.214880968167,A
185,3173.5082140183895,B
185,2791.6414924252595,C
186,3304.7693884360797,A
186,3150.3832140183895,B
186,2768.0700638538306,C
187,3245.96469478615,A
187,3127.2582140183895,B
187,2748.0700638538306,C
188,3222.83969478615,A
188,3324.9223700328102,B
188,2728.0700638538306,C
189,3199.71469478615,A
189,3261.3245920885506,B
189,3135.468510193879,C
190,3179.71469478615,A
190,3235.0745920885506,B
190,3115.468510193879,C
191,3117.2912946981332,A
191,3131.2541887819543,B
191,3107.725327959676,C
192,3407.1023106087914,A
192,3953.9883107805476,B
192,3062.8570130442085,C
193,3329.537206109353,A
193,3887.0258736823994,B
193,3021.0880681620006,C
194,3306.412206109353,A
194,4339.055910786907,B
194,2997.516639590572,C
195,3616.9052867746095,A
195,3451.2447286295255,B
195,2975.730925304858,C
196,3593.7802867746095,A
196,3727.4368177004594,B
196,2955.730925304858,C
197,3570.6552867746095,A
197,3281.637658289568,B
197,3129.8762743313937,C
198,3547.5302867746095,A
198,2792.8322785339155,B
198,3355.076789344632,C
199,3527.5302867746095,A
199,2772.8322785339155,B
199,2915.692190676553,C
200,3852.4575800477505,A
200,2752.8322785339155,B
200,2895.692190676553,C
201,2946.297902247553,A
201,2770.939442330609,B
201,3045.854105638248,C
202,2923.797902247553,A
202,2750.939442330609,B
202,3005.7605295509775,C
203,2864.5087306630676,A
203,2693.684541041492,B
203,2962.1237955705956,C
204,2803.727253782644,A
204,2649.02411638173,B
204,2916.0274306060346,C
205,2778.727253782644,A
205,2627.2384020960158,B
205,2891.3399306060346,C
206,2756.227253782644,A
206,2607.2384020960158,B
206,3109.401143695613,C
207,2985.1525180755643,A
207,2832.9993286558934,B
207,3087.838643695613,C
208,3254.2057666031737,A
208,3084.5828537728494,B
208,3233.616296160722,C
209,3615.787358344415,A
209,3064.5828537728494,B
209,3409.823083089485,C
210,3557.6022454788313,A
210,3044.5828537728494,B
210,3388.260583089485,C
211,3421.2014281053985,A
211,3091.0143386861373,B
211,3347.2101356736134,C
212,3398.7014281053985,A
212,3071.0143386861373,B
212,3325.6476356736134,C
213,3376.2014281053985,A
213,3051.0143386861373,B
213,3304.0851356736134,C
214,3575.39161092747,A
214,3031.0143386861373,B
214,3282.5226356736134,C
215,3531.3088514411224,A
215,3011.0143386861373,B
215,3260.9601356736134,C
216,3506.3088514411224,A
216,2991.0143386861373,B
216,3151.854796720688,C
217,3481.3088514411224,A
217,2971.0143386861373,B
217,3125.604796720688,C
218,3458.8088514411224,A
218,2918.6064622323306,B
218,3099.354796720688,C
219,3436.3088514411224,A
219,2896.820747946616,B
219,3076.229796720688,C
220,3804.9716044183347,A
220,2875.0350336609017,B
220,3053.104796720688,C
221,3395.1832505393772,A
221,2893.0812978400345,B
221,3360.673078133864,C
222,2890.157071890895,A
222,2873.0812978400345,B
222,3337.548078133864,C
223,2838.77630406943,A
223,2853.0812978400345,B
223,3314.423078133864,C
224,2816.9905897837157,A
224,3046.3378194694646,B
224,3291.298078133864,C
225,2756.2648198928987,A
225,2987.6320486161026,B
225,3268.173078133864,C
226,2734.4791056071845,A
226,2964.060620044674,B
226,3221.377532070075,C
227,2714.4791056071845,A
227,2942.27490575896,B
227,3196.690032070075,C
228,2837.874529514174,A
228,2920.4891914732457,B
228,3172.002532070075,C
229,2967.5420649294974,A
229,3172.3196410180253,B
229,3093.0786501292478,C
230,2945.756350643783,A
230,3150.533926732311,B
230,3047.2181944143517,C
231,2949.48356570789,A
231,3103.066747774286,B
231,3241.7818755798708,C
232,2927.697851422176,A
232,3081.2810334885717,B
232,3604.96420360244,C
233,2905.9121371364613,A
233,3059.4953192028574,B
233,3180.2459587577246,C
234,2884.126422850747,A
234,3037.7096049171428,B
234,3157.4681809799467,C
235,2864.126422850747,A
235,3015.9238906314285,B
235,3136.079292091058,C
236,3098.1543470225047,A
236,2994.1381763457143,B
236,3450.5283559989243,C
237,3037.675945717958,A
237,2972.35246206,B
237,3429.1394671100356,C
238,3015.8902314322436,A
238,2950.566747774286,B
238,3407.7505782211465,C
239,2994.1045171465294,A
239,2928.7810334885717,B
239,3386.361689332258,C
240,2974.1045171465294,A
240,2888.9308565894776,B
240,3364.972800443369,C
241,2934.0683949876707,A
241,2887.6344819600386,B
241,3277.6233507930115,C
242,3056.36667446265,A
242,2862.277339102896,B
242,3256.234461904123,C
243,3003.354257660962,A
243,2840.4916248171817,B
243,3234.8455730152336,C
244,2979.7828290895336,A
244,2818.705910531467,B
244,3213.456684126345,C
245,2957.9971148038194,A
245,3355.012972256126,B
245,3192.067795237456,C
246,3083.2056442157805,A
246,3333.2272579704118,B
246,3170.678906348567,C
247,3270.101735658753,A
247,3311.4415436846975,B
247,3149.290017459678,C
248,3497.5443363468394,A
248,3289.6558293989833,B
248,3127.9011285707893,C
249,3477.5443363468394,A
249,3267.870115113269,B
249,3106.5122396819006,C
250,3457.5443363468394,A
250,3246.084400827555,B
250,3085.1233507930115,C
251,3385.022505709672,A
251,3189.065348783752,B
251,3104.3178776554123,C
252,3333.663206962951,A
252,3332.5893050808377,B
252,3082.9289887665236,C
253,3248.162081619555,A
253,3310.8035907951235,B
253,3061.5400998776345,C
254,3226.376367333841,A
254,3290.8035907951235,B
254,3040.151210988746,C
255,3206.376367333842,A
255,3270.8035907951235,B
255,3006.5603468843274,C
256,3589.2049706920548,A
256,3502.8308681358017,B
256,2983.7825691065495,C
257,3727.4467523363774,A
257,3482.8308681358017,B
257,2961.0047913287717,C
258,3705.661038050663,A
258,3439.6248409309205,B
258,2938.227013550994,C
259,3685.661038050663,A
259,3417.8391266452063,B
259,2904.4513825610297,C
260,3665.661038050663,A
260,3371.024791565624,B
260,2881.673604783252,C
261,3726.088921040862,A
261,3325.57145509121,B
261,3147.107945588175,C
262,3706.088921040862,A
262,3493.6652826438553,B
262,3125.719056699286,C
263,3669.1646468033214,A
263,3218.68603078244,B
263,3104.330167810397,C
264,3586.5746853177043,A
264,3198.68603078244,B
264,3275.0505946785984,C
265,3563.003256746276,A
265,3142.7633552757075,B
265,3253.6617057897097,C
266,3543.003256746276,A
266,3121.2008552757075,B
266,3201.529679096011,C
267,3724.3032091486516,A
267,3101.2008552757075,B
267,3296.819218372655,C
268,4240.201468382944,A
268,3081.2008552757075,B
268,3276.819218372655,C
269,3266.104340871998,A
269,3282.752725226558,B
269,3232.841660767501,C
270,3244.7154519831092,A
270,3262.752725226558,B
270,3367.7736922638524,C
271,3236.7522053338234,A
271,3250.2801602664103,B
271,3327.656996655492,C
272,3190.6216503643295,A
272,3230.2801602664103,B
272,3306.2681077666034,C
273,3354.2598102459315,A
273,3210.2801602664103,B
273,3258.302674516926,C
274,2998.8338292213384,A
274,3190.2801602664103,B
274,3399.0176344974384,C
275,3087.790474670352,A
275,3170.2801602664103,B
275,3379.0176344974384,C
276,3067.790474670352,A
276,3150.2801602664103,B
276,3359.0176344974384,C
277,3024.6999529861473,A
277,3130.2801602664103,B
277,3524.308443866359,C
278,3004.6999529861473,A
278,3090.5594998398537,B
278,3481.2719335249276,C
279,2984.6999529861473,A
279,3068.9969998398537,B
279,3459.883044636039,C
280,3142.1459824027215,A
280,3047.4344998398537,B
280,3439.883044636039,C
281,3139.941738880471,A
281,3068.90812695832,B
281,3334.0999024323546,C
282,3103.824975155753,A
282,3048.90812695832,B
282,3452.2429679831653,C
283,3062.696325969445,A
283,3261.8779311317485,B
283,3430.8540790942766,C
284,3041.446325969445,A
284,3241.8779311317485,B
284,3410.8540790942766,C
285,3020.196325969445,A
285,3221.8779311317485,B
285,3390.8540790942766,C
286,3071.454337138379,A
286,3201.8779311317485,B
286,3537.139734495673,C
287,3029.326287167966,A
287,3151.3198658426627,B
287,3501.32635608701,C
288,3008.076287167966,A
288,3129.7573658426627,B
288,3446.7368272143294,C
289,3146.934024514305,A
289,3109.7573658426627,B
289,3426.7368272143294,C
290,3436.4717937147493,A
290,3057.9625233321167,B
290,3509.7553515251298,C
291,3212.257012515186,A
291,3323.1830870666317,B
291,3691.724703963964,C
292,3180.5622667419348,A
292,3277.2762258334687,B
292,3671.724703963964,C
293,3317.3728624262512,A
293,3429.8905237821873,B
293,3831.6813237469923,C
294,3444.9556509737463,A
294,3408.3280237821873,B
294,3789.415363619735,C
295,3301.611358949996,A
295,3388.3280237821873,B
295,3736.3840863025107,C
296,3281.611358949996,A
296,3353.935139792152,B
296,3714.995197413622,C
297,3388.7145243617265,A
297,3467.24055135246,B
297,3693.606308524733,C
298,3368.7145243617265,A
298,3444.11555135246,B
298,4025.850010952455,C
299,3348.7145243617265,A
299,3422.55305135246,B
299,4004.4611220635657,C
300,3328.7145243617265,A
300,3400.99055135246,B
300,3959.9474353356845,C
301,3362.674045178033,A
301,3557.3722485507915,B
301,3833.320950630723,C
302,3342.674045178033,A
302,3535.8097485507915,B
302,3799.3238206932388,C
303,3322.674045178033,A
303,3514.2472485507915,B
303,3776.546042915461,C
304,3302.674045178033,A
304,3469.7928332649503,B
304,3883.8763582284155,C
305,3265.30078059046,A
305,3446.6678332649503,B
305,3474.2387224055747,C
306,3229.335823182208,A
306,3398.010737131982,B
306,3553.7711508946945,C
307,3207.252489848875,A
307,3376.448237131982,B
307,3531.2711508946945,C
308,3163.6443117092117,A
308,3354.885737131982,B
308,3510.0211508946945,C
309,3142.602645042545,A
309,3750.780198338119,B
309,3488.7711508946945,C
310,3108.9303223873703,A
310,2979.3741586704955,B
310,3661.852608962152,C
311,3298.659426858286,A
311,3003.5841981197523,B
311,3252.2339738989535,C
312,3276.5760935249527,A
312,2982.3341981197523,B
312,3231.0976102625896,C
313,3242.614748425362,A
313,2961.0841981197523,B
313,3173.914282203696,C
314,3220.531415092029,A
314,2939.8341981197523,B
314,3150.5051912946055,C
315,3313.2082618976983,A
315,2904.0393489971393,B
315,3108.529416235785,C
316,3292.166595231032,A
316,2870.0011621528947,B
316,3085.120325326694,C
317,3399.3136343286355,A
317,2938.2988319419837,B
317,3182.379868851992,C
318,3116.8664316879713,A
318,3106.4132993222765,B
318,3278.0810820086463,C
319,3095.904893226433,A
319,3061.178243434101,B
319,3396.292504316168,C
320,3074.9433547648946,A
320,3196.3671590773483,B
320,3375.1561406798046,C
321,3068.892454692288,A
321,3309.1729045034344,B
321,3491.837489366566,C
322,3046.969377769211,A
322,3266.879602888079,B
322,3470.701125730202,C
323,3025.0463008461343,A
323,3348.762441423354,B
323,3424.402512477822,C
324,3003.123223923057,A
324,3328.762441423354,B
324,3390.478631603504,C
325,2981.2001469999805,A
325,3308.762441423354,B
325,3356.388813640107,C
326,2935.307838606393,A
326,3410.6240037994708,B
326,3335.252450003743,C
327,3016.068427067069,A
327,3390.6240037994708,B
327,3729.43803312385,C
328,2995.106888605531,A
328,3370.6240037994708,B
328,3685.699912292088,C
329,3198.874144999091,A
329,3350.6240037994708,B
329,3665.699912292088,C
330,3034.5241046849796,A
330,3330.6240037994708,B
330,3754.9883211244205,C
331,3091.3891430562567,A
331,3314.3569245349818,B
331,3806.5267098169465,C
332,3141.7094657066846,A
332,3294.3569245349818,B
332,3469.3161506655338,C
333,3121.7094657066846,A
333,3274.3569245349818,B
333,3547.1420005454033,C
334,3225.2571531697567,A
334,3254.3569245349818,B
334,3527.1420005454033,C
335,3318.4355144673254,A
335,3166.732018429414,B
335,3484.0880513097986,C
336,3298.4355144673254,A
336,3145.482018429414,B
336,3464.0880513097986,C
337,3278.4355144673254,A
337,3125.482018429414,B
337,3444.0880513097986,C
338,3338.2777073457178,A
338,3376.312869040668,B
338,3581.296236547297,C
339,3297.4191357109744,A
339,3552.682498135385,B
339,3285.8119106590434,C
340,3275.6334214252597,A
340,3189.0746594230923,B
340,3265.8119106590434,C
341,3246.743588573857,A
341,3182.473867721582,B
341,3241.163169784909,C
342,3225.850731431,A
342,3137.271572888979,B
342,3221.163169784909,C
343,3191.1943449552455,A
343,3116.1352092526154,B
343,3201.163169784909,C
344,3253.733988603727,A
344,3077.8703493681037,B
344,3181.163169784909,C
345,3212.329761091042,A
345,3397.682557242154,B
345,3161.163169784909,C
346,3190.544046805328,A
346,3236.879968681003,B
346,3141.163169784909,C
347,3168.7583325196138,A
347,3216.879968681003,B
347,3121.163169784909,C
348,3277.901279573337,A
348,3310.4959280272146,B
348,3101.163169784909,C
349,3257.00842243048,A
349,3290.4959280272146,B
349,3081.163169784909,C
350,3311.5875528683823,A
350,3270.4959280272146,B
350,3061.163169784909,C
351,3339.4460933805904,A
351,3236.7392414286674,B
351,3069.5611846565057,C
352,3318.5532362377335,A
352,3216.7392414286674,B
352,3048.599646194967,C
353,3298.5532362377335,A
353,3196.7392414286674,B
353,3009.571286975664,C
354,3278.5532362377335,A
354,3176.7392414286674,B
354,2988.609748514126,C
355,3373.166567097344,A
355,3156.7392414286674,B
355,2967.6482100525873,C
356,3352.2737099544865,A
356,3126.2998990126603,B
356,3061.8165986132817,C
357,3331.380852811629,A
357,3105.2582323459937,B
357,3040.8550601517436,C
358,3311.380852811629,A
358,3061.5519893233236,B
358,3019.893521690205,C
359,3291.380852811629,A
359,3025.136336192599,B
359,2999.893521690205,C
360,3401.5559226915357,A
360,3129.542862480579,B
360,3066.217463780792,C
361,3332.6869695609516,A
361,3127.6355077360663,B
361,3081.183125377893,C
362,3312.6869695609516,A
362,3107.6355077360663,B
362,3061.183125377893,C
363,3292.6869695609516,A
363,3230.608609814823,B
363,3041.183125377893,C
364,3272.6869695609516,A
364,3086.3875723477386,B
364,3021.183125377893,C
365,3252.6869695609516,A
365,3065.4260338862,B
365,3001.183125377893,C
