time_step,avg_reward
1,27540.269205077766
2,27340.269205077766
3,26693.866522268407
4,26387.199855601742
5,26178.866522268407
6,27142.356391004923
7,26730.825216426507
8,26508.602994204288
9,26286.380771982065
10,26599.22161639342
11,26747.11787289321
12,26527.673428448765
13,27015.578041301414
14,26219.578041301414
15,27088.698922965614
16,26863.698922965614
17,26638.698922965614
18,26413.698922965614
19,27582.065110721465
20,31685.961730677664
21,38829.991394554745
22,38544.991394554745
23,37992.32472788808
24,37684.40806122142
25,37376.491394554745
26,37067.32472788808
27,36780.241394554745
28,36019.82472788808
29,37141.61779787749
30,38954.154203284466
31,39558.21758526869
32,39298.21758526869
33,39059.46758526869
34,38799.46758526869
35,39540.48924131702
36,39280.48924131702
37,39020.48924131702
38,38760.48924131702
39,38500.48924131702
40,38240.48924131702
41,38751.02565091222
42,38491.02565091222
43,38231.02565091222
44,37598.83955837554
45,37313.83955837554
46,36543.851563714394
47,35936.95124875497
48,35655.311665785
49,35395.311665785
50,36005.49133350039
51,37045.81998323895
52,36779.56998323895
53,37135.995602930714
54,36875.99560293071
55,36615.995602930714
56,36355.99560293071
57,36095.995602930714
58,36031.08770008727
59,39340.67359762534
60,44354.642848295334
61,44701.03893532076
62,44381.038935320765
63,44061.03893532076
64,43741.038935320765
65,43421.038935320765
66,43101.03893532076
67,42781.03893532076
68,42340.2240712977
69,42005.2240712977
70,40996.04957701024
71,41117.510648523625
72,40685.17373114588
73,40338.507064479214
74,39991.84039781255
75,39690.26382413512
76,40135.83147231664
77,40049.219135967345
78,40089.784459887815
79,39423.22953672588
80,39063.22953672588
81,39744.2528409742
82,42541.64064431901
83,47620.132976162095
84,48000.5831522139
85,48364.94531649315
86,47973.834205382045
87,47411.894719249336
88,47698.66327708287
89,47296.441054860654
90,47170.49465288502
91,47612.06697217966
92,47158.50780677454
93,46360.447936243865
94,45649.23036159671
95,44843.6156191615
96,44471.8990822034
97,44047.45463775896
98,46847.06725937324
99,56477.300058742185
100,70713.57134149976
101,82997.48975803911
102,88198.95380742478
103,87166.34713831035
104,90431.50117425897
105,89699.67435612832
106,89655.06528389845
107,90050.19379588896
108,90342.7339977107
109,89949.2431259874
110,91353.97546895307
111,98609.09237681882
112,99215.48190592046
113,98562.7008597451
114,97909.82207186632
115,98306.52575246867
116,97617.78281654468
117,96659.1341673376
118,95858.23936887174
119,95614.04959975612
120,94458.18390237706
121,96572.82703829643
122,95421.45980277915
123,94512.85248426136
124,94055.1359843151
125,93270.43789328831
126,93813.65957668805
127,94759.67305831282
128,100460.75193617369
129,99747.07546558545
130,99630.17364925571
131,103105.66518467317
132,102379.91218364048
133,101278.14461285721
134,100732.60088720892
135,98924.26676837531
136,97688.80777323476
137,97408.80784618645
138,97149.45383729244
139,95822.54368849813
140,97467.76164035994
141,104155.04295555069
142,113239.97674567085
143,112219.54018874996
144,112970.50153004593
145,113803.75033056909
146,112663.99830491829
147,111708.29060825885
148,110603.79105189451
149,112728.94856993789
150,111797.66469350952
151,114880.7982073754
152,116064.24268228811
153,119279.15806328486
154,123172.01619554312
155,133418.3678572428
156,138977.98036118053
157,137616.95591920774
158,137668.365901263
159,138226.14444640544
160,137072.3308875543
161,140837.9368271354
162,139913.85711043864
163,141097.2404283536
164,142898.00289786106
165,145907.6395341092
166,145655.06760648798
167,144368.49275652072
168,145202.0721375251
169,146370.9988324938
170,149403.84858628764
171,159886.5163506777
172,158654.65992404168
173,158784.7126865909
174,165528.7289553086
175,167114.05592670722
176,167774.5092419362
177,171149.58684378653
178,172207.8046383653
