time_step,avg_reward
179,171471.18344050908
180,171041.6474231194
181,176443.0385612039
182,176111.24329738203
183,176159.9653414325
184,176796.55822658172
185,176650.22165778177
186,183932.61336226252
187,188043.40926608557
188,188377.2331397305
189,191402.09260019803
190,191163.31468748208
191,195230.50675504844
192,195643.54162044867
193,197112.47125358577
194,199404.69200143314
195,201597.0739599571
196,201197.13271274575
197,201235.98862488943
198,199890.1997182897
199,198541.081512008
200,198684.5368487225
201,204491.80406159261
202,203978.84017650769
203,203111.40857455565
204,201827.30530531576
205,200449.72029145894
206,199095.21929002163
207,198074.18530257297
208,196681.97191207844
209,195307.0818069931
210,193766.08357464953
211,198342.24079462021
212,197170.65175370238
213,197692.63121027473
214,202410.90779283654
215,207381.02619627013
216,207035.69088840144
217,206538.82456283644
218,205086.3597741041
219,203236.0789756275
220,203659.16604036087
221,207540.18889718203
222,208815.28604486314
223,209348.58332388214
224,208102.70761812606
225,208061.54758945468
226,210653.67876953701
227,212984.27938799548
228,219929.10975715404
229,222362.5602689985
230,220942.42716773247
231,225100.97103415654
232,228059.56090139106
233,236647.9573842601
234,253403.4368271184
235,255064.19711041765
236,252713.7107270077
237,251608.5030877432
238,249513.19679678528
239,247810.68292229943
240,245792.6448017798
241,249613.74093718544
242,248560.33799947114
243,247811.90242071543
244,246419.49963081803
245,245423.35281147982
246,244445.93886313966
247,242447.32543004697
248,241957.16743783274
249,243712.20372879872
250,244081.72905991302
251,252924.33285854038
252,251446.81870569527
253,248945.46159236983
254,248100.2791600191
255,248252.11198798972
256,254274.76399266877
257,253420.13309405575
258,252599.6402590455
259,251235.76870527357
260,255591.25041463468
261,261452.14131555663
262,260467.37092322225
263,258951.563885501
264,258976.76486347054
265,257963.55254534632
266,258975.11043486258
267,258084.06075856258
268,256553.2105065202
269,254515.5344541517
270,255330.15700268166
271,263814.9576140598
272,267018.6203488835
273,265206.71008397
274,263336.3683897106
275,262606.7257608859
276,266199.6775738136
277,266472.1290587377
278,271386.2568306416
279,268667.5652339846
280,267096.10664874205
281,274866.79912797094
282,274641.3937243608
283,273882.87774812436
284,272727.71469283215
285,272679.9335386805
286,276154.33575785026
287,282475.0233240774
288,279411.58432442805
289,277445.46444508433
290,273612.31890625943
291,278646.7569257863
292,279147.1505586174
293,280205.7732577233
294,285279.32635119837
295,290572.1618364057
296,290213.00073300896
297,289532.32062858745
298,289216.1516043123
299,287507.6224485105
300,284823.5954205588
301,290085.7847038485
302,287279.0955720232
303,287560.8926158322
304,284874.544556291
305,283453.3671510349
306,282594.1298707346
307,282041.99055494554
308,280668.00858648063
309,278569.2166339317
310,277009.0376700584
311,282904.19905122
312,280821.3268787921
313,282644.02559493494
314,286841.26384638844
315,286992.72115007695
316,285272.6111088041
317,286871.30914172606
318,289929.0720116198
319,288899.5181160192
320,288185.6423838714
321,296757.5895155575
322,296489.4596825503
323,295817.1502360819
324,293255.6858731036
325,292223.28775313596
326,293434.9181439706
327,293159.8335293507
328,294539.02764721354
329,301406.64987260755
330,302105.4362761841
331,315370.3554642233
332,311522.0190451126
333,308100.76745578303
334,306581.7176475308
335,305296.7622993346
336,303934.8561023896
337,301427.2044402992
338,302350.82883526105
339,300922.33682444005
340,303934.40072907263
341,319466.3405806534
342,322991.70513882866
343,326670.10240856605
344,326439.5454340038
345,327693.74149474676
346,337441.29845553427
347,340030.989164514
348,337297.37153726147
349,335213.0290168559
350,334564.17647624423
351,347674.52325070574
352,345987.2172651802
353,345914.4413357636
354,351759.6977367361
355,352737.493199302
356,349652.6091491643
357,348361.31967796385
358,349083.0847488236
359,346611.68215305154
360,343356.4703245273
361,351723.46990533266
362,349118.86177859415
363,348830.52277724084
364,351654.14536142274
365,356280.74302462896
366,352951.76372014324
367,350035.04342960624
368,346817.38318118267
369,343330.0231055896
370,340756.5305234334
371,348596.4814135616
372,345140.80870271387
373,342637.2557300364
374,339045.3813226675
375,335809.0409195824
376,333308.824744143
377,329475.5021284542
378,327731.6019114585
