time_step,avg_reward,tax_rate
89,0.5012104542370805,0.25
90,0.9024509752840563,0.25
91,1.0467292818829572,0.25
92,0.9714258218108139,0.25
93,0.009090909090909092,0.25
94,0.0,0.25
95,0.5955923893333698,0.25
96,0.6664009886297798,0.25
97,0.789673608603529,0.25
98,0.8552729631428826,0.25
99,0.016666666666666666,0.25
100,1.4599383037779485,0.25
101,1.0437711295476322,0.25
102,0.025000000000000005,0.25
103,2.022530522270715,0.25
104,0.015384615384615385,0.25
105,2.064396628921224,0.25
106,0.0,0.25
107,0.0,0.25
108,0.4727278087887451,0.25
109,2.3110080252947807,0.25
110,0.015384615384615385,0.25
111,0.007692307692307693,0.25
112,0.6098531187166624,0.25
113,1.6971478632332977,0.25
114,0.014285714285714287,0.25
115,0.0071428571428571435,0.25
116,0.0,0.25
117,0.0,0.25
118,0.014285714285714287,0.25
119,0.007142857142857143,0.25
120,2.090131135957371,0.25
121,0.006666666666666667,0.25
122,0.013333333333333334,0.25
123,1.5794786117019963,0.25
124,1.5763988314405455,0.25
125,0.006666666666666667,0.25
126,0.5689753065008898,0.25
127,0.6159797022767625,0.25
128,0.006666666666666667,0.25
129,0.8075759739007679,0.25
130,0.00625,0.25
131,0.9250544783271943,0.25
132,0.00625,0.25
133,0.940435380789867,0.25
134,1.0061323859418894,0.25
135,1.0660409316419253,0.25
136,2.2859093921535982,0.25
137,1.8298077400076411,0.25
138,0.7705716090535351,0.25
139,0.0058823529411764705,0.25
140,0.011764705882352941,0.25
141,0.0058823529411764705,0.25
142,1.5283283973155,0.25
143,1.3495691982626343,0.25
144,0.017647058823529415,0.25
145,0.4824870836835881,0.25
146,0.825434089798266,0.25
147,0.005555555555555556,0.25
148,0.01666666666666667,0.25
149,0.3763650019850643,0.25
150,1.1240545479094455,0.25
151,0.005555555555555556,0.25
152,0.011111111111111112,0.25
153,1.5060791860871694,0.25
154,1.1762243945612536,0.25
155,0.6699707003239481,0.25
156,0.011111111111111112,0.25
157,1.1660684102854055,0.25
158,0.010526315789473684,0.25
159,0.5466013105508956,0.25
160,1.5237795120534423,0.25
161,0.005,0.25
162,0.009523809523809525,0.25
163,1.0574306056035763,0.25
164,0.5930203496054113,0.25
165,1.371987908461744,0.25
166,1.2751175763341294,0.25
167,2.0761905802290848,0.25
168,0.0007042253521126761,0.25
169,0.000505050505050505,0.25
170,1.3055953295891458,0.25
171,0.0,0.25
172,1.842046798432625,0.25
173,0.0006042296072507553,0.25
174,0.0006600660066006601,0.25
175,0.9967175815592669,0.25
176,1.2507344592676801,0.25
177,0.6683735251634677,0.25
178,1.819372226921751,0.25
179,0.003076923076923077,0.25
180,1.9804670906712603,0.25
181,0.7587403417290228,0.25
182,1.835731231456973,0.25
183,1.0238225054585732,0.25
184,1.2113086158282382,0.25
185,0.8157865116909426,0.25
186,0.004761904761904762,0.25
187,0.004761904761904762,0.25
188,0.0,0.25
189,1.080249098774152,0.25
190,0.7559799524050431,0.25
191,0.7234115892059673,0.25
192,0.6171416070896925,0.25
193,1.3191006832191488,0.25
194,0.6771481283201441,0.25
195,0.5783601576263552,0.25
196,0.3483034669464895,0.25
197,0.0,0.25
198,1.1395217903088002,0.25
199,0.6832913300252299,0.25
200,0.004545454545454546,0.25
201,0.5447315721863799,0.25
202,1.471669192947286,0.25
203,0.0,0.25
204,0.009090909090909092,0.25
205,0.5883406801605083,0.25
206,0.9099602222585429,0.25
207,0.3033398253818052,0.25
208,1.3053235069114852,0.25
209,0.0,0.25
210,0.52502275391946,0.25
211,0.004545454545454546,0.25
212,0.004545454545454546,0.25
213,0.0,0.25
214,0.5868321747463433,0.25
215,1.1946428804292029,0.25
216,0.7390270422009196,0.25
217,0.8582112366303631,0.25
218,0.6078065751815307,0.25
219,0.7071195439393158,0.25
220,0.0,0.25
221,1.0114668817920567,0.25
222,1.3114569680092572,0.25
223,0.7436347661840843,0.25
224,0.4110064544152275,0.25
225,0.009090909090909092,0.25
226,0.009090909090909092,0.25
227,0.639778460200665,0.25
228,0.004545454545454546,0.25
229,0.009090909090909092,0.25
230,0.1932407178605065,0.25
231,0.40766553085645024,0.25
232,0.0,0.25
233,0.9240147575438009,0.25
234,0.004545454545454546,0.25
235,0.4275408054552547,0.25
236,0.0,0.25
237,0.004347826086956522,0.25
238,0.004347826086956522,0.25
239,0.5284069544904634,0.25
240,0.37587291504956016,0.25
241,0.6730336023685959,0.25
242,0.3401473750685931,0.25
243,0.012500000000000002,0.25
244,1.213832522539365,0.25
245,0.7806090259157119,0.25
246,0.007692307692307693,0.25
247,0.007407407407407408,0.25
248,0.6762187193475823,0.25
249,0.9088980462732678,0.25
250,0.6523241570145644,0.25
251,2.2834139128441073,0.25
252,0.63350592767942,0.25
253,0.9891132127971136,0.25
254,0.005,0.25
255,0.004651162790697674,0.25
256,0.6900933190990503,0.25
257,0.004081632653061225,0.25
258,0.0019230769230769232,0.25
259,1.4318030863453566,0.25
260,1.1155674681539132,0.25
261,0.001639344262295082,0.25
262,1.416144762767957,0.25
263,0.0015151515151515152,0.25
264,0.8549246109899514,0.25
265,0.8262242117371856,0.25
266,0.004285714285714286,0.25
267,0.0014285714285714286,0.25
268,1.7306080951298233,0.25
269,1.1001639222866773,0.25
270,0.6520402189144782,0.25
271,1.536078278209589,0.25
272,0,0.25
273,0,0.25
274,2.2993986990235986,0.25
275,0.005454545454545455,0.25
276,0.5832398749759524,0.25
277,0.736844234038647,0.25
278,0.9453673519415217,0.25
279,0.0017857142857142859,0.25
280,0.001769911504424779,0.25
281,0.0024271844660194173,0.25
282,0.0004926108374384237,0.25
283,0.8370620591722892,0.25
284,0.8354003774577796,0.25
285,0.006896551724137932,0.25
286,0.0038461538461538464,0.25
287,1.5961491835791446,0.25
288,0.004166666666666667,0.25
289,1.56469494539653,0.25
290,1.4707193767676305,0.25
291,1.3328503786095243,0.25
292,0.004761904761904762,0.25
293,0.9364454500935555,0.25
294,0.004545454545454546,0.25
295,1.1322706408415073,0.25
296,0.9704756570212787,0.25
297,1.275259896785665,0.25
298,1.4398705002164902,0.25
299,0.4732493876816103,0.25
300,1.3195922959204043,0.25
301,0.0029411764705882353,0.25
302,0.005263157894736842,0.25
303,0.26346396270468286,0.25
304,0.30997805528583455,0.25
305,0.003636363636363637,0.25
306,0.6402918948998393,0.25
307,0.0,0.25
308,0.7612639024879814,0.25
309,0.0011904761904761906,0.25
310,1.4187745882386325,0.25
311,0.0,0.25
312,1.5372460064981428,0.25
313,0.4480850268170551,0.25
314,2.2354028783008273,0.25
315,1.9860083058708218,0.25
316,2.862363035596819,0.25
317,0,0.25
318,1.0506752458719795,0.25
319,0.0009708737864077671,0.25
320,0.00309278350515464,0.25
321,0.7744603347710426,0.25
322,0.0024390243902439024,0.25
323,1.1055499349061522,0.25
324,0.8626802510358356,0.25
325,1.5272438817753649,0.25
326,0.0019230769230769232,0.25
327,0.5519330832234656,0.25
328,0.6277386937618686,0.25
329,0.005714285714285714,0.25
330,0.5216204698588703,0.25
331,0.7847161551499925,0.25
332,0.3870019489991124,0.25
333,0.8897733784063232,0.25
334,0.7372413005388965,0.25
335,0.38926516666943906,0.25
336,1.3040491932052733,0.25
337,1.788789949633315,0.25
338,0,0.25
339,0.020000000000000004,0.25
340,0.013333333333333334,0.25
341,0.014285714285714287,0.25
342,0.8774525311993474,0.25
343,0.9342071619851847,0.25
344,0.5186021421543895,0.25
345,0.737479673595621,0.25
346,0.5797548277307054,0.25
347,2.0216483550649524,0.25
348,0.015384615384615385,0.25
349,1.763380463224892,0.25
350,0.038461538461538464,0.25
351,2.4196994165065884,0.25
352,0,0.25
353,1.0883661496628594,0.25
354,0.007692307692307693,0.25
355,1.5472837399056136,0.25
356,0.0,0.25
357,0.6842127760342972,0.25
358,0.8568561765101,0.25
359,2.012214350821551,0.25
360,0.008333333333333333,0.25
361,1.8678505528957436,0.25
362,0.8912673826964053,0.25
363,0.008333333333333333,0.25
364,0.6859647613715413,0.25
365,0.009090909090909092,0.25
