time_step,avg_reward
235,151265.64106575696
236,149756.7012338635
237,149706.54908817395
238,148258.77131039617
239,147343.9579196729
240,145919.9714782816
241,143664.57123226594
242,142930.41979379798
243,145807.77966317924
244,153293.93628020005
245,160462.90830983376
246,165281.66247038296
247,170018.28731181048
248,170285.8585572523
249,169338.94508610448
250,167419.9598017699
251,165657.78008927192
252,163853.3742621007
253,162534.44916013838
254,163910.22924671986
255,164520.96473487208
256,169599.7692537149
257,169030.39004269926
258,168038.04407875706
259,171637.04987315572
260,171051.22281986714
261,170026.23346361695
262,170282.30943098085
263,169960.79694487332
264,170755.34178423593
265,171406.2991476976
266,176184.04374031647
267,173809.24620728064
268,174114.6835384717
269,172545.2302145212
270,170303.49129144166
271,172090.38951097848
272,170860.10947630653
273,171975.129997917
274,169902.60123674019
275,170338.25443789747
276,169917.73014804014
277,167580.58492299702
278,167669.52651334935
279,168587.41685695015
280,174386.36021425162
281,178816.87805127134
282,187432.96879429976
283,189390.29899263696
284,187393.32025089755
285,187739.05588815073
286,186665.96103653774
287,188768.6933312666
288,189984.0319131005
289,194563.44563044253
290,193964.44384950714
291,195810.44297308382
292,193742.05664806292
293,192674.65024221226
294,191037.895238034
295,188859.87890762594
296,189610.23262139386
297,188924.2569441733
298,187601.63426728226
299,186501.30918340388
300,185961.95640561808
301,185285.23179215685
302,183297.98891426434
303,182792.40121002938
304,183235.16956442356
305,186493.6896182625
306,186037.5932580655
307,186383.9308057305
308,188513.95804452256
309,191034.77708323702
310,193176.92541963377
311,190998.49358685742
312,191766.13504322487
313,190462.15239683175
314,187573.98712174516
315,185489.71253528132
316,183408.69269951744
317,184767.38562852258
318,186749.87419863773
319,188846.40874333007
320,187316.70839072496
321,187203.01767724406
322,185431.082693461
323,185851.95177342056
324,186100.09077592113
325,183724.7400266021
326,181533.138507416
327,179991.55198931004
328,181047.10417241362
329,179511.55631689852
330,180080.5779017757
331,179223.19974084248
332,177268.05419790812
333,176845.0833265246
334,177885.27297475823
335,182963.86323351716
336,183198.0357731913
337,189108.95191023938
338,190480.54735858683
339,190709.87433639847
340,188176.6433951579
341,191864.40989004154
342,192745.93265396214
343,197387.65181426468
344,200383.61917424752
345,198894.8844532591
346,197407.15681699227
347,195460.08970210166
348,197096.40386333462
349,199290.21927682252
350,205465.28243530839
351,209068.41699554867
352,208787.86439514311
353,207895.2024983271
354,205196.42477151265
355,202123.1195818411
356,199832.05818705642
357,198076.98889584906
358,196476.67986939618
359,193727.1385333658
360,192311.23413156936
361,190272.97748574032
362,191315.00310963893
363,193018.97549229627
364,196044.9573695414
365,194792.65254837018
