time_step,eq_times_productivity,tax_rate
240,196026.41177801846,0.25
241,199144.1773530035,0.25
242,198037.41988767908,0.25
243,199317.14721182318,0.25
244,204465.80892448896,0.25
245,203708.50913152,0.25
246,202349.76068974606,0.25
247,201135.63444128865,0.25
248,200293.01595751714,0.25
249,201197.61006901486,0.25
250,204973.28058290103,0.25
251,211011.86881576866,0.25
252,212983.4492824072,0.25
253,215485.69649642162,0.25
254,215351.27238200567,0.25
255,215909.27320191337,0.25
256,213491.51534838608,0.25
257,211817.26580095143,0.25
258,213904.11070970556,0.25
259,220045.87539225153,0.25
260,225034.99585420522,0.25
261,232469.80752797614,0.25
262,231487.95430119376,0.25
263,229509.0772417032,0.25
264,227983.583619054,0.25
265,227790.27995774994,0.25
266,228071.44801243232,0.25
267,226759.4719186039,0.25
268,226748.28187884964,0.25
269,227369.91172157362,0.25
270,227795.59280069388,0.25
271,233075.15968789492,0.25
272,231590.03663541327,0.25
273,230227.7018452269,0.25
274,232988.03686774592,0.25
275,239819.0456087995,0.25
276,241387.14568059164,0.25
277,242289.59069088075,0.25
278,241726.41261433705,0.25
279,241810.76629521753,0.25
280,246456.0047366906,0.25
281,262689.2743687023,0.25
282,260358.95719155535,0.25
283,258284.6679218108,0.25
284,259497.9170530065,0.25
285,265905.49906427297,0.25
286,268294.78080083476,0.25
287,275409.88311700005,0.25
288,275960.2608785091,0.25
289,275789.1456969087,0.25
290,275615.8966757297,0.25
291,283353.1815691495,0.25
292,283882.078657031,0.25
293,285220.6871354489,0.25
294,287841.34478498215,0.25
295,286972.46521259024,0.25
296,284446.7510917818,0.25
297,283765.4961894199,0.25
298,284161.9509359455,0.25
299,290825.7174682729,0.25
300,288630.2733239013,0.25
301,299171.0954730924,0.25
302,301774.46771794703,0.25
303,299672.796461904,0.25
304,297787.3587123043,0.25
305,294564.4386483701,0.25
306,291360.8694837873,0.25
307,288864.3493736108,0.25
308,285998.8122498968,0.25
309,283130.2190708013,0.25
310,282212.8083533925,0.25
311,288998.26411002764,0.25
312,288519.0717423193,0.25
313,286490.4180190676,0.25
314,290414.31108007167,0.25
315,294271.5424086484,0.25
316,291725.94794017926,0.25
317,289236.37709201744,0.25
318,288941.78193893115,0.25
319,289626.2621156364,0.25
320,290298.1547824535,0.25
321,303345.9468628638,0.25
322,301285.6763440779,0.25
323,300390.40963303734,0.25
324,299157.11066608044,0.25
325,297023.3788133722,0.25
326,294869.1110867788,0.25
327,291147.7568150286,0.25
328,288386.25122930907,0.25
329,285014.5835008884,0.25
330,284424.19457854383,0.25
331,294680.3984208692,0.25
332,297841.0425398399,0.25
333,296742.9203592175,0.25
334,298741.966662,0.25
335,296057.47530199465,0.25
336,293178.9155291625,0.25
337,292085.3783010576,0.25
338,290328.91262146784,0.25
339,290415.55766773026,0.25
340,287741.62180575356,0.25
341,295210.0198600515,0.25
342,292106.78087767866,0.25
343,289596.17261527636,0.25
344,287914.88634832134,0.25
345,288434.9778307875,0.25
346,286705.47521968005,0.25
347,284101.7227835282,0.25
348,283633.00448377663,0.25
349,285816.8688313847,0.25
350,283232.8462320464,0.25
351,291514.4498897659,0.25
352,288570.9725566127,0.25
353,285309.9546818428,0.25
354,282151.0297286042,0.25
355,279923.0723272713,0.25
356,277818.64774083055,0.25
357,277887.94284471485,0.25
358,279342.5764199824,0.25
359,276171.48929633177,0.25
360,273286.6629074429,0.25
361,279608.85473053355,0.25
362,277678.68149758317,0.25
363,278612.3984062408,0.25
364,280303.5675300999,0.25
365,276903.42316767946,0.25
