time_step,eq_times_productivity,tax_rate
1,26326.807269264664,0.0
2,26126.807269264664,0.0
3,25490.270358852184,0.0
4,25133.603692185516,0.0
5,25695.743266423568,0.0
6,25210.632155312454,0.0
7,24927.298821979122,0.0
8,24643.965488645787,0.0
9,24919.1768624165,0.0
10,24719.176862416498,0.0
11,25466.504159568838,0.0
12,24810.164691409955,0.0
13,25691.304890225605,0.0
14,24834.193779114496,0.0
15,24523.082668003382,0.0
16,24228.638223558937,0.0
17,24234.14358921046,0.0
18,28363.06420547586,0.0
19,35292.29222793856,0.0
20,36361.539634436784,0.0
21,36059.87296777012,0.0
22,35758.206301103455,0.0
23,35236.87296777012,0.0
24,34889.37296777011,0.0
25,34541.87296777012,0.0
26,33859.45193194279,0.0
27,33520.285265276136,0.0
28,34586.09625113149,0.0
29,34238.59625113149,0.0
30,33891.09625113149,0.0
31,33585.26291779815,0.0
32,34836.88603804415,0.0
33,36447.92685998384,0.0
34,36187.92685998384,0.0
35,35653.92685998384,0.0
36,35343.92685998384,0.0
37,34819.093526650504,0.0
38,36487.53344867735,0.0
39,36198.36678201068,0.0
40,35909.200115344014,0.0
41,35649.20011534402,0.0
42,36287.82135351243,0.0
43,35887.9880201791,0.0
44,35189.85407948944,0.0
45,34859.020746156115,0.0
46,34528.18741282278,0.0
47,34009.01206615819,0.0
48,33724.01206615819,0.0
49,33439.01206615819,0.0
50,34879.02515071466,0.0
51,34290.63750336706,0.0
52,34406.9773493565,0.0
53,34096.9773493565,0.0
54,33786.9773493565,0.0
55,33312.9773493565,0.0
56,33019.644016023165,0.0
57,32726.310682689833,0.0
58,32432.9773493565,0.0
59,33028.70046927669,0.0
60,32153.104681989313,0.0
61,31763.93801532265,0.0
62,32144.238332422894,0.0
63,31630.738332422894,0.0
64,32736.602723418942,0.0
65,32443.269390085607,0.0
66,35931.405591943825,0.0
67,39222.54686719229,0.0
68,42059.4054340406,0.0
69,41751.50900990386,0.0
70,41824.48443308186,0.0
71,41461.151099748524,0.0
72,41141.151099748524,0.0
73,40335.46353604569,0.0
74,39724.824854232626,0.0
75,40193.26436116092,0.0
76,39298.55950956394,0.0
77,38887.66994882494,0.0
78,38464.33661549161,0.0
79,37882.34306628646,0.0
80,39478.29539794671,0.0
81,39132.694760104205,0.0
82,38293.1313498937,0.0
83,38393.28805106309,0.0
84,39929.32898498771,0.0
85,39305.88934587633,0.0
86,38946.29507437346,0.0
87,39650.10118284796,0.0
88,38864.755933775494,0.0
89,38306.07428622518,0.0
90,37886.07428622518,0.0
91,37478.74095289184,0.0
92,38372.509362506746,0.0
93,39115.59043548514,0.0
94,40014.76763940583,0.0
95,39625.16907105619,0.0
96,39341.47753196175,0.0
97,38760.41086529508,0.0
98,38661.71947860107,0.0
99,37983.64550808479,0.0
100,38427.150352040524,0.0
101,38558.54940936861,0.0
102,37917.60594101982,0.0
103,37417.60594101982,0.0
104,37011.92140510803,0.0
105,38029.080322255606,0.0
106,41336.51582351558,0.0
107,46857.848425227596,0.0
108,47633.31143460246,0.0
109,51483.698258119475,0.0
110,51036.32983706684,0.0
111,50751.28863472726,0.0
112,49940.4465294641,0.0
113,49435.545686651196,0.0
114,50447.34130319811,0.0
115,50008.392183866046,0.0
116,49921.51565487719,0.0
117,49208.98341071202,0.0
118,47899.13898399144,0.0
119,46849.7705629388,0.0
120,46875.587272091645,0.0
121,46257.681849671906,0.0
122,46055.4471899666,0.0
123,47024.00062799345,0.0
124,47814.82923705026,0.0
125,48768.983568850585,0.0
126,49983.598375783986,0.0
127,50831.869141325726,0.0
128,50316.869141325726,0.0
129,53076.406510677516,0.0
130,53421.20481552664,0.0
131,53796.6902618397,0.0
132,53157.998719504154,0.0
133,53391.894883444234,0.0
134,52594.09488344424,0.0
135,52026.59488344423,0.0
136,51279.60123393609,0.0
137,50846.36922580966,0.0
138,51850.252996007424,0.0
139,51642.38081499621,0.0
140,51042.380814996206,0.0
141,50509.880814996206,0.0
142,49992.40738749712,0.0
143,51250.50807295685,0.0
144,50725.50807295684,0.0
145,50275.584919375586,0.0
146,49241.42865013829,0.0
147,48649.13917202576,0.0
148,49080.06066248697,0.0
149,49012.92521825274,0.0
150,50320.79993957556,0.0
151,50835.27064127591,0.0
152,55476.58337759039,0.0
153,61072.77229369783,0.0
154,60486.688960364496,0.0
155,59469.07351242641,0.0
156,58543.74017909309,0.0
157,57876.543069993786,0.0
158,57274.511665259975,0.0
159,58351.35170294193,0.0
160,62998.15320042358,0.0
161,69525.4076298669,0.0
162,69432.80658890099,0.0
163,67856.71052686358,0.0
164,66860.93418959336,0.0
165,67180.17045619541,0.0
166,66310.55598451839,0.0
167,65409.09296643238,0.0
168,65773.97676504843,0.0
169,69620.37347813892,0.0
170,74107.54607028501,0.0
171,76813.87533617606,0.0
172,78279.68802408448,0.0
173,81954.68543519836,0.0
174,86799.82578528316,0.0
175,88207.95347347602,0.0
176,91676.97780509143,0.0
177,96775.09602981019,0.0
178,103475.46048930247,0.0
179,110185.67896265638,0.0
180,117389.22081692614,0.0
181,116307.82579605079,0.0
182,117482.47263166339,0.0
183,116529.55909846678,0.0
184,115000.24087774535,0.0
185,116015.0980270461,0.0
186,115498.31532941907,0.0
187,116009.65524552946,0.0
188,118333.47380878957,0.0
189,120169.44992552872,0.0
190,118721.14622326837,0.0
191,118024.01995484189,0.0
192,116427.06307687193,0.0
193,115542.7263400889,0.0
194,116820.26206176153,0.0
195,115953.55104641173,0.0
196,116721.60286923268,0.0
197,117449.87204663783,0.0
198,118500.35524509414,0.0
199,121988.50296479321,0.0
200,128835.65107718666,0.0
201,129434.23385803832,0.0
202,131423.1023992379,0.0
203,132388.6733133481,0.0
204,133043.70808010324,0.0
205,132434.27865090678,0.0
206,130996.42345837451,0.0
207,131502.5812118161,0.0
208,130063.03358469933,0.0
209,131283.22820385566,0.0
210,132803.9627561134,0.0
211,135135.42310229808,0.0
212,135548.14847896682,0.0
213,135036.7375688122,0.0
214,133560.45932673878,0.0
215,132191.92457305844,0.0
216,133295.94096988335,0.0
217,133265.91214053685,0.0
218,132938.04685067217,0.0
219,132067.9960242171,0.0
220,132056.57327263945,0.0
221,131363.39447211154,0.0
222,130979.21625402036,0.0
223,129898.86850386574,0.0
224,129753.38003149985,0.0
225,128227.82557494183,0.0
226,128437.10375910207,0.0
227,131459.16562695388,0.0
228,135032.6302939917,0.0
229,133323.79114124406,0.0
230,132128.38642929314,0.0
231,132286.11280319,0.0
232,131705.42657924906,0.0
233,132193.21649263718,0.0
234,136006.67467355158,0.0
235,135990.26929650386,0.0
236,136051.48030349865,0.0
237,138343.42233377078,0.0
238,139913.4880149439,0.0
239,138637.21790617495,0.0
240,137867.80437858723,0.0
241,136503.3002639993,0.0
242,134895.95828671337,0.0
243,134190.0383397001,0.0
244,133137.20097922848,0.0
245,132125.38327430873,0.0
246,131575.60584464145,0.0
247,130542.45061229212,0.0
248,129977.79110455656,0.0
249,129422.55192583798,0.0
250,128175.76967653463,0.0
251,127051.14322404287,0.0
252,128407.3021057699,0.0
253,126853.6100583943,0.0
254,125258.45804656271,0.0
255,123791.36048501053,0.0
256,122467.36978804061,0.0
257,121844.59643786214,0.0
258,121827.2978424686,0.0
259,125195.90183094951,0.0
260,123939.7661811714,0.0
261,126415.2463523404,0.0
262,124983.12015916033,0.0
263,124835.67553478437,0.0
264,124476.63768415157,0.0
265,126126.0879211663,0.0
266,125227.40445847108,0.0
267,124361.84961939523,0.0
268,123361.74206165197,0.0
269,123880.72835668351,0.0
270,125181.80309423718,0.0
271,127067.25497766006,0.0
272,125359.89709417737,0.0
273,124528.47465436535,0.0
274,123201.41974909545,0.0
275,121511.2867535484,0.0
276,120029.42613968233,0.0
277,118675.3993442043,0.0
278,118432.99207248613,0.0
279,120532.95545486972,0.0
280,118763.76042014609,0.0
281,117192.2568983999,0.0
282,117078.88313831242,0.0
283,115355.06886515394,0.0
284,115511.9726722044,0.0
285,116252.48988837228,0.0
286,124327.40265537128,0.0
287,132724.92481240502,0.0
288,136532.0099174229,0.0
289,139083.32469481358,0.0
290,139492.87339303442,0.0
291,138529.01569504695,0.0
292,137036.01790499353,0.0
293,136984.62572214613,0.0
294,139374.8876155693,0.0
295,138730.28064732274,0.0
296,137333.035309866,0.0
297,135218.06691046085,0.0
298,134709.87397114607,0.0
299,133325.46226558796,0.0
300,132747.35246191293,0.0
301,132302.20598667784,0.0
302,132080.56444516504,0.0
303,134376.10740082248,0.0
304,134923.8411602096,0.0
305,134458.4617775099,0.0
306,132724.3191645356,0.0
307,132387.47175539227,0.0
308,134811.94361960216,0.0
309,137999.27070061254,0.0
310,137746.94876345768,0.0
311,137747.79662146917,0.0
312,135803.77989980715,0.0
313,135595.17526827447,0.0
314,134592.62577028028,0.0
315,136739.75152331707,0.0
316,137449.06484799559,0.0
317,136931.07132934718,0.0
318,135905.54240613905,0.0
319,134214.70039937965,0.0
320,133032.29678221056,0.0
321,131413.17663971885,0.0
322,133503.90489947784,0.0
323,132706.0581107329,0.0
324,131487.44151887594,0.0
325,129806.86861263387,0.0
326,128655.572352311,0.0
327,127747.46044043961,0.0
328,127216.44784296918,0.0
329,126849.25487853416,0.0
330,130110.54592214171,0.0
331,136351.59403619348,0.0
332,136897.41592017343,0.0
333,136848.67486831313,0.0
334,140838.32429897037,0.0
335,146423.8816516414,0.0
336,144978.92306408173,0.0
337,144460.4769626422,0.0
338,144574.92893023137,0.0
339,145114.07204053664,0.0
340,143533.09938155324,0.0
341,144676.3095063221,0.0
342,147396.35908883612,0.0
343,145418.89540113206,0.0
344,144519.1226904375,0.0
345,145486.75308628453,0.0
346,144740.47250074873,0.0
347,143255.90929512886,0.0
348,142099.22766934478,0.0
349,145458.96571920032,0.0
350,150168.76951295175,0.0
351,147769.12459037305,0.0
352,147376.4147622081,0.0
353,145321.0310034738,0.0
354,143682.43196044865,0.0
355,142672.50862116856,0.0
356,144518.00625734462,0.0
357,149080.65560650386,0.0
358,148708.64094310207,0.0
359,148515.36818008556,0.0
360,148021.13443433138,0.0
361,147236.4821649085,0.0
362,148863.009168015,0.0
363,150326.02098007113,0.0
364,153816.6764847847,0.0
365,152172.1220293391,0.0
