time_step,productivity,tax_rate
1,31180.655012517076,0.0
2,30980.655012517076,0.0
3,30686.900648150266,0.0
4,30474.400648150266,0.0
5,30261.900648150266,0.0
6,30049.400648150266,0.0
7,29836.900648150266,0.0
8,29624.400648150266,0.0
9,29411.900648150266,0.0
10,29121.027258492737,0.0
11,28896.027258492737,0.0
12,28683.527258492737,0.0
13,28471.027258492737,0.0
14,28258.527258492737,0.0
15,28729.474157319833,0.0
16,28516.974157319833,0.0
17,28304.474157319833,0.0
18,28091.974157319833,0.0
19,27891.974157319833,0.0
20,28602.707764681785,0.0
21,28402.707764681785,0.0
22,28202.707764681785,0.0
23,28002.707764681785,0.0
24,27802.707764681785,0.0
25,27602.707764681785,0.0
26,27402.707764681785,0.0
27,27202.707764681785,0.0
28,27002.707764681785,0.0
29,26802.707764681785,0.0
30,26602.707764681785,0.0
31,26402.707764681785,0.0
32,26202.707764681785,0.0
33,26002.707764681785,0.0
34,25802.707764681785,0.0
35,25602.707764681785,0.0
36,25318.596637271497,0.0
37,25017.310199078805,0.0
38,24741.544851530598,0.0
39,24529.044851530598,0.0
40,24316.544851530598,0.0
41,24832.151529937866,0.0
42,25375.41726236066,0.0
43,25175.41726236066,0.0
44,25672.462672310823,0.0
45,25472.462672310823,0.0
46,25272.462672310823,0.0
47,25072.462672310823,0.0
48,24872.462672310823,0.0
49,24590.86676464511,0.0
50,24390.86676464511,0.0
51,24190.86676464511,0.0
52,23990.86676464511,0.0
53,24304.390664830968,0.0
54,24104.390664830968,0.0
55,23904.390664830968,0.0
56,23704.390664830968,0.0
57,23504.390664830968,0.0
58,23304.390664830968,0.0
59,23104.390664830968,0.0
60,22904.390664830968,0.0
61,22629.306858169737,0.0
62,22416.806858169737,0.0
63,22216.806858169737,0.0
64,21956.910415534818,0.0
65,21744.410415534818,0.0
66,22348.308373392796,0.0
67,22135.808373392796,0.0
68,21923.308373392796,0.0
69,21618.937969794468,0.0
70,21406.437969794468,0.0
71,21193.937969794468,0.0
72,20981.437969794468,0.0
73,21584.06698556686,0.0
74,21371.56698556686,0.0
75,21159.06698556686,0.0
76,20946.56698556686,0.0
77,20590.711051981663,0.0
78,20268.344181539564,0.0
79,20043.344181539564,0.0
80,19818.344181539564,0.0
81,19605.844181539564,0.0
82,21096.049136204256,0.0
83,21806.18273171997,0.0
84,22382.39476831157,0.0
85,22182.39476831157,0.0
86,21982.39476831157,0.0
87,21782.39476831157,0.0
88,21499.688886584998,0.0
89,21228.1433949208,0.0
90,20938.52794439182,0.0
91,20713.52794439182,0.0
92,20439.492277833117,0.0
93,20226.992277833117,0.0
94,20648.498106923384,0.0
95,22332.6199139928,0.0
96,22080.104354301082,0.0
97,21794.336914608546,0.0
98,22332.48830973151,0.0
99,22107.48830973151,0.0
100,21849.808698153043,0.0
101,21637.308698153043,0.0
102,21437.308698153043,0.0
103,22847.93337108552,0.0
104,22479.79754813719,0.0
105,23245.619025612195,0.0
106,23040.619025612195,0.0
107,22860.619025612195,0.0
108,23255.643270572607,0.0
109,23006.00289624304,0.0
110,24341.12409495277,0.0
111,24049.892685691204,0.0
112,23857.392685691204,0.0
113,23664.892685691204,0.0
114,23389.495853948338,0.0
115,23998.129679810867,0.0
116,23736.720759067906,0.0
117,23413.27894323855,0.0
118,23183.27894323855,0.0
119,22978.27894323855,0.0
120,23409.90469649502,0.0
121,23217.40469649502,0.0
122,24129.776994680968,0.0
123,24769.601587360896,0.0
124,24503.3537204848,0.0
125,24222.209255358433,0.0
126,24587.447168902137,0.0
127,25769.57345201902,0.0
128,25544.57345201902,0.0
129,25237.404790853838,0.0
130,25946.041614533664,0.0
131,25646.787268674936,0.0
132,26056.941212277285,0.0
133,25831.941212277285,0.0
134,26400.49089651184,0.0
135,26786.895383047726,0.0
136,26561.895383047726,0.0
137,26870.45555652521,0.0
138,27364.82651988468,0.0
139,27152.32651988468,0.0
140,26877.658746843434,0.0
141,27322.603296428108,0.0
142,27072.603296428108,0.0
143,26835.103296428108,0.0
144,26506.59373523243,0.0
145,26181.67623683203,0.0
146,26719.373279155352,0.0
147,26489.373279155352,0.0
148,27031.514677949086,0.0
149,26741.030807953524,0.0
150,26433.877035955484,0.0
151,26601.176776145752,0.0
152,26351.176776145752,0.0
153,26817.203819957955,0.0
154,26592.203819957955,0.0
155,28073.749664046743,0.0
156,28608.896524671785,0.0
157,29315.454257084202,0.0
158,29090.454257084202,0.0
159,29743.087306012945,0.0
160,29510.58730601294,0.0
161,30245.155744311374,0.0
162,30714.926086028052,0.0
163,30494.926086028052,0.0
164,30124.518574273083,0.0
165,29787.460901012906,0.0
166,29542.460901012906,0.0
167,29297.460901012906,0.0
168,29064.960901012906,0.0
169,29536.25055137499,0.0
170,29240.701848153618,0.0
171,29764.7362800335,0.0
172,29272.446784725067,0.0
173,28925.058706942513,0.0
174,29729.110062181073,0.0
175,29411.661739848492,0.0
176,29909.877575511564,0.0
177,30196.749023371343,0.0
178,32003.993500552253,0.0
179,32673.804049956223,0.0
180,33027.86620616635,0.0
181,33389.964829700446,0.0
182,33730.14539979761,0.0
183,33452.64539979761,0.0
184,33897.4917495272,0.0
185,33524.250772663254,0.0
186,34314.94424226188,0.0
187,34049.94424226188,0.0
188,35689.671020283175,0.0
189,35939.96788326468,0.0
190,35507.87604124595,0.0
191,36499.77124986649,0.0
192,36222.27124986649,0.0
193,35969.77124986649,0.0
194,37439.05321950705,0.0
195,38121.07554035559,0.0
196,39417.30127295267,0.0
197,39729.15644711113,0.0
198,39399.000874042846,0.0
199,38983.05338729087,0.0
200,38615.35731003492,0.0
201,39879.90012998987,0.0
202,39487.85783540719,0.0
203,40356.61305744867,0.0
204,40541.93847510255,0.0
205,40828.777317237815,0.0
206,42388.6854125557,0.0
207,42057.90282593642,0.0
208,43216.883429692076,0.0
209,43498.73540968524,0.0
210,43663.31712829851,0.0
211,43961.18164560833,0.0
212,43624.88506758079,0.0
213,45741.206059565244,0.0
214,46194.96014747152,0.0
215,46555.68498213832,0.0
216,47017.27587936425,0.0
217,46724.77587936425,0.0
218,47075.15281900606,0.0
219,46770.15281900606,0.0
220,46384.80339722437,0.0
221,46717.495732504336,0.0
222,46291.92237825057,0.0
223,45805.66361425891,0.0
224,47064.55181018241,0.0
225,47528.72305157444,0.0
226,47039.46692559089,0.0
227,46676.96692559089,0.0
228,47956.60754261519,0.0
229,48435.08015950544,0.0
230,49281.51634705754,0.0
231,50283.24963478249,0.0
232,49813.682687673354,0.0
233,49360.46234889484,0.0
234,49755.16938664286,0.0
235,50849.21902952335,0.0
236,51376.83560231699,0.0
237,50915.738466560506,0.0
238,51076.83472397225,0.0
239,51263.79212525017,0.0
240,51467.80584672387,0.0
241,51471.47101660414,0.0
242,52480.084881938805,0.0
243,51988.312602765436,0.0
244,52498.633789778185,0.0
245,52795.09315129997,0.0
246,53012.08431061586,0.0
247,54898.77569308249,0.0
248,55090.861503848384,0.0
249,55876.56111686203,0.0
250,56244.6626988517,0.0
251,57637.1571889943,0.0
252,57665.5066673263,0.0
253,57827.36893992073,0.0
254,59736.39950500028,0.0
255,59162.78355185363,0.0
256,58727.78355185363,0.0
257,58160.25621174715,0.0
258,59037.27936810598,0.0
259,60007.780052345195,0.0
260,60350.93936140932,0.0
261,60615.669344875874,0.0
262,60128.169344875874,0.0
263,61278.109563374805,0.0
264,61359.500656327495,0.0
265,63004.592091969374,0.0
266,63973.892871355056,0.0
267,65086.84344561983,0.0
268,64417.101701636,0.0
269,63922.101701636,0.0
270,63866.823083342904,0.0
271,64970.190970489515,0.0
272,65195.62180965166,0.0
273,66069.10695434733,0.0
274,65539.11654727662,0.0
275,67155.01609681244,0.0
276,69135.40455762025,0.0
277,70106.50195974682,0.0
278,70480.2107330174,0.0
279,70035.2107330174,0.0
280,71133.12671624706,0.0
281,70557.29845964383,0.0
282,71179.58711841895,0.0
283,70554.28669012291,0.0
284,70822.0208359674,0.0
285,69963.8312155734,0.0
286,70865.39647140827,0.0
287,70854.57978887449,0.0
288,71894.76747257251,0.0
289,73507.68508387743,0.0
290,74113.93299855292,0.0
291,76378.26718083947,0.0
292,77384.91268806494,0.0
293,77548.927479102,0.0
294,76907.57521532664,0.0
295,77477.59363392334,0.0
296,79448.79950865642,0.0
297,80236.80565134248,0.0
298,81644.15908600349,0.0
299,81785.8769458851,0.0
300,81032.91940804248,0.0
301,80412.49011213132,0.0
302,81902.65639113277,0.0
303,82056.77227538703,0.0
304,82967.44873275529,0.0
305,82776.95449077738,0.0
306,82932.00987186434,0.0
307,82955.66831072787,0.0
308,82275.2248740101,0.0
309,82479.59362857793,0.0
310,83153.80376798744,0.0
311,82488.86705429314,0.0
312,83286.48514966383,0.0
313,84467.19882859834,0.0
314,84659.73168874739,0.0
315,84806.02369853368,0.0
316,85314.03880155626,0.0
317,84480.7362049432,0.0
318,85105.61777097816,0.0
319,84761.19667138258,0.0
320,84663.54175741269,0.0
321,85164.39473933613,0.0
322,86596.07277573785,0.0
323,88227.5184135514,0.0
324,89758.7777654045,0.0
325,91491.10584045868,0.0
326,93259.6257726475,0.0
327,95605.4048962997,0.0
328,95597.82807040692,0.0
329,97732.27088142277,0.0
330,99679.89363084154,0.0
331,100267.86526016903,0.0
332,100327.17928311805,0.0
333,101203.6325370385,0.0
334,102327.9654409709,0.0
335,105307.76361219479,0.0
336,104657.76361219477,0.0
337,104681.03502883272,0.0
338,105002.05608160578,0.0
339,104946.39827859146,0.0
340,104100.73405169582,0.0
341,104757.63141874096,0.0
342,104881.24861817049,0.0
343,105692.3663985032,0.0
344,105871.97875072566,0.0
345,106066.65528078294,0.0
346,106746.19876621867,0.0
347,107286.2755416121,0.0
348,107293.36978291415,0.0
349,107939.7040884421,0.0
350,107189.7040884421,0.0
351,106373.66010019215,0.0
352,106363.16752711356,0.0
353,107113.825056276,0.0
354,106109.32588221907,0.0
355,106314.05865258686,0.0
356,106313.45306487865,0.0
357,106193.86379907379,0.0
358,107564.13637175784,0.0
359,106662.29869126441,0.0
360,108076.5829443044,0.0
361,108567.07735053284,0.0
362,107758.86541973337,0.0
363,108211.96268268001,0.0
364,108167.22044836744,0.0
365,109064.54199729708,0.0
