time_step,eq_times_productivity,tax_rate
239,159240.80698768527,0.25
240,157949.79876662843,0.25
241,159473.5595634544,0.25
242,158624.00733262533,0.25
243,157444.00733262533,0.25
244,156516.88204242886,0.25
245,156731.51192784644,0.25
246,158953.92009887806,0.25
247,163257.8744396502,0.25
248,161631.9447290116,0.25
249,160271.28400360397,0.25
250,159300.6402103336,0.25
251,161954.3381071277,0.25
252,161655.56492602886,0.25
253,160523.37976177674,0.25
254,159258.77658717355,0.25
255,158124.1526064168,0.25
256,156472.2019927406,0.25
257,154836.13765931455,0.25
258,153564.39162756852,0.25
259,152834.97349765323,0.25
260,153005.08320616922,0.25
261,154764.0956421187,0.25
262,153022.45130751788,0.25
263,151746.90224910353,0.25
264,150782.10849785252,0.25
265,149463.59066250233,0.25
266,147411.50594987138,0.25
267,147193.71165128757,0.25
268,146638.86913113415,0.25
269,147324.12498977076,0.25
270,148329.5895051599,0.25
271,157089.36108316598,0.25
272,157896.4346545164,0.25
273,157299.55980328188,0.25
274,158155.7782193344,0.25
275,161728.1202554173,0.25
276,165615.71761212609,0.25
277,169803.5806727723,0.25
278,168426.61402910517,0.25
279,166759.75581179018,0.25
280,166459.79008827073,0.25
281,171826.4970400664,0.25
282,176756.59620345102,0.25
283,187097.1041202807,0.25
284,187354.62058449403,0.25
285,186264.40042236797,0.25
286,186662.88105466554,0.25
287,188421.94367020435,0.25
288,195428.06039985755,0.25
289,194866.31402748553,0.25
290,193928.0771085593,0.25
291,199978.57829739465,0.25
292,199154.2209107866,0.25
293,199344.43014130273,0.25
294,200293.51031614124,0.25
295,199457.30811055904,0.25
296,199863.81191056734,0.25
297,198129.60713411175,0.25
298,197790.1333564448,0.25
299,198639.950295424,0.25
