time_step,eq_times_productivity,tax_rate
141,83469.39510051976,0.15
142,83575.74452026823,0.15
143,83415.46365477759,0.15
144,83022.52202129016,0.15
145,84048.74514129694,0.15
146,83408.74514129692,0.15
147,82638.71888082658,0.15
148,81600.4334396059,0.15
149,82315.98543484425,0.15
150,81661.59149545032,0.15
151,82797.4810236854,0.15
152,82526.10185702208,0.15
153,80949.96569873321,0.15
154,83055.59242248967,0.15
155,85131.61843246657,0.15
156,83747.18064570255,0.15
157,82724.04304989635,0.15
158,83295.09021237287,0.15
159,87521.99408633202,0.15
160,91408.0645007115,0.15
161,98696.88576363077,0.15
162,99203.87922924344,0.15
163,99339.38812116659,0.15
164,101003.69856054938,0.15
165,102648.223266342,0.15
166,101675.35273130945,0.15
167,103258.55445908873,0.15
168,106424.54579766691,0.15
169,112045.89964324632,0.15
170,111498.50129718907,0.15
171,113055.74115597806,0.15
172,112911.071661963,0.15
173,111750.57293288512,0.15
174,111972.69067910586,0.15
175,110879.43392818012,0.15
176,111189.29127044712,0.15
177,112347.01879349655,0.15
178,111808.60707081789,0.15
179,112690.54666137705,0.15
180,115587.93543548809,0.15
181,123492.59678669077,0.15
182,125073.85471778759,0.15
183,127539.25190387403,0.15
184,128758.64157399916,0.15
185,130471.63113537636,0.15
186,130911.07458038951,0.15
187,130664.89399814405,0.15
188,129194.39799826463,0.15
189,128941.80994257251,0.15
190,128181.96163716856,0.15
191,130662.28987248654,0.15
192,130732.26482562064,0.15
193,132493.87037156348,0.15
194,131366.75342514785,0.15
195,130267.38931826921,0.15
196,129709.60199901678,0.15
197,129539.92324095829,0.15
198,131623.04324874943,0.15
199,131075.94819209908,0.15
200,131624.21305450893,0.15
201,132961.824737314,0.15
202,131537.99617758504,0.15
203,130420.72979248097,0.15
204,130587.11366190285,0.15
205,129567.72829717722,0.15
206,131547.5581563057,0.15
207,131838.884465563,0.15
208,131946.44410190513,0.15
209,131019.15899313515,0.15
210,130069.30573542127,0.15
211,133537.85023407734,0.15
212,134110.74514973167,0.15
213,133059.14891785785,0.15
214,132347.70373567668,0.15
215,131784.3419285178,0.15
216,131901.25526587805,0.15
217,132785.85285749973,0.15
218,131972.82595951125,0.15
219,131281.82291106757,0.15
220,130111.89567481287,0.15
221,132325.6891820641,0.15
222,132556.94273820985,0.15
223,131566.18040016879,0.15
224,131239.9011257528,0.15
225,133040.61360502432,0.15
226,135740.94972760094,0.15
227,139117.14640442326,0.15
228,140386.57235736455,0.15
229,139618.89222090138,0.15
230,138188.7871315208,0.15
231,140746.78928309117,0.15
232,142522.02593304036,0.15
233,144933.46447487402,0.15
234,153225.49689925872,0.15
235,152136.76013339226,0.15
236,153039.29063406846,0.15
237,152080.72023075173,0.15
238,151029.39947603477,0.15
239,150112.51270836274,0.15
240,149625.8260074761,0.15
241,155095.95175081922,0.15
242,158548.76739367953,0.15
243,165086.2729191792,0.15
244,167559.6024619534,0.15
245,173774.73878660565,0.15
246,175990.1473150523,0.15
247,174979.59206192452,0.15
248,173493.11691509394,0.15
249,172720.965152165,0.15
250,174074.48281450628,0.15
251,176298.3994580466,0.15
252,175565.96895792722,0.15
253,175066.86149546012,0.15
254,173728.85029218296,0.15
255,173779.27274997838,0.15
256,172568.6889963283,0.15
257,173344.70153762403,0.15
258,175353.13074646474,0.15
259,178397.84703388097,0.15
260,178411.38024743547,0.15
261,182283.26837788182,0.15
262,188598.00159108866,0.15
263,197720.6117192239,0.15
264,206741.92357828253,0.15
265,206332.38872967195,0.15
266,206221.89744985936,0.15
267,204100.7345845224,0.15
268,202911.54880754565,0.15
269,202233.7744277207,0.15
270,201171.52763546436,0.15
271,205573.51747357997,0.15
272,205168.685592646,0.15
273,203752.8733873952,0.15
274,202772.50980051447,0.15
275,200840.0571440754,0.15
276,201570.8372805073,0.15
277,200374.3141546518,0.15
278,198884.96421752463,0.15
279,198342.3972891639,0.15
280,198370.86231367564,0.15
281,202559.23551891398,0.15
282,201589.9699007536,0.15
283,204904.95214712076,0.15
284,209293.45754357456,0.15
285,210796.9165145977,0.15
286,208877.98179137954,0.15
287,207687.71670805084,0.15
288,207945.56670507058,0.15
289,210898.5609290566,0.15
290,219170.8631736014,0.15
291,223618.57202643531,0.15
292,223229.90102778745,0.15
293,224190.11649565073,0.15
294,228170.21383593077,0.15
295,229603.02185949998,0.15
296,228677.52794832704,0.15
297,229681.39687454916,0.15
298,229408.15642988187,0.15
299,228847.97320559443,0.15
300,230323.38762174567,0.15
301,232946.92605882825,0.15
302,231078.94461968335,0.15
303,230509.69140286368,0.15
304,232775.9955146535,0.15
305,237759.72133678725,0.15
306,250020.0343525023,0.15
307,248220.9603932787,0.15
308,246305.35610927566,0.15
309,244993.02750969012,0.15
310,243949.3777599985,0.15
311,245630.2106564846,0.15
312,243239.26728854864,0.15
313,241096.1152006876,0.15
314,238398.5425755982,0.15
315,238448.5417622176,0.15
316,240668.1406801998,0.15
317,242339.1970456919,0.15
318,243011.49412588048,0.15
319,242645.03107451854,0.15
320,244982.1002180081,0.15
321,249933.87626173155,0.15
322,253688.24088092052,0.15
323,260531.6608910343,0.15
324,257661.63416327798,0.15
325,255616.33446914848,0.15
326,253474.5761892061,0.15
327,251655.6412421222,0.15
328,251548.53841290215,0.15
329,255128.7659663399,0.15
330,251972.255366584,0.15
331,256652.0224281958,0.15
332,255208.7702218053,0.15
333,253304.96341637897,0.15
334,252424.19719356898,0.15
335,257188.80674943147,0.15
336,262903.08451465005,0.15
337,272848.111276264,0.15
338,272369.6440081009,0.15
339,271521.12918099784,0.15
340,269159.3047811764,0.15
341,273427.43455212936,0.15
342,271687.09235270455,0.15
343,270199.5603442701,0.15
344,270154.4804158306,0.15
345,270923.1607533757,0.15
346,275603.6635320382,0.15
347,281293.9951855964,0.15
348,279208.37057914084,0.15
349,280074.66076086654,0.15
350,281310.9329653741,0.15
351,288326.4893381185,0.15
352,286141.75695741974,0.15
353,286716.3899563869,0.15
354,284220.4781382473,0.15
355,282617.09994808363,0.15
356,287966.53500149224,0.15
357,296089.3341883776,0.15
358,293290.7086872123,0.15
359,290527.0767401462,0.15
360,289539.61764356104,0.15
361,292932.3895812921,0.15
362,292924.45752360235,0.15
363,291639.81541985413,0.15
364,289651.36830898485,0.15
365,290611.1187676783,0.15
