time_step,avg_reward
179,137827.1986549813
180,151050.29509697
181,161702.7032964483
182,165430.50778974599
183,166760.43583300835
184,166628.85719853838
185,169402.73288230604
186,167744.3156557132
187,167480.4889048166
188,169709.87158805295
189,174100.8582147588
190,174081.45542725897
191,177731.3325503538
192,176779.02182080134
193,175526.74101242033
194,174780.29823066026
195,173998.39946320595
196,172593.69232487172
197,171784.06878046287
198,170566.63882549008
199,170216.11246235322
200,169367.53906422632
201,172170.9992960182
202,172571.6554896914
203,174729.64271019248
204,180322.6566789683
205,179195.91281501018
206,179232.02884172756
207,177408.4200064733
208,176128.72010972552
209,174870.46614147158
210,173117.13892327066
211,177884.3211771058
212,176374.96081209974
213,175038.14509950794
214,172972.14526981823
215,172803.6139502963
216,171671.99336935225
217,177577.94778779804
218,181264.04022304807
219,180368.4194062284
220,181283.55847227777
221,188987.78820551807
222,194652.96290593848
223,194317.81690336077
224,196673.92116774703
225,200369.9991428483
226,198734.15289130632
227,198153.68142078663
228,196449.37420186098
229,194667.80160449247
230,192374.05259218827
231,195983.02290036457
232,195546.75946498365
233,194086.75946498365
234,194430.90441778398
235,197017.4526805524
236,201790.8814382825
237,200270.88143828246
238,198553.72372521934
239,197504.99932014215
240,196026.41177801846
241,199144.1773530035
242,198037.41988767908
243,199317.14721182318
244,204465.80892448896
245,203708.50913152
246,202349.76068974606
247,201135.63444128865
248,200293.01595751714
249,201197.61006901486
250,204973.28058290103
251,211011.86881576866
252,212983.4492824072
253,215485.69649642162
254,215351.27238200567
255,215909.27320191337
256,213491.51534838608
257,211817.26580095143
258,213904.11070970556
259,220045.87539225153
260,225034.99585420522
261,232469.80752797614
262,231487.95430119376
263,229509.0772417032
264,227983.583619054
265,227790.27995774994
266,228071.44801243232
267,226759.4719186039
268,226748.28187884964
269,227369.91172157362
270,227795.59280069388
271,233075.15968789492
272,231590.03663541327
273,230227.7018452269
274,232988.03686774592
275,239819.0456087995
276,241387.14568059164
277,242289.59069088075
278,241726.41261433705
279,241810.76629521753
280,246456.0047366906
281,262689.2743687023
282,260358.95719155535
283,258284.6679218108
284,259497.9170530065
285,265905.49906427297
286,268294.78080083476
287,275409.88311700005
288,275960.2608785091
289,275789.1456969087
290,275615.8966757297
291,283353.1815691495
292,283882.078657031
293,285220.6871354489
294,287841.34478498215
295,286972.46521259024
296,284446.7510917818
297,283765.4961894199
298,284161.9509359455
299,290825.7174682729
300,288630.2733239013
301,299171.0954730924
302,301774.46771794703
303,299672.796461904
304,297787.3587123043
305,294564.4386483701
306,291360.8694837873
307,288864.3493736108
308,285998.8122498968
309,283130.2190708013
310,282212.8083533925
311,288998.26411002764
312,288519.0717423193
313,286490.4180190676
314,290414.31108007167
315,294271.5424086484
316,291725.94794017926
317,289236.37709201744
318,288941.78193893115
319,289626.2621156364
320,290298.1547824535
321,303345.9468628638
322,301285.6763440779
323,300390.40963303734
324,299157.11066608044
325,297023.3788133722
326,294869.1110867788
327,291147.7568150286
328,288386.25122930907
329,285014.5835008884
330,284424.19457854383
331,294680.3984208692
332,297841.0425398399
333,296742.9203592175
334,298741.966662
335,296057.47530199465
336,293178.9155291625
337,292085.3783010576
338,290328.91262146784
339,290415.55766773026
340,287741.62180575356
341,295210.0198600515
342,292106.78087767866
343,289596.17261527636
344,287914.88634832134
345,288434.9778307875
346,286705.47521968005
347,284101.7227835282
348,283633.00448377663
349,285816.8688313847
350,283232.8462320464
351,291514.4498897659
352,288570.9725566127
353,285309.9546818428
354,282151.0297286042
355,279923.0723272713
356,277818.64774083055
357,277887.94284471485
358,279342.5764199824
359,276171.48929633177
360,273286.6629074429
361,279608.85473053355
362,277678.68149758317
363,278612.3984062408
364,280303.5675300999
365,276903.42316767946
