time_step,eq_times_productivity,tax_rate
74,24843.496314318298,0.25
75,24524.475654640155,0.25
76,24282.80898797349,0.25
77,24046.697876862378,0.25
78,23827.253432417932,0.25
79,23607.808987973487,0.25
80,23546.38412180875,0.25
81,24880.89849930689,0.25
82,24647.565165973556,0.25
83,24422.565165973556,0.25
84,24200.342943751333,0.25
85,23978.12072152911,0.25
86,24110.92878561121,0.25
87,24023.402882040613,0.25
88,23774.468241656927,0.25
89,23509.146460807966,0.25
90,24393.957474534087,0.25
91,25214.847331562232,0.25
92,25005.248321207277,0.25
93,24794.13721009617,0.25
94,24723.916283227336,0.25
95,25221.47184193638,0.25
96,24998.131593184502,0.25
97,25363.340954112202,0.25
98,25152.22984300109,0.25
99,24759.123806163003,0.25
100,24531.346028385226,0.25
101,25585.34170005468,0.25
102,25360.34170005468,0.25
103,25430.584223697217,0.25
104,25277.90757612999,0.25
105,24935.935711302103,0.25
106,25925.128337399357,0.25
107,25680.683892954916,0.25
108,25461.23944851047,0.25
109,25231.803901698597,0.25
110,25512.470338266114,0.25
111,27855.070303334163,0.25
112,28572.927429566706,0.25
113,28367.371874011147,0.25
114,28951.402134470052,0.25
115,29128.118495908762,0.25
116,28919.785162575427,0.25
117,28711.45182924209,0.25
118,28396.941845794932,0.25
119,28166.386290239378,0.25
120,27807.14074173369,0.25
121,28739.477665508835,0.25
122,28522.81099884217,0.25
123,29595.76572837107,0.25
124,29806.517726332444,0.25
125,29552.57132387755,0.25
126,30472.282358483306,0.25
127,30244.50458070553,0.25
128,29857.94503615294,0.25
129,29568.780991463023,0.25
130,29275.561454509996,0.25
131,30528.838192142543,0.25
132,31494.206361797565,0.25
133,31249.76191735312,0.25
134,31010.873028464233,0.25
135,30759.199526141263,0.25
136,31559.446306917504,0.25
137,31386.190724438122,0.25
138,31954.855991704346,0.25
139,31694.315920857076,0.25
140,31463.76036530152,0.25
141,32138.816655364262,0.25
142,32091.948989773668,0.25
143,31917.799928269975,0.25
144,31627.799928269975,0.25
145,31528.323294989023,0.25
146,33162.57107028341,0.25
147,32802.38269416788,0.25
148,33542.250223025054,0.25
149,34219.893629619655,0.25
150,33884.89095776395,0.25
151,34691.460938423945,0.25
152,34792.86433421759,0.25
153,34522.86433421759,0.25
154,35156.13384017716,0.25
155,34809.80429313177,0.25
156,34549.80429313177,0.25
157,35421.29987009006,0.25
158,35319.25689440051,0.25
159,34863.69473260923,0.25
160,34594.14927806378,0.25
161,35657.64205253952,0.25
162,35918.86585332441,0.25
163,35531.46671064833,0.25
164,35167.18878550951,0.25
165,34829.077444631985,0.25
166,34550.44108099562,0.25
167,35563.574585312024,0.25
168,35665.27451924169,0.25
169,36822.91621072914,0.25
170,37352.943655614596,0.25
171,39017.47757869948,0.25
172,38589.30849878713,0.25
173,38713.18160105224,0.25
174,38436.64114790341,0.25
175,38983.93554171405,0.25
176,39467.17463130352,0.25
177,40215.94386841055,0.25
178,40682.75912227638,0.25
179,40905.01713640225,0.25
180,42480.38806141237,0.25
181,43354.1287922889,0.25
182,44318.627571131634,0.25
183,43895.95123364768,0.25
184,43290.93711270772,0.25
185,43166.272302119236,0.25
186,42875.02230211924,0.25
187,44120.313003436655,0.25
188,43003.79747594698,0.25
189,43187.166112214974,0.25
190,42886.37645213031,0.25
191,46019.73811267207,0.25
192,45518.440228425396,0.25
193,45155.10689509207,0.25
194,44660.50578814798,0.25
195,45185.40725820603,0.25
196,46255.19437968293,0.25
197,45846.47204493124,0.25
198,46660.772247343106,0.25
199,47608.757718385765,0.25
200,47069.163326982714,0.25
201,47977.84728422002,0.25
202,48097.43154891462,0.25
203,47717.133548683676,0.25
204,47619.25483421792,0.25
205,49339.07204306681,0.25
206,49387.92501169621,0.25
207,51335.321978641536,0.25
208,51403.98863992032,0.25
209,50981.625582143206,0.25
210,50764.04203764039,0.25
211,51838.903588953246,0.25
212,51833.49751698878,0.25
213,52243.329324756196,0.25
214,51707.13513060586,0.25
215,52393.44847408158,0.25
216,53259.99079692081,0.25
217,53902.64184474705,0.25
218,53428.62354856329,0.25
219,54196.05007903417,0.25
220,54314.93531138043,0.25
221,54949.44802524603,0.25
222,54503.908184681095,0.25
223,57034.41534534795,0.25
224,56603.44229106322,0.25
225,56144.992204875074,0.25
226,55737.80470487507,0.25
227,55209.98788201549,0.25
228,56079.47862025523,0.25
229,55645.74478768936,0.25
230,56431.00014891154,0.25
231,58301.714694269416,0.25
232,57601.96603927269,0.25
233,58366.581176055915,0.25
234,58687.64547428216,0.25
235,58154.98152467768,0.25
236,58224.64151544037,0.25
237,58481.97630240326,0.25
238,59608.8656891991,0.25
239,59306.802393169564,0.25
240,60134.63312667702,0.25
241,61894.34995288212,0.25
242,61824.98883775153,0.25
243,62148.41910629984,0.25
244,62447.86228445201,0.25
245,63238.96031380933,0.25
246,63093.24468679923,0.25
247,63686.189593602634,0.25
248,63279.80070471372,0.25
249,63852.40501062492,0.25
250,63988.26039340559,0.25
251,65446.17544081926,0.25
252,65022.491230292944,0.25
253,64551.177806477855,0.25
254,64335.75526608051,0.25
255,63837.72564349894,0.25
256,63379.92755292598,0.25
257,62845.8359801837,0.25
258,62580.54010793777,0.25
259,62748.17650612278,0.25
260,62855.301425474776,0.25
261,64591.2646420029,0.25
262,66035.19351473317,0.25
263,66339.5356325047,0.25
264,65963.91008207007,0.25
265,66405.54171779593,0.25
266,66008.59120860772,0.25
267,65535.531684489935,0.25
268,66068.3638714923,0.25
269,66268.76753699555,0.25
270,66577.95456135488,0.25
271,68895.18505186432,0.25
272,69833.13613884669,0.25
273,69256.5780752674,0.25
274,68674.22058805147,0.25
275,69613.09711108753,0.25
276,70330.88425578696,0.25
277,69929.22915541145,0.25
278,70771.238556887,0.25
279,70366.22707560258,0.25
280,70730.04965101957,0.25
281,71904.87603842258,0.25
282,71283.00248481309,0.25
283,71520.9824354212,0.25
284,71735.48532324254,0.25
285,70671.88007344403,0.25
286,70112.90597728282,0.25
287,69927.5911714912,0.25
288,69551.05834085638,0.25
289,69470.92601532413,0.25
290,69438.78647801148,0.25
291,72126.97791566652,0.25
292,71787.94081336528,0.25
293,73366.78467205289,0.25
294,74120.3434436316,0.25
295,73684.40626493303,0.25
296,73668.80064841588,0.25
297,73727.80917317719,0.25
298,74154.87506603402,0.25
299,73585.04156434296,0.25
300,72871.20463820278,0.25
301,75107.1718289465,0.25
302,75136.75726662631,0.25
303,75665.67980379915,0.25
304,76711.79023794229,0.25
305,76285.62628062267,0.25
306,76809.17917507133,0.25
307,76092.82090209813,0.25
308,76820.58253750947,0.25
309,76257.47455480992,0.25
310,77695.92966562258,0.25
311,80222.09917977291,0.25
312,80942.83430731129,0.25
313,81342.8699285602,0.25
314,81040.58576668391,0.25
315,81552.35802697013,0.25
316,80904.76634274879,0.25
317,81787.59079642798,0.25
318,82496.6248080052,0.25
319,82783.24411640671,0.25
320,82245.78144879978,0.25
321,84802.26376411573,0.25
322,84890.41668536219,0.25
323,85872.16188084176,0.25
324,88697.8130189259,0.25
325,90559.46047475374,0.25
326,91112.56317051956,0.25
327,92257.15890421369,0.25
328,93812.92566219484,0.25
329,93783.70806684154,0.25
330,97403.3111215292,0.25
331,98910.6783054764,0.25
332,99196.45949464214,0.25
333,99413.22315771799,0.25
334,99212.93796210074,0.25
335,99342.079088915,0.25
336,99218.41205401707,0.25
337,99356.15528616276,0.25
338,97314.28790567035,0.25
339,97181.939958568,0.25
340,99987.47747043535,0.25
341,100710.66979793298,0.25
342,100378.36083968445,0.25
343,99751.74793645865,0.25
344,101177.4119877778,0.25
345,100148.11297559156,0.25
346,99071.6749937387,0.25
347,98297.73968411823,0.25
348,97893.0917401387,0.25
349,97220.40795707561,0.25
350,96562.2261388938,0.25
351,100660.66104578535,0.25
352,99823.00334305257,0.25
353,98907.79797501462,0.25
354,99073.3268259827,0.25
355,98216.37145983288,0.25
356,97376.8466859689,0.25
357,98470.28330992688,0.25
358,98499.77666267767,0.25
359,98248.91801596763,0.25
360,98343.54398902657,0.25
361,101276.86896313561,0.25
362,101410.80491028378,0.25
363,100876.26646077268,0.25
364,101578.03303839378,0.25
365,101243.35004386782,0.25
