time_step,productivity,tax_rate
132,82416.46283474963,0.15
133,81883.96283474963,0.15
134,81074.46283474963,0.15
135,80292.46283474963,0.15
136,79198.46283474963,0.15
137,77667.46283474963,0.15
138,77966.40666237386,0.15
139,78022.04095248139,0.15
140,77754.39520072046,0.15
141,78570.84231912332,0.15
142,81959.79809292643,0.15
143,84028.80984387922,0.15
144,83468.80984387922,0.15
145,83844.01120480301,0.15
146,84439.79750738942,0.15
147,83867.29750738942,0.15
148,83039.29750738942,0.15
149,82340.79750738942,0.15
150,81538.79750738942,0.15
151,81497.83141424166,0.15
152,80404.33141424166,0.15
153,80567.30022598038,0.15
154,80517.92735535163,0.15
155,80715.82563600357,0.15
156,80777.14854975475,0.15
157,82072.60168096695,0.15
158,82604.14292799254,0.15
159,83002.80456886248,0.15
160,82924.31394355989,0.15
161,82669.9137607492,0.15
162,82289.99725880906,0.15
163,81153.99725880906,0.15
164,80462.99725880906,0.15
165,79865.49725880906,0.15
166,80646.11588534883,0.15
167,92604.13122913605,0.15
168,91698.63122913607,0.15
169,91716.40922412003,0.15
170,91293.44577195127,0.15
171,91260.24807173316,0.15
172,91068.69610656683,0.15
173,92086.13373397362,0.15
174,91743.80726296025,0.15
175,92027.94537790521,0.15
176,90940.44537790521,0.15
177,90829.87218517764,0.15
178,103835.4270147261,0.15
179,105339.21234942201,0.15
180,104342.71234942198,0.15
181,103360.0474246289,0.15
182,108803.37030102152,0.15
183,109935.9477279801,0.15
184,109419.83471941903,0.15
185,111651.52987698196,0.15
186,111555.14107332575,0.15
187,112445.57153923895,0.15
188,111872.16587543432,0.15
189,112074.11132318861,0.15
190,114122.2974765427,0.15
191,122243.75070563662,0.15
192,121141.75070563662,0.15
193,120426.53000320606,0.15
194,120284.35357780011,0.15
195,119877.60292892398,0.15
196,118697.60292892398,0.15
197,119926.46261572096,0.15
198,118503.46261572096,0.15
199,118794.7531879587,0.15
200,118189.53878091903,0.15
201,118429.31682114556,0.15
202,118856.98626789899,0.15
203,127888.34906257261,0.15
204,129515.6027143089,0.15
205,129440.95255635388,0.15
206,128845.84916899035,0.15
207,130168.87964328617,0.15
208,130983.6464055939,0.15
209,129893.1464055939,0.15
210,129028.1464055939,0.15
211,135432.9933373801,0.15
212,134241.4933373801,0.15
213,132878.4933373801,0.15
214,133353.10614847866,0.15
215,134172.98236565178,0.15
216,134792.93395092097,0.15
217,133359.43395092097,0.15
218,132343.93395092097,0.15
219,132139.4618146565,0.15
220,131989.98785637066,0.15
221,131089.98785637072,0.15
222,131733.94757615033,0.15
223,131731.1195259005,0.15
224,130877.94779361328,0.15
225,129737.94779361328,0.15
226,128546.44779361328,0.15
227,127515.94779361328,0.15
228,127750.24009429596,0.15
229,129652.8461927147,0.15
230,141354.02266532226,0.15
231,139650.02266532223,0.15
232,139467.03123816103,0.15
233,141208.13518552255,0.15
234,140727.4436707123,0.15
235,143247.83161106665,0.15
236,142970.69917376692,0.15
237,142969.37764827325,0.15
238,141735.37764827325,0.15
239,140221.37764827325,0.15
240,139058.37764827325,0.15
241,138419.46149531307,0.15
242,137079.96149531307,0.15
243,137461.09925648416,0.15
244,137787.70206566597,0.15
245,151169.0802482919,0.15
246,150527.28751401865,0.15
247,150762.85196035777,0.15
248,149481.35196035777,0.15
249,148151.35196035777,0.15
250,160029.93972967056,0.15
251,160516.09334343515,0.15
252,158715.59334343518,0.15
253,157823.01027514716,0.15
254,158081.9325003874,0.15
255,156790.93250038737,0.15
256,155548.43497746435,0.15
257,154963.44340936714,0.15
258,154038.1402266431,0.15
259,153868.47501881424,0.15
260,154369.37577861338,0.15
261,155596.77372424954,0.15
262,155022.28344405483,0.15
263,157225.70343441528,0.15
264,156932.14542762653,0.15
265,158358.46432697857,0.15
266,157690.36990853705,0.15
267,157501.20331996272,0.15
268,155496.70331996272,0.15
269,170982.5797916835,0.15
270,172789.46766991456,0.15
271,173397.94220652507,0.15
272,172984.9242705821,0.15
273,173393.16173662117,0.15
274,172810.81663538655,0.15
275,172414.35260771905,0.15
276,171674.98193072248,0.15
277,170026.98193072248,0.15
278,168829.48193072248,0.15
279,169701.18696682283,0.15
280,170154.63794524915,0.15
281,170287.97916422843,0.15
282,168657.74324951618,0.15
283,167114.24324951618,0.15
284,180509.02442386004,0.15
285,180060.3053856816,0.15
286,179195.02175258758,0.15
287,177672.02175258758,0.15
288,190853.44608264588,0.15
289,189580.9460826459,0.15
290,189648.0298984636,0.15
291,192018.43126104923,0.15
292,190249.43126104923,0.15
293,188936.93126104923,0.15
294,187378.43126104923,0.15
295,188203.05890975203,0.15
296,186609.55890975203,0.15
297,184971.05890975203,0.15
298,185288.07659453875,0.15
299,184232.44340160955,0.15
300,183842.48131660974,0.15
301,182097.98131660974,0.15
302,186552.33049146994,0.15
303,185825.1881877835,0.15
304,185115.97433583578,0.15
305,184257.98611028324,0.15
306,182957.92759431328,0.15
307,183177.2281762506,0.15
308,196791.4982074507,0.15
309,196433.81637366166,0.15
310,195494.0234511805,0.15
311,204214.75941095772,0.15
312,202996.57006776764,0.15
313,203166.3944870404,0.15
314,202112.4434485184,0.15
315,203455.1123827565,0.15
316,203571.77541237656,0.15
317,203479.559739559,0.15
318,203367.11958058376,0.15
319,204468.7969489852,0.15
320,204405.3930928885,0.15
321,205495.38170184754,0.15
322,206369.42957287157,0.15
323,204290.42957287157,0.15
324,202198.92957287157,0.15
325,200956.90098237217,0.15
326,201995.63328233274,0.15
327,213963.01512668698,0.15
328,213799.46173388264,0.15
329,215275.4727151653,0.15
330,214216.11033600167,0.15
331,214787.73276263443,0.15
332,215080.8578828318,0.15
333,214262.8962101545,0.15
334,227735.4220116707,0.15
335,225998.42201167066,0.15
336,223977.9220116707,0.15
337,221699.4220116707,0.15
338,220860.17056930414,0.15
339,222570.40947551935,0.15
340,222910.83743697972,0.15
341,221494.3998922547,0.15
342,221590.1852074986,0.15
343,222420.03215505503,0.15
344,221528.83221371504,0.15
345,220819.6844295686,0.15
346,220967.9470631836,0.15
347,220635.65882270652,0.15
348,219466.53867445127,0.15
349,228704.36309094596,0.15
350,227594.26751886136,0.15
351,226342.90793800817,0.15
352,227114.97228954008,0.15
353,225493.93348503116,0.15
354,224272.62478594467,0.15
355,223150.9611500095,0.15
356,235164.0359592151,0.15
357,233044.0359592151,0.15
358,231864.02224479237,0.15
359,230872.17942198878,0.15
360,229154.67942198878,0.15
361,229984.46658016424,0.15
362,227749.46658016424,0.15
363,234672.7859494911,0.15
364,233851.63954942836,0.15
365,232111.6395494283,0.15
