time_step,equality,tax_rate
1,0.8443314375113705,0.0
2,0.8433264970901577,0.0
3,0.8423084972922579,0.0
4,0.8412771818894766,0.0
5,0.840232287906479,0.0
6,0.8391735453972309,0.0
7,0.8381006772124923,0.0
8,0.8370133987579421,0.0
9,0.8359114177424907,0.0
10,0.8347944339163125,0.0
11,0.8336621387981061,0.0
12,0.8252216083135425,0.0
13,0.8234831738266362,0.0
14,0.822238109931513,0.0
15,0.8291690502511263,0.0
16,0.8565851976832346,0.0
17,0.8555898751911675,0.0
18,0.8545806407417691,0.0
19,0.8076535820412206,0.0
20,0.8724898989554466,0.0
21,0.8715425014231447,0.0
22,0.8705809202165169,0.0
23,0.8696048344134124,0.0
24,0.8640511376608366,0.0
25,0.8625944124447271,0.0
26,0.8611137772138847,0.0
27,0.8600268091189329,0.0
28,0.8589226928958278,0.0
29,0.8623145704075041,0.0
30,0.8612640821328601,0.0
31,0.8601974409531903,0.0
32,0.8591142714175424,0.0
33,0.8626468034989199,0.0
34,0.8617634226058141,0.0
35,0.8608650652480749,0.0
36,0.860630149685577,0.0
37,0.8618099329221525,0.0
38,0.8653499467440909,0.0
39,0.8117884027738838,0.0
40,0.792574148652673,0.0
41,0.783936008777142,0.0
42,0.7823510780354206,0.0
43,0.7627818313043802,0.0
44,0.7610953747899569,0.0
45,0.7593847675100279,0.0
46,0.7534848112170268,0.0
47,0.7513331243568331,0.0
48,0.7495036382725566,0.0
49,0.7476470329634453,0.0
50,0.7625831179965075,0.0
51,0.7650408424715494,0.0
52,0.763337570600026,0.0
53,0.7616094235999704,0.0
54,0.7367999041130556,0.0
55,0.778624978583645,0.0
56,0.7771412838722709,0.0
57,0.775381733573997,0.0
58,0.7735923562060903,0.0
59,0.7717535635037773,0.0
60,0.7698846583563443,0.0
61,0.7592021709436483,0.0
62,0.7572663021522382,0.0
63,0.7552990546685207,0.0
64,0.7532996593281864,0.0
65,0.7512673216211712,0.0
66,0.7492012206389804,0.0
67,0.7471005079691126,0.0
68,0.7514405901897806,0.0
69,0.7410897755380675,0.0
70,0.7388226218705789,0.0
71,0.7365154126836789,0.0
72,0.7278778078913752,0.0
73,0.7256624481338836,0.0
74,0.7241881055457715,0.0
75,0.7218867338013328,0.0
76,0.7195446226333295,0.0
77,0.7171651490430669,0.0
78,0.7144876111783427,0.0
79,0.6841084347743165,0.0
80,0.6814086605309765,0.0
81,0.6787613868959939,0.0
82,0.6760697506129586,0.0
83,0.665096705592424,0.0
84,0.662391845726114,0.0
85,0.6596429382898239,0.0
86,0.6568488985051537,0.0
87,0.654008605678466,0.0
88,0.6511209017021126,0.0
89,0.648184589479974,0.0
90,0.6457605632513148,0.0
91,0.6427544824406374,0.0
92,0.6351236321740088,0.0
93,0.6316080281225286,0.0
94,0.6142735390053556,0.0
95,0.6110249281722442,0.0
96,0.6077211325887448,0.0
97,0.6247393883094513,0.0
98,0.6216658853330712,0.0
99,0.6191137061514093,0.0
100,0.6159171420399192,0.0
101,0.6126664699063444,0.0
102,0.5997020776707553,0.0
103,0.5964023966487533,0.0
104,0.5940216891506037,0.0
105,0.5892039273833127,0.0
106,0.5865691495643027,0.0
107,0.5840357468965193,0.0
108,0.5814622294624352,0.0
109,0.5913429501639744,0.0
110,0.5889597959553314,0.0
111,0.5870388976809732,0.0
112,0.5845002131331216,0.0
113,0.581919913310478,0.0
114,0.5793626827762008,0.0
115,0.5767651617262057,0.0
116,0.558482785242945,0.0
117,0.5498422005662291,0.0
118,0.5464959618712526,0.0
119,0.5430943975192049,0.0
120,0.5451582973063032,0.0
121,0.542486723913484,0.0
122,0.6006557218087913,0.0
123,0.5937024337935524,0.0
124,0.5909578310948314,0.0
125,0.558194182451526,0.0
126,0.6185733285391107,0.0
127,0.6182711251134569,0.0
128,0.6405152175290545,0.0
129,0.6383851932573648,0.0
130,0.6359501852812909,0.0
131,0.6336603827542706,0.0
132,0.6190353895373628,0.0
133,0.6168415331566842,0.0
134,0.6078123099688084,0.0
135,0.6089578896447856,0.0
136,0.6066929597496098,0.0
137,0.5803004323191328,0.0
138,0.621891960184213,0.0
139,0.5988443611269487,0.0
140,0.5964025769331722,0.0
141,0.5882076821676832,0.0
142,0.5850233274935868,0.0
143,0.5769355749860388,0.0
144,0.5767189805552894,0.0
145,0.6070954299599662,0.0
146,0.6044382737128684,0.0
147,0.5953103626105692,0.0
148,0.5843228124590725,0.0
149,0.5820646305474928,0.0
