time_step,productivity,tax_rate
77,42844.2420073147,0.25
78,43519.73039526804,0.25
79,42915.23039526804,0.25
80,42570.23039526804,0.25
81,53519.67776984934,0.25
82,52922.17776984934,0.25
83,52529.67776984934,0.25
84,53048.43018771886,0.25
85,53347.35999701851,0.25
86,52954.85999701851,0.25
87,52427.85999701851,0.25
88,52686.203361132495,0.25
89,52281.203361132495,0.25
90,52416.36286547233,0.25
91,51481.36286547233,0.25
92,51038.86286547233,0.25
93,50383.36286547233,0.25
94,49768.36286547233,0.25
95,49144.36286547233,0.25
96,49462.811999907935,0.25
97,49057.811999907935,0.25
98,74093.0600437666,0.25
99,88019.48609438901,0.25
100,99980.9381228408,0.25
101,98986.4381228408,0.25
102,97735.9381228408,0.25
103,96688.9381228408,0.25
104,99880.42561592878,0.25
105,99865.99576864194,0.25
106,100713.27229277641,0.25
107,101546.28455542325,0.25
108,102235.61748061047,0.25
109,102001.2998799271,0.25
110,108495.77455002809,0.25
111,109527.27508599838,0.25
112,110479.93144791349,0.25
113,109827.43144791349,0.25
114,109174.93144791349,0.25
115,110342.73131676564,0.25
116,109420.23131676564,0.25
117,108405.23131676564,0.25
118,107574.73131676564,0.25
119,107623.4915253164,0.25
120,106671.9915253164,0.25
121,105695.49152531639,0.25
122,104766.99152531639,0.25
123,105285.78813670848,0.25
124,105275.9979179926,0.25
125,104362.4979179926,0.25
126,104424.3620137143,0.25
127,108653.03815339565,0.25
128,110457.74736696116,0.25
129,109722.74736696116,0.25
130,109604.41985571432,0.25
131,110375.22661816531,0.25
132,109569.72661816531,0.25
133,108380.72661816531,0.25
134,109060.09236986206,0.25
135,108442.36540410668,0.25
136,107454.86540410668,0.25
137,107450.75559631172,0.25
138,107296.92773202239,0.25
139,106483.79516018943,0.25
140,120978.48880501153,0.25
141,120235.98880501153,0.25
142,122742.2958730774,0.25
143,121819.94370734428,0.25
144,123002.03238403429,0.25
145,124386.05097656671,0.25
146,123649.20302282926,0.25
147,122163.70302282924,0.25
148,121141.20302282924,0.25
149,123261.57681381832,0.25
150,122370.57681381832,0.25
151,122802.04437531425,0.25
152,127527.11856538513,0.25
153,143593.7387219404,0.25
154,156481.80287339303,0.25
155,155873.31638952822,0.25
156,154194.31638952825,0.25
157,152929.81638952825,0.25
158,152931.60608164174,0.25
159,153470.03340363226,0.25
160,152355.03340363226,0.25
161,153188.1489187432,0.25
162,153485.04596534435,0.25
163,154971.04573925782,0.25
164,163352.12367755128,0.25
165,162796.80614063062,0.25
166,162445.3488936568,0.25
167,162760.04692980618,0.25
168,163023.26087831106,0.25
169,175644.73350578436,0.25
170,175406.20496760317,0.25
171,174534.53107856962,0.25
172,174864.84686850148,0.25
173,183151.36233024925,0.25
174,185760.13763432292,0.25
175,183737.6376343229,0.25
176,189210.45223057727,0.25
177,189461.40377178745,0.25
178,189681.035767022,0.25
179,189265.6131311371,0.25
180,189397.78936930126,0.25
181,191567.76859035098,0.25
182,192915.76198744052,0.25
183,192500.90032451798,0.25
184,193413.4153162505,0.25
185,200168.28547094096,0.25
186,208369.25973560306,0.25
187,207373.20401094208,0.25
188,211300.83345804934,0.25
189,210690.29334701752,0.25
190,211713.41803335238,0.25
191,212256.659680298,0.25
192,214833.1289631108,0.25
193,223339.35503387527,0.25
194,221820.85503387527,0.25
195,220005.35503387527,0.25
196,220951.42453996505,0.25
197,221668.34950916795,0.25
198,221504.8698317543,0.25
199,220159.8698317543,0.25
200,220337.15509842412,0.25
201,221282.15373984305,0.25
202,221524.07880935576,0.25
203,220791.0171465773,0.25
204,219553.26296409316,0.25
205,218183.26296409316,0.25
206,217476.31198872454,0.25
207,216882.059641906,0.25
208,215512.059641906,0.25
209,214154.559641906,0.25
210,212943.39210334237,0.25
211,212963.88343514228,0.25
212,212518.44149656253,0.25
213,227253.82249854555,0.25
214,225594.32249854552,0.25
215,224169.3224985455,0.25
216,224058.49787578708,0.25
217,225087.50338946914,0.25
218,223650.00338946914,0.25
219,221953.00338946914,0.25
220,222312.5062294217,0.25
221,223684.6964326904,0.25
222,222779.02618954214,0.25
223,222930.38541196164,0.25
224,221528.7218559996,0.25
225,228494.14207654863,0.25
226,236407.8060889112,0.25
227,242481.73943117174,0.25
228,243207.247120478,0.25
229,243715.3324090328,0.25
230,242797.85962351097,0.25
231,242872.91264262432,0.25
232,275752.9230251425,0.25
233,274107.9230251424,0.25
234,277250.698812935,0.25
235,278840.8168611412,0.25
236,276671.8168611412,0.25
237,275827.1333597923,0.25
238,273742.1333597923,0.25
239,272251.68412072514,0.25
240,270383.85139880393,0.25
241,268272.8513988039,0.25
242,266831.40260927833,0.25
243,266353.2658071251,0.25
244,265517.13196918624,0.25
245,264937.28940043354,0.25
246,264764.2545718865,0.25
247,262735.75457188656,0.25
248,265173.2137661149,0.25
249,273058.1868622461,0.25
250,271131.00346217415,0.25
251,269442.92085967906,0.25
252,268219.9215710838,0.25
253,265544.42157108383,0.25
254,279477.62547275366,0.25
255,276609.6254727537,0.25
256,276667.6348548879,0.25
257,276954.1547286676,0.25
258,278130.9048649253,0.25
259,279848.5981048405,0.25
260,281431.5386702559,0.25
261,282205.82724203524,0.25
262,282968.2135976889,0.25
263,282613.2653120455,0.25
264,283311.55914903624,0.25
265,283611.84581707494,0.25
266,285282.74412186886,0.25
267,285132.6785465766,0.25
268,284351.51884033054,0.25
269,283494.59827166394,0.25
270,294018.94305569323,0.25
271,291388.4430556932,0.25
272,289670.51426729944,0.25
273,288259.48195481335,0.25
274,287745.5840958991,0.25
275,293558.35616643174,0.25
276,302458.7692571963,0.25
277,300218.51671350497,0.25
278,299762.41019746696,0.25
279,296923.41019746696,0.25
280,296177.2269068649,0.25
281,298765.6016187271,0.25
282,301092.89771132957,0.25
283,299283.2581824748,0.25
284,299114.8775941106,0.25
285,307681.70595453883,0.25
286,307657.52227510914,0.25
287,311683.347988252,0.25
288,308824.347988252,0.25
289,307392.20006326813,0.25
290,303913.70006326813,0.25
291,306139.2248359941,0.25
292,304148.6069728521,0.25
293,319900.4365504927,0.25
294,320238.6796282707,0.25
295,319679.4439528799,0.25
296,320438.78167782415,0.25
297,320048.0897661931,0.25
298,319848.13835196075,0.25
299,318724.3777407484,0.25
300,315974.3777407484,0.25
301,314012.57921284036,0.25
302,312623.0330540827,0.25
303,314522.7235009025,0.25
304,312003.7235009025,0.25
305,311312.1923314926,0.25
306,310258.8619560666,0.25
307,310215.9672447771,0.25
308,308268.73306178296,0.25
309,306102.9948478804,0.25
310,304865.20720915287,0.25
311,303679.74070265563,0.25
312,314146.5210476241,0.25
313,314837.353859612,0.25
314,316134.0165525979,0.25
315,315348.48612017924,0.25
316,325237.6692723631,0.25
317,324190.047386764,0.25
318,321173.52106934425,0.25
319,320160.9681027745,0.25
320,322418.3309031482,0.25
321,321480.63523790345,0.25
322,323175.358997975,0.25
323,323086.5477840734,0.25
324,321869.4144841208,0.25
325,326234.9092082776,0.25
326,324944.4000734064,0.25
327,335751.93284237175,0.25
328,334559.6762427157,0.25
329,345137.51572801574,0.25
330,344098.7851443095,0.25
331,344003.72082933155,0.25
332,340459.22082933155,0.25
333,337871.1781725152,0.25
334,337339.1736087501,0.25
335,338051.6872049335,0.25
336,337403.8404594596,0.25
337,335783.2540465216,0.25
338,336566.98773081636,0.25
339,343094.5957390812,0.25
340,348707.7704732914,0.25
341,361970.05451680213,0.25
342,360591.91857016366,0.25
343,359525.7615035431,0.25
344,370309.8909719843,0.25
345,382620.9179130346,0.25
346,381145.96801730245,0.25
347,378248.4680173025,0.25
348,376332.4527640421,0.25
349,386331.443700223,0.25
350,382919.943700223,0.25
351,380726.841600048,0.25
352,389269.35073773784,0.25
353,393591.51057231124,0.25
354,391936.1831606036,0.25
355,388574.6335515501,0.25
356,385497.1335515501,0.25
357,392010.3400882485,0.25
358,390213.8888544113,0.25
359,387910.27076336805,0.25
360,385204.1929209685,0.25
361,384147.6543129203,0.25
362,385513.30759462,0.25
363,395779.6397663198,0.25
364,401751.5968206753,0.25
365,398471.0968206753,0.25
