time_step,productivity,tax_rate
77,27556.854674029557,0.25
78,27344.354674029557,0.25
79,30789.60999275847,0.25
80,30577.10999275847,0.25
81,30364.609992758466,0.25
82,30152.109992758466,0.25
83,29939.609992758466,0.25
84,29727.109992758466,0.25
85,29514.609992758466,0.25
86,29314.609992758466,0.25
87,31015.689473545484,0.25
88,30643.121213985647,0.25
89,30430.621213985647,0.25
90,30072.1594118697,0.25
91,29859.659411869703,0.25
92,31368.355260629905,0.25
93,31155.855260629905,0.25
94,30943.355260629905,0.25
95,32257.15805087584,0.25
96,32044.65805087584,0.25
97,31832.15805087584,0.25
98,31619.65805087584,0.25
99,31407.15805087584,0.25
100,31194.65805087584,0.25
101,30982.158050875845,0.25
102,30769.658050875845,0.25
103,30557.158050875845,0.25
104,30344.658050875845,0.25
105,29916.969639391984,0.25
106,29492.480747426125,0.25
107,29279.980747426125,0.25
108,30816.972303540988,0.25
109,32602.05564641937,0.25
110,33537.317737967365,0.25
111,33194.74895227925,0.25
112,32982.24895227925,0.25
113,32769.74895227925,0.25
114,32569.748952279253,0.25
115,32369.748952279253,0.25
116,33822.82009871704,0.25
117,33467.95029815574,0.25
118,33086.147961896306,0.25
119,32853.647961896306,0.25
120,32633.64796189631,0.25
121,33911.507386848396,0.25
122,35526.18011201925,0.25
123,35007.31697046952,0.25
124,34494.70538719198,0.25
125,34029.47740645099,0.25
126,35597.099609176235,0.25
127,36475.92240580064,0.25
128,36223.42240580064,0.25
129,37299.29344817674,0.25
130,37059.29344817674,0.25
131,36819.29344817673,0.25
132,38323.29666407639,0.25
133,38083.29666407639,0.25
134,37843.29666407639,0.25
135,37603.29666407639,0.25
136,37363.29666407639,0.25
137,37123.29666407639,0.25
138,36883.29666407639,0.25
139,36643.29666407639,0.25
140,36403.29666407639,0.25
141,35746.53674814616,0.25
142,35481.53674814616,0.25
143,35229.03674814616,0.25
144,34989.03674814616,0.25
145,36394.580202422774,0.25
146,37448.92839172747,0.25
147,37067.49981839345,0.25
148,36814.99981839345,0.25
149,36562.49981839345,0.25
150,37877.45318961081,0.25
151,37604.95318961081,0.25
152,37332.45318961081,0.25
153,38631.88051510532,0.25
154,38359.38051510532,0.25
155,38086.88051510532,0.25
156,37814.38051510532,0.25
157,37554.38051510532,0.25
158,38929.78634881537,0.25
159,38669.78634881537,0.25
160,38165.07775637353,0.25
161,37628.34712056774,0.25
162,36694.17377620265,0.25
163,36396.67377620265,0.25
164,37631.86045511429,0.25
165,39144.21586543477,0.25
166,41104.156131128155,0.25
167,42120.15723505807,0.25
168,41860.15723505807,0.25
169,41600.15723505807,0.25
170,41340.15723505807,0.25
171,41080.15723505807,0.25
172,40562.69882794394,0.25
173,40186.93006882828,0.25
174,39719.31132421043,0.25
175,39434.31132421043,0.25
176,38786.53186241603,0.25
177,40260.76171003346,0.25
178,39968.26171003346,0.25
179,42800.81387455428,0.25
180,43518.195086179985,0.25
181,43044.880750036784,0.25
182,42342.22683368999,0.25
183,42017.22683368999,0.25
184,42895.04787230359,0.25
185,44076.38282692304,0.25
186,45197.1008567947,0.25
187,44729.38208219498,0.25
188,45287.53870625266,0.25
189,47792.43671885596,0.25
190,47467.43671885596,0.25
191,46748.25922963808,0.25
192,50884.36157686681,0.25
193,50013.868796301016,0.25
194,51564.48894471904,0.25
195,52553.961267380066,0.25
196,53702.421712734744,0.25
197,55881.5810171556,0.25
198,57225.48462224827,0.25
199,56845.48462224827,0.25
200,57845.193795340834,0.25
201,58494.898452658,0.25
202,57921.64984395985,0.25
203,56875.32580517054,0.25
204,55890.024528433605,0.25
205,55415.024528433605,0.25
206,56907.01423315023,0.25
207,59459.46704053398,0.25
208,63732.03917871159,0.25
209,66809.60143284789,0.25
210,66206.17586851997,0.25
211,65520.788596718856,0.25
212,65095.788596718856,0.25
213,64670.788596718856,0.25
214,65354.23951082922,0.25
215,64821.32571339748,0.25
216,63683.48300177407,0.25
217,63208.48300177407,0.25
218,62519.12786659742,0.25
219,62069.12786659742,0.25
220,63574.94163148348,0.25
221,67508.05321318742,0.25
222,67043.05321318742,0.25
223,66358.38783843716,0.25
224,67373.68348984317,0.25
225,66352.66270463391,0.25
226,65660.79833612361,0.25
227,65170.79833612361,0.25
228,65684.56630347253,0.25
229,67723.66114266663,0.25
230,67051.77749694747,0.25
231,68302.1071990142,0.25
232,70902.56582319475,0.25
233,70380.06582319476,0.25
234,69870.06582319476,0.25
235,69385.06582319476,0.25
236,73700.80286756785,0.25
237,72932.45405843604,0.25
238,72434.95405843604,0.25
239,71937.45405843604,0.25
240,71326.00282014238,0.25
241,70250.53029577108,0.25
242,70736.61825209594,0.25
243,70020.53133448413,0.25
244,69510.53133448413,0.25
245,72919.68076655673,0.25
246,73451.14047244046,0.25
247,74414.41311254127,0.25
248,75661.51131735787,0.25
249,75176.51131735787,0.25
250,74691.51131735787,0.25
251,73957.47588035268,0.25
252,74410.12848320522,0.25
253,73466.62060580146,0.25
254,72981.62060580146,0.25
255,72399.3028288617,0.25
256,76498.29399375395,0.25
257,77120.9864652642,0.25
258,76461.04427483003,0.25
259,75864.56359592035,0.25
260,75191.86325036327,0.25
261,77685.5941432181,0.25
262,78529.75093608661,0.25
263,79372.61228417634,0.25
264,80170.96639559083,0.25
265,79366.08499153698,0.25
266,78584.39675129368,0.25
267,80551.1022716001,0.25
268,83822.39008624016,0.25
269,84752.53581656796,0.25
270,85614.42410003512,0.25
271,85081.92410003512,0.25
272,84314.24910530967,0.25
273,85195.303644997,0.25
274,86101.73828482161,0.25
275,86651.30473931174,0.25
276,86111.30473931174,0.25
277,87008.01680679,0.25
278,86102.92293030466,0.25
279,85537.92293030466,0.25
280,86759.88322447041,0.25
281,85957.58152636245,0.25
282,86499.70147907257,0.25
283,87599.67342059691,0.25
284,87047.17342059691,0.25
285,86494.67342059691,0.25
286,88163.82443089882,0.25
287,87015.75900320405,0.25
288,86139.45324334993,0.25
289,87188.03061681332,0.25
290,90416.2162875306,0.25
291,95145.81416987578,0.25
292,94249.91707650472,0.25
293,98415.3575906692,0.25
294,99265.87462354633,0.25
295,100353.41727438006,0.25
296,99645.77420245977,0.25
297,101644.955479883,0.25
298,104210.1488017325,0.25
299,103605.1488017325,0.25
300,102792.02562118156,0.25
301,103310.95508621926,0.25
302,102592.4809167819,0.25
303,101974.9809167819,0.25
304,102345.31843231176,0.25
305,101499.33925726089,0.25
306,101473.82728418932,0.25
307,100811.32728418932,0.25
308,99903.02914651336,0.25
309,102605.18483616247,0.25
310,103719.43154497493,0.25
311,105394.32881638544,0.25
312,104684.32881638544,0.25
313,103435.27606654254,0.25
314,102700.27606654254,0.25
315,102992.71621133742,0.25
316,102142.33434289496,0.25
317,105180.93048873536,0.25
318,107642.28850726149,0.25
319,108217.76359376249,0.25
320,109064.65275019496,0.25
321,111397.54333906631,0.25
322,110457.11032291275,0.25
323,110481.65396248933,0.25
324,109623.49127287182,0.25
325,108763.50327527444,0.25
326,108953.01888991898,0.25
327,114138.94795422895,0.25
328,113185.32862507956,0.25
329,115414.30295819585,0.25
330,117094.44903595305,0.25
331,118294.81105612378,0.25
332,118559.2955732298,0.25
333,119013.20577178821,0.25
334,120022.87339627123,0.25
335,119934.47400255427,0.25
336,119201.97400255427,0.25
337,118481.97400255427,0.25
338,123474.57143181427,0.25
339,124406.24771987504,0.25
340,123394.24399217521,0.25
341,122596.74399217521,0.25
342,121547.0187490166,0.25
343,120569.32933835604,0.25
344,120763.97089070512,0.25
345,123442.2459921421,0.25
346,124345.29748665042,0.25
347,123540.29748665042,0.25
348,125931.69025755713,0.25
349,125139.19025755713,0.25
350,125403.29808368774,0.25
351,125497.41160500684,0.25
352,124692.41160500684,0.25
353,123665.0429351559,0.25
354,122872.5429351559,0.25
355,123684.62956719044,0.25
356,124251.04650948741,0.25
357,123433.54650948741,0.25
358,122356.57159321537,0.25
359,121379.58375564666,0.25
360,125037.12429659873,0.25
361,124244.62429659873,0.25
362,123464.62429659873,0.25
363,124400.3015215438,0.25
364,125216.03664428653,0.25
365,124403.53664428653,0.25
