time_step,productivity,tax_rate
132,79710.34577841513,0.15
133,91317.7302379057,0.15
134,90460.23023790571,0.15
135,89107.7302379057,0.15
136,89649.37536658975,0.15
137,90076.16640401544,0.15
138,89089.16640401544,0.15
139,89961.29255210077,0.15
140,90283.46953266754,0.15
141,91163.15266793878,0.15
142,92853.33467713668,0.15
143,93038.3253177244,0.15
144,92922.63828693471,0.15
145,93634.59482184345,0.15
146,92994.59482184345,0.15
147,93010.13254182384,0.15
148,92975.22458202965,0.15
149,94153.35501701738,0.15
150,93500.85501701738,0.15
151,92860.8550170174,0.15
152,92792.39463358402,0.15
153,91170.89463358402,0.15
154,96439.48958794487,0.15
155,95517.98958794489,0.15
156,94107.98958794489,0.15
157,92818.98958794489,0.15
158,93906.1608950834,0.15
159,110542.31871189154,0.15
160,112437.7454161576,0.15
161,111692.74541615762,0.15
162,112116.87830134472,0.15
163,113158.99532611907,0.15
164,118140.04637804447,0.15
165,116834.54637804448,0.15
166,115930.54637804448,0.15
167,127388.54787534416,0.15
168,127752.86573665896,0.15
169,128361.52217223398,0.15
170,128034.85165710647,0.15
171,127850.65185646145,0.15
172,128398.42241149285,0.15
173,127382.92241149285,0.15
174,127233.56892729216,0.15
175,126781.3309680363,0.15
176,127513.88550798004,0.15
177,128388.73735581835,0.15
178,127609.1641630908,0.15
179,140617.5679402418,0.15
180,141267.69623068618,0.15
181,140097.6962306862,0.15
182,141619.74683986086,0.15
183,144504.78935026223,0.15
184,144694.08155299016,0.15
185,145163.12814441786,0.15
186,145453.34856130485,0.15
187,145234.00692863725,0.15
188,143924.50692863725,0.15
189,145112.55876491353,0.15
190,144626.9406947179,0.15
191,144517.90058368602,0.15
192,145453.01988555503,0.15
193,146756.56398510828,0.15
194,146060.31333623215,0.15
195,144852.31333623215,0.15
196,145635.14476314522,0.15
197,145444.5942391713,0.15
198,147402.94093842633,0.15
199,147597.66588454036,0.15
200,148146.04284454,0.15
201,147091.54284454003,0.15
202,145645.54284454003,0.15
203,143771.54284454003,0.15
204,144615.01436713547,0.15
205,143426.01436713547,0.15
206,146183.49713195802,0.15
207,145696.85882965632,0.15
208,147339.73426328233,0.15
209,146977.59026927914,0.15
210,146289.69078495266,0.15
211,148039.3174364238,0.15
212,148215.36646105518,0.15
213,147230.36646105518,0.15
214,147097.58650394191,0.15
215,146804.71024561665,0.15
216,149302.10801872873,0.15
217,150381.11757036648,0.15
218,149850.59804904627,0.15
219,149205.54776344832,0.15
220,148052.54776344832,0.15
221,147927.27066743746,0.15
222,148860.86412444655,0.15
223,148433.8292448069,0.15
224,148114.53253277953,0.15
225,157419.15725181144,0.15
226,156650.48551952423,0.15
227,156062.82450027348,0.15
228,159199.85322676462,0.15
229,158878.51028053093,0.15
230,157486.51028053093,0.15
231,157367.4064853371,0.15
232,171602.26980239156,0.15
233,170430.26980239156,0.15
234,171328.25159233433,0.15
235,170790.74674116934,0.15
236,171307.44471921487,0.15
237,170898.77307524235,0.15
238,169846.27307524235,0.15
239,170086.43746897165,0.15
240,169804.4335508081,0.15
241,184326.6965600166,0.15
242,184806.4360445571,0.15
243,197331.3142271831,0.15
244,195944.8142271831,0.15
245,196094.99640212476,0.15
246,198281.69078147566,0.15
247,197360.98918150348,0.15
248,195918.23561385355,0.15
249,196195.60745800874,0.15
250,197923.4812896323,0.15
251,197323.4637898822,0.15
252,196861.33348346423,0.15
253,196660.67789142206,0.15
254,195328.67789142206,0.15
255,195143.82200672157,0.15
256,194082.16101718723,0.15
257,203264.7681591069,0.15
258,201701.2991945158,0.15
259,202533.25494088765,0.15
260,202295.76440036282,0.15
261,213631.4170254892,0.15
262,228683.8141963424,0.15
263,227406.64582941544,0.15
264,229192.35615907508,0.15
265,228898.07253191146,0.15
266,228246.60071680328,0.15
267,226154.60071680328,0.15
268,225137.88687114362,0.15
269,226235.1736752269,0.15
270,226187.81355246526,0.15
271,227531.72450131216,0.15
272,227298.55304357145,0.15
273,225774.55304357145,0.15
274,226875.281026235,0.15
275,225671.87668797933,0.15
276,227054.01119374103,0.15
277,226105.23818860846,0.15
278,224825.20445067767,0.15
279,224608.4623264304,0.15
280,224683.50588226755,0.15
281,225047.80423422804,0.15
282,232001.9145968723,0.15
283,232671.63785204774,0.15
284,236222.62317261426,0.15
285,235935.41259702438,0.15
286,233962.41259702438,0.15
287,233485.78557595483,0.15
288,245537.26142096482,0.15
289,248327.7316855199,0.15
290,248073.2848476948,0.15
291,247842.93335797632,0.15
292,249074.07546693058,0.15
293,257236.60792234895,0.15
294,258418.55636661846,0.15
295,257383.98747410992,0.15
296,257455.42328835634,0.15
297,257660.69794764227,0.15
298,257284.48626068194,0.15
299,260836.3863699012,0.15
300,259887.1695062678,0.15
301,258539.24320140504,0.15
302,257250.15570544446,0.15
303,257176.73014887696,0.15
304,282319.7087641965,0.15
305,280432.70876419643,0.15
306,280191.74527672015,0.15
307,278394.24527672015,0.15
308,276340.74527672015,0.15
309,275623.26545449824,0.15
310,273597.66258638306,0.15
311,271153.6625863831,0.15
312,268897.6625863831,0.15
313,268232.8498768751,0.15
314,267027.3472750841,0.15
315,267651.96554993757,0.15
316,275369.2630609179,0.15
317,274149.6396164895,0.15
318,274876.74448187073,0.15
319,275833.78458405106,0.15
320,277844.41662652395,0.15
321,286806.4721087661,0.15
322,292587.5994223446,0.15
323,292444.0221882079,0.15
324,291042.8735981787,0.15
325,289827.5064046838,0.15
326,287657.5064046838,0.15
327,286492.04041524715,0.15
328,285135.556552821,0.15
329,287143.4817197874,0.15
330,285537.70968066895,0.15
331,284663.0910813364,0.15
332,283918.0242444477,0.15
333,283723.5683359078,0.15
334,284117.4449474197,0.15
335,310571.6170667855,0.15
336,309457.75874705665,0.15
337,308290.88930962334,0.15
338,308368.6596772601,0.15
339,308532.97996794805,0.15
340,306274.97996794805,0.15
341,306712.09187398525,0.15
342,305849.9604049695,0.15
343,304615.9478682173,0.15
344,307265.0281080516,0.15
345,317767.43981481995,0.15
346,319076.15502345335,0.15
347,318002.1523573977,0.15
348,316268.4764859366,0.15
349,325363.51200002176,0.15
350,323665.4447909557,0.15
351,321019.4447909557,0.15
352,319886.50460562395,0.15
353,319478.7183614013,0.15
354,316935.7183614013,0.15
355,326641.10743192845,0.15
356,334767.6868287643,0.15
357,333235.4863120564,0.15
358,330488.4863120564,0.15
359,327961.4863120564,0.15
360,326495.3225752386,0.15
361,324602.62237898307,0.15
362,324286.736099926,0.15
363,323295.64012688585,0.15
364,333840.97229858564,0.15
365,332439.85459200083,0.15
