time_step,productivity,tax_rate
77,53863.74778498312,0.25
78,53358.74778498312,0.25
79,52716.24778498312,0.25
80,53319.23617293646,0.25
81,53853.21689640548,0.25
82,53228.21689640548,0.25
83,52835.71689640548,0.25
84,53883.02332849534,0.25
85,53317.02332849534,0.25
86,52698.52332849534,0.25
87,53105.86669260932,0.25
88,52713.36669260932,0.25
89,52568.026196949155,0.25
90,51760.026196949155,0.25
91,51108.02619694915,0.25
92,50404.02619694915,0.25
93,49761.02619694915,0.25
94,49981.88402961441,0.25
95,49576.88402961441,0.25
96,66139.627723374,0.25
97,75264.31713339852,0.25
98,75081.03968519754,0.25
99,74277.53968519755,0.25
100,73970.38855644097,0.25
101,75122.5706441644,0.25
102,75834.62159657356,0.25
103,75789.87118170527,0.25
104,75904.56519800864,0.25
105,78503.49174659624,0.25
106,79081.95339993364,0.25
107,79375.50326280066,0.25
108,78863.00326280066,0.25
109,79101.21383576843,0.25
110,78568.71383576843,0.25
111,77754.71383576845,0.25
112,77222.21383576845,0.25
113,77675.0806709869,0.25
114,77846.86529761771,0.25
115,77314.36529761771,0.25
116,76343.36529761771,0.25
117,76289.88985478095,0.25
118,76731.48731256135,0.25
119,76161.48731256135,0.25
120,75205.98731256135,0.25
121,74791.15417319306,0.25
122,74380.8585894001,0.25
123,74881.71107066165,0.25
124,77207.04763533575,0.25
125,76662.04763533575,0.25
126,77333.85464884143,0.25
127,79338.47825924202,0.25
128,80464.71708408909,0.25
129,79737.71708408909,0.25
130,79924.2447947283,0.25
131,79391.74479472829,0.25
132,84080.38390729557,0.25
133,82803.88390729557,0.25
134,81440.38390729557,0.25
135,79832.88390729557,0.25
136,78652.88390729557,0.25
137,79107.96009198388,0.25
138,92061.64452228157,0.25
139,94693.62717451871,0.25
140,109647.6517711,0.25
141,120719.05911291954,0.25
142,121559.49798461211,0.25
143,121807.89980648788,0.25
144,121075.39980648788,0.25
145,120355.39980648788,0.25
146,121467.13888739205,0.25
147,121736.61883926102,0.25
148,120845.61883926102,0.25
149,120113.11883926102,0.25
150,118890.11883926102,0.25
151,117729.11883926103,0.25
152,116797.11883926103,0.25
153,116652.52679227584,0.25
154,115126.02679227584,0.25
155,129183.21816102021,0.25
156,128397.45868765103,0.25
157,128484.56218518822,0.25
158,127124.56218518822,0.25
159,129101.77871668873,0.25
160,129878.7347766958,0.25
161,129061.23477669578,0.25
162,131697.79700414065,0.25
163,130526.79700414067,0.25
164,129690.88050220055,0.25
165,132211.75078006092,0.25
166,130854.25078006092,0.25
167,130863.41242093085,0.25
168,130552.69041591483,0.25
169,131109.3190167741,0.25
170,130851.08105751824,0.25
171,131656.64403602952,0.25
172,133129.35337274394,0.25
173,143519.8740213694,0.25
174,142305.8740213694,0.25
175,141316.492734595,0.25
176,140931.137417932,0.25
177,140445.8996407853,0.25
178,144713.7047445008,0.25
179,144801.2761410163,0.25
180,148567.33310802796,0.25
181,158375.83298093642,0.25
182,173185.50901190285,0.25
183,177578.65178309724,0.25
184,176789.4258918053,0.25
185,179131.35213273432,0.25
186,179892.97367204216,0.25
187,179138.7777946608,0.25
188,180167.3319877215,0.25
189,179069.8319877215,0.25
190,183978.99046593907,0.25
191,184069.98176131095,0.25
192,191296.58517646027,0.25
193,191519.28307373426,0.25
194,191137.15769967396,0.25
195,191048.97108418756,0.25
196,192376.81420003244,0.25
197,192121.32342397043,0.25
198,199182.4902242709,0.25
199,197226.99022427088,0.25
200,196694.29111166412,0.25
201,197915.76511789445,0.25
202,211853.14542071024,0.25
203,212263.54920139821,0.25
204,211703.07631236996,0.25
205,209816.57631236996,0.25
206,217543.7800845553,0.25
207,216409.7279113518,0.25
208,215961.6999704359,0.25
209,215286.56166813424,0.25
210,215010.22590549267,0.25
211,214135.5583669291,0.25
212,214251.5929121191,0.25
213,213072.17728267916,0.25
214,211667.17728267916,0.25
215,220328.5519447426,0.25
216,221273.35007022662,0.25
217,219554.9738119013,0.25
218,218583.12438325386,0.25
219,217295.847287243,0.25
220,218244.17050861448,0.25
221,217578.41717872833,0.25
222,219893.61799981806,0.25
223,218873.09724091788,0.25
224,217845.28086561363,0.25
225,226426.88987838037,0.25
226,225706.31115405838,0.25
227,224512.95230213966,0.25
228,226123.6148465561,0.25
229,224019.1148465561,0.25
230,224593.32352290893,0.25
231,225246.7461890746,0.25
232,225276.602136496,0.25
233,236343.6402686908,0.25
234,235621.8205447245,0.25
235,236430.26122299873,0.25
236,234857.76122299873,0.25
237,233064.76122299873,0.25
238,234978.21412516877,0.25
239,233160.21412516877,0.25
240,232612.21748079892,0.25
241,230965.68933888225,0.25
242,229572.61078630356,0.25
243,232082.69132801067,0.25
244,232649.09327479845,0.25
245,231278.55782348363,0.25
246,231998.00180081514,0.25
247,244967.35406194252,0.25
248,242950.3540619425,0.25
249,244043.56727071776,0.25
250,242411.48420242974,0.25
251,243349.0355757219,0.25
252,242985.13651511894,0.25
253,242202.0755636163,0.25
254,253968.64895069262,0.25
255,260518.87077721293,0.25
256,259928.0763956565,0.25
257,257792.07639565654,0.25
258,256867.08553223894,0.25
259,255469.13611154954,0.25
260,261607.4925814366,0.25
261,272380.6090821551,0.25
262,272663.0125401017,0.25
263,271850.67116404005,0.25
264,270439.0102959831,0.25
265,270187.06705671025,0.25
266,268424.9177016411,0.25
267,276937.2875955757,0.25
268,277442.2345753891,0.25
269,274915.2345753892,0.25
270,274861.11543518904,0.25
271,275053.6671648537,0.25
272,274131.99716606096,0.25
273,272172.0581834096,0.25
274,272140.9010707273,0.25
275,270808.82730225386,0.25
276,287754.293186126,0.25
277,301291.4817670137,0.25
278,305595.44805374613,0.25
279,304742.50483284745,0.25
280,304410.41728540655,0.25
281,304193.86340169027,0.25
282,301640.36340169027,0.25
283,310601.66791625536,0.25
284,310442.4783311499,0.25
285,309262.3201616376,0.25
286,310769.3383259139,0.25
287,312210.9966560678,0.25
288,312250.4912066362,0.25
289,310864.43983059877,0.25
290,310390.52731514664,0.25
291,309902.38372355467,0.25
292,314746.11212508695,0.25
293,324282.19527337456,0.25
294,323992.9181193068,0.25
295,323879.9079367601,0.25
296,322267.3323418657,0.25
297,321668.63115258806,0.25
298,320718.1688677539,0.25
299,319028.28218425636,0.25
300,317278.21913080814,0.25
301,316302.56723873946,0.25
302,314621.5628000854,0.25
303,314663.6529474587,0.25
304,313773.8636940087,0.25
305,311752.28472833475,0.25
306,309618.5953851447,0.25
307,307366.0953851447,0.25
308,306854.6194330087,0.25
309,307250.39690003806,0.25
310,305329.7112806338,0.25
311,303398.50530356704,0.25
312,301519.3592598485,0.25
313,308414.8152943642,0.25
314,322300.5739620409,0.25
315,321045.1727380325,0.25
316,319231.7429935209,0.25
317,320089.3951632626,0.25
318,321379.7457655241,0.25
319,319144.09777493123,0.25
320,318547.4783099764,0.25
321,322182.15964242275,0.25
322,320567.5631248763,0.25
323,319511.7530648466,0.25
324,318731.24177136435,0.25
325,317013.7653641299,0.25
326,315145.22940537735,0.25
327,313477.809271063,0.25
328,315000.43269948504,0.25
329,312429.65171138773,0.25
330,311400.93028002547,0.25
331,310502.2447700242,0.25
332,310136.89623963065,0.25
333,310262.06163492985,0.25
334,317498.3984612009,0.25
335,315877.230446346,0.25
336,312915.23044634605,0.25
337,311237.71518905787,0.25
338,316658.883561781,0.25
339,313847.383561781,0.25
340,313444.0177284521,0.25
341,310829.01772845205,0.25
342,311023.26711449586,0.25
343,313029.4075921461,0.25
344,314314.4383824472,0.25
345,311330.93838244723,0.25
346,308796.0480854075,0.25
347,308433.8347300022,0.25
348,306289.1537280849,0.25
349,305920.284653895,0.25
350,303367.784653895,0.25
351,304414.24711993814,0.25
352,303026.20952060045,0.25
353,300500.5893723452,0.25
354,297487.5893723452,0.25
355,295225.5756579224,0.25
356,294256.9429267917,0.25
357,293634.35798437917,0.25
358,291457.73989333585,0.25
359,289723.46025453997,0.25
360,287145.96025453997,0.25
361,285057.1151684714,0.25
362,284218.0691552859,0.25
363,281640.5691552859,0.25
364,281757.9909937146,0.25
365,279065.4909937146,0.25
